Studentid,Attendance,Major,Questions,Score,Seniority,Texting,Grade
31903,27,Cs,Always,8,Freshman,Always,Fail
31904,99,Communication,Rarely,24,Sophomore,Rarely,Fail
31905,98,Cs,Always,78,Freshman,Always,Pass
31906,67,Polsci,Always,63,Senior,Rarely,Pass
31907,60,Polsci,Rarely,11,Senior,Always,Fail
31908,15,Stat,Always,6,Junior,Rarely,Pass
31909,69,Polsci,Always,93,Junior,Rarely,Pass
31910,52,Communication,Always,65,Junior,Always,Pass
31911,7,Cs,Always,77,Junior,Rarely,Pass
31912,44,Polsci,Always,36,Sophomore,Rarely,Pass
31913,66,Stat,Rarely,74,Junior,Rarely,Pass
31914,87,Cs,Always,98,Sophomore,Always,Pass
31915,80,Stat,Rarely,70,Sophomore,Always,Pass
31916,75,Stat,Always,54,Junior,Always,Pass
31917,2,Polsci,Rarely,80,Junior,Always,Pass
31918,88,Stat,Always,9,Sophomore,Always,Fail
31919,17,Polsci,Always,14,Freshman,Rarely,Pass
31920,35,Polsci,Always,4,Junior,Always,Pass
31921,86,Communication,Always,77,Freshman,Always,Pass
31922,9,Cs,Always,47,Sophomore,Rarely,Fail
31923,33,Communication,Rarely,64,Sophomore,Always,Pass
31924,39,Cs,Rarely,44,Senior,Rarely,Fail
31925,55,Communication,Rarely,93,Junior,Always,Pass
31926,95,Cs,Always,10,Sophomore,Rarely,Fail
31927,23,Cs,Rarely,94,Freshman,Rarely,Pass
31928,24,Communication,Rarely,77,Freshman,Rarely,Pass
31929,65,Polsci,Always,69,Freshman,Rarely,Pass
31930,58,Polsci,Rarely,81,Senior,Always,Pass
31931,36,Stat,Rarely,2,Sophomore,Rarely,Fail
31932,64,Cs,Rarely,26,Sophomore,Always,Fail
31933,90,Polsci,Always,66,Senior,Always,Pass
31934,96,Cs,Always,72,Freshman,Always,Pass
31935,91,Communication,Rarely,86,Senior,Rarely,Pass
31936,45,Communication,Rarely,6,Junior,Always,Fail
31937,83,Polsci,Always,84,Senior,Always,Pass
31938,58,Stat,Always,91,Freshman,Rarely,Pass
31939,27,Stat,Rarely,44,Sophomore,Rarely,Fail
31940,0,Cs,Rarely,0,Sophomore,Always,Fail
31941,65,Cs,Always,14,Sophomore,Always,Fail
31942,29,Cs,Rarely,44,Junior,Rarely,Fail
31943,25,Communication,Always,71,Freshman,Always,Pass
31944,3,Communication,Rarely,1,Sophomore,Rarely,Fail
31945,17,Stat,Always,11,Sophomore,Always,Fail
31946,61,Communication,Rarely,61,Sophomore,Always,Pass
31947,32,Cs,Rarely,17,Sophomore,Rarely,Fail
31948,37,Stat,Always,23,Junior,Always,Pass
31949,87,Cs,Rarely,51,Senior,Always,Fail
31950,85,Stat,Always,79,Freshman,Rarely,Pass
31951,32,Communication,Rarely,12,Junior,Rarely,Fail
31952,3,Stat,Rarely,59,Senior,Rarely,Fail
31953,22,Cs,Rarely,90,Senior,Always,Pass
31954,17,Stat,Rarely,37,Freshman,Always,Pass
31955,1,Cs,Always,60,Junior,Rarely,Fail
31956,53,Stat,Always,46,Freshman,Rarely,Fail
31957,83,Cs,Always,49,Freshman,Always,Pass
31958,27,Cs,Always,54,Senior,Always,Fail
31959,20,Communication,Always,59,Senior,Rarely,Fail
31960,61,Polsci,Rarely,35,Junior,Always,Fail
31961,54,Communication,Rarely,6,Junior,Always,Fail
31962,45,Communication,Rarely,62,Senior,Always,Pass
31963,57,Cs,Rarely,63,Freshman,Rarely,Pass
31964,93,Stat,Always,19,Senior,Rarely,Fail
31965,63,Polsci,Rarely,74,Junior,Rarely,Pass
31966,61,Cs,Always,10,Junior,Always,Fail
31967,91,Cs,Always,83,Senior,Rarely,Pass
31968,96,Polsci,Rarely,31,Junior,Always,Fail
31969,39,Stat,Rarely,12,Junior,Always,Pass
31970,17,Stat,Always,93,Freshman,Rarely,Pass
31971,71,Communication,Rarely,72,Sophomore,Always,Pass
31972,84,Cs,Always,84,Junior,Always,Pass
31973,57,Stat,Always,45,Sophomore,Rarely,Pass
31974,14,Communication,Rarely,34,Freshman,Rarely,Fail
31975,69,Polsci,Always,4,Sophomore,Always,Pass
31976,4,Cs,Always,64,Senior,Always,Fail
31977,77,Communication,Always,90,Senior,Always,Pass
31978,66,Communication,Always,96,Junior,Rarely,Pass
31979,77,Polsci,Always,90,Freshman,Always,Pass
31980,80,Polsci,Rarely,63,Junior,Always,Pass
31981,46,Communication,Always,24,Senior,Always,Fail
31982,32,Polsci,Always,54,Sophomore,Always,Pass
31983,49,Stat,Always,37,Senior,Always,Fail
31984,17,Cs,Rarely,56,Senior,Rarely,Fail
31985,5,Cs,Rarely,76,Freshman,Always,Pass
31986,62,Stat,Rarely,30,Freshman,Rarely,Pass
31987,93,Communication,Rarely,38,Junior,Rarely,Fail
31988,47,Polsci,Rarely,0,Sophomore,Always,Fail
31989,92,Communication,Rarely,21,Junior,Rarely,Fail
31990,88,Polsci,Always,69,Junior,Rarely,Pass
31991,1,Stat,Always,83,Sophomore,Always,Pass
31992,22,Stat,Rarely,89,Senior,Always,Fail
31993,2,Communication,Rarely,71,Junior,Always,Pass
31994,88,Communication,Always,62,Junior,Always,Pass
31995,34,Communication,Always,45,Junior,Rarely,Pass
31996,80,Stat,Always,45,Sophomore,Rarely,Fail
31997,38,Polsci,Always,50,Senior,Always,Pass
31998,28,Stat,Always,11,Sophomore,Rarely,Fail
31999,49,Polsci,Rarely,24,Junior,Rarely,Fail
32000,96,Cs,Always,71,Freshman,Always,Pass
32001,90,Polsci,Always,11,Freshman,Always,Pass
32002,3,Stat,Rarely,47,Freshman,Rarely,Fail
32003,31,Cs,Always,32,Freshman,Always,Fail
32004,30,Communication,Always,30,Freshman,Rarely,Fail
32005,30,Polsci,Always,9,Freshman,Always,Pass
32006,30,Polsci,Always,40,Freshman,Rarely,Fail
32007,67,Polsci,Rarely,65,Freshman,Always,Pass
32008,0,Cs,Rarely,85,Freshman,Rarely,Pass
32009,26,Cs,Rarely,92,Junior,Rarely,Pass
32010,46,Stat,Rarely,36,Freshman,Always,Fail
32011,1,Communication,Always,18,Senior,Rarely,Fail
32012,79,Cs,Always,64,Junior,Rarely,Pass
32013,82,Polsci,Always,96,Senior,Always,Pass
32014,24,Polsci,Rarely,51,Sophomore,Rarely,Pass
32015,68,Communication,Rarely,52,Junior,Rarely,Pass
32016,69,Communication,Rarely,19,Sophomore,Always,Fail
32017,65,Communication,Rarely,54,Freshman,Rarely,Pass
32018,82,Stat,Rarely,64,Senior,Always,Pass
32019,71,Communication,Rarely,90,Sophomore,Rarely,Pass
32020,24,Stat,Rarely,99,Freshman,Rarely,Pass
32021,76,Communication,Always,5,Sophomore,Rarely,Fail
32022,4,Communication,Always,35,Senior,Rarely,Fail
32023,28,Stat,Always,72,Sophomore,Rarely,Pass
32024,51,Communication,Rarely,89,Senior,Always,Pass
32025,63,Cs,Rarely,18,Freshman,Always,Fail
32026,99,Polsci,Rarely,49,Junior,Always,Fail
32027,64,Communication,Rarely,67,Sophomore,Always,Pass
32028,11,Stat,Rarely,87,Senior,Rarely,Pass
32029,84,Polsci,Always,84,Senior,Rarely,Pass
32030,94,Polsci,Rarely,85,Senior,Always,Pass
32031,43,Cs,Always,42,Freshman,Always,Fail
32032,35,Communication,Rarely,52,Senior,Rarely,Fail
32033,15,Stat,Always,70,Sophomore,Rarely,Pass
32034,37,Cs,Always,100,Junior,Always,Pass
32035,83,Communication,Always,43,Junior,Always,Pass
32036,45,Stat,Rarely,84,Sophomore,Always,Pass
32037,83,Polsci,Always,23,Senior,Always,Pass
32038,11,Polsci,Rarely,58,Sophomore,Rarely,Pass
32039,63,Stat,Rarely,93,Freshman,Rarely,Pass
32040,35,Polsci,Rarely,86,Freshman,Rarely,Fail
32041,44,Polsci,Always,76,Senior,Always,Pass
32042,24,Stat,Rarely,81,Senior,Rarely,Pass
32043,72,Communication,Always,73,Senior,Rarely,Pass
32044,10,Polsci,Always,26,Senior,Rarely,Pass
32045,58,Cs,Rarely,50,Sophomore,Always,Pass
32046,22,Communication,Rarely,26,Freshman,Rarely,Fail
32047,30,Cs,Rarely,55,Sophomore,Always,Pass
32048,22,Stat,Rarely,40,Junior,Rarely,Fail
32049,27,Cs,Rarely,86,Senior,Rarely,Pass
32050,72,Communication,Rarely,61,Freshman,Rarely,Pass
32051,70,Stat,Rarely,62,Junior,Rarely,Pass
32052,57,Communication,Rarely,50,Senior,Rarely,Pass
32053,54,Communication,Always,38,Freshman,Always,Fail
32054,91,Polsci,Rarely,99,Senior,Always,Pass
32055,7,Cs,Always,22,Junior,Rarely,Fail
32056,9,Cs,Rarely,85,Freshman,Always,Pass
32057,34,Polsci,Always,45,Junior,Always,Pass
32058,73,Communication,Rarely,21,Freshman,Rarely,Fail
32059,26,Communication,Rarely,8,Senior,Rarely,Fail
32060,38,Cs,Rarely,26,Senior,Always,Fail
32061,49,Stat,Always,75,Freshman,Rarely,Pass
32062,12,Stat,Rarely,62,Freshman,Always,Pass
32063,93,Communication,Rarely,40,Sophomore,Rarely,Pass
32064,55,Communication,Always,84,Sophomore,Always,Pass
32065,59,Stat,Always,2,Freshman,Rarely,Fail
32066,17,Communication,Rarely,86,Freshman,Rarely,Pass
32067,13,Stat,Always,49,Freshman,Always,Fail
32068,98,Cs,Always,25,Junior,Rarely,Fail
32069,54,Stat,Always,91,Freshman,Always,Pass
32070,58,Stat,Rarely,95,Freshman,Rarely,Pass
32071,22,Cs,Always,91,Sophomore,Rarely,Pass
32072,5,Stat,Rarely,74,Senior,Rarely,Pass
32073,59,Communication,Rarely,59,Senior,Rarely,Pass
32074,60,Polsci,Rarely,36,Sophomore,Always,Fail
32075,31,Cs,Always,99,Freshman,Rarely,Pass
32076,76,Polsci,Rarely,5,Sophomore,Always,Fail
32077,11,Polsci,Always,8,Senior,Rarely,Pass
32078,19,Communication,Rarely,35,Freshman,Always,Fail
32079,9,Cs,Rarely,52,Freshman,Always,Pass
32080,51,Cs,Always,78,Freshman,Rarely,Pass
32081,37,Stat,Rarely,8,Freshman,Rarely,Fail
32082,0,Cs,Always,75,Freshman,Always,Pass
32083,46,Cs,Always,45,Freshman,Always,Fail
32084,19,Stat,Always,3,Senior,Always,Pass
32085,50,Polsci,Rarely,90,Sophomore,Always,Pass
32086,23,Cs,Always,56,Senior,Rarely,Fail
32087,79,Cs,Always,39,Freshman,Always,Fail
32088,34,Polsci,Always,22,Sophomore,Always,Pass
32089,0,Polsci,Always,36,Freshman,Always,Fail
32090,61,Cs,Always,72,Freshman,Always,Pass
32091,63,Cs,Rarely,60,Junior,Always,Pass
32092,8,Communication,Rarely,40,Senior,Rarely,Pass
32093,75,Polsci,Rarely,68,Sophomore,Always,Pass
32094,4,Cs,Always,7,Freshman,Always,Fail
32095,4,Communication,Rarely,27,Senior,Always,Fail
32096,86,Communication,Rarely,26,Freshman,Rarely,Fail
32097,74,Stat,Always,33,Junior,Always,Fail
32098,95,Communication,Always,91,Junior,Always,Pass
32099,69,Polsci,Always,51,Sophomore,Always,Pass
32100,89,Cs,Always,87,Senior,Always,Pass
32101,42,Communication,Always,28,Sophomore,Rarely,Fail
32102,17,Stat,Always,68,Sophomore,Rarely,Pass
32103,63,Polsci,Always,37,Junior,Rarely,Pass
32104,99,Communication,Rarely,8,Junior,Rarely,Fail
32105,13,Stat,Always,31,Freshman,Always,Pass
32106,99,Cs,Rarely,54,Sophomore,Rarely,Pass
32107,58,Communication,Always,58,Sophomore,Always,Pass
32108,40,Cs,Rarely,83,Senior,Always,Pass
32109,16,Stat,Rarely,77,Junior,Rarely,Pass
32110,94,Stat,Rarely,48,Freshman,Rarely,Pass
32111,63,Cs,Always,55,Junior,Always,Fail
32112,18,Cs,Rarely,92,Junior,Always,Pass
32113,27,Communication,Rarely,95,Sophomore,Always,Pass
32114,22,Cs,Always,60,Senior,Always,Fail
32115,0,Polsci,Always,63,Junior,Rarely,Pass
32116,9,Communication,Rarely,49,Junior,Always,Pass
32117,42,Cs,Rarely,13,Junior,Rarely,Pass
32118,66,Polsci,Always,81,Senior,Always,Pass
32119,41,Cs,Always,33,Freshman,Rarely,Fail
32120,66,Cs,Always,17,Sophomore,Rarely,Fail
32121,64,Stat,Rarely,18,Junior,Rarely,Fail
32122,63,Cs,Rarely,52,Junior,Rarely,Fail
32123,77,Polsci,Rarely,78,Junior,Rarely,Pass
32124,16,Cs,Rarely,55,Senior,Rarely,Fail
32125,54,Cs,Rarely,59,Senior,Rarely,Fail
32126,52,Polsci,Rarely,77,Freshman,Always,Pass
32127,79,Communication,Rarely,65,Senior,Rarely,Pass
32128,20,Communication,Always,52,Junior,Always,Pass
32129,26,Cs,Rarely,68,Senior,Always,Fail
32130,40,Cs,Rarely,74,Sophomore,Rarely,Pass
32131,30,Communication,Rarely,44,Freshman,Always,Pass
32132,8,Polsci,Always,100,Sophomore,Rarely,Pass
32133,55,Polsci,Rarely,24,Sophomore,Rarely,Fail
32134,97,Cs,Always,38,Sophomore,Always,Fail
32135,87,Communication,Always,20,Senior,Rarely,Fail
32136,13,Stat,Always,82,Junior,Always,Pass
32137,83,Polsci,Always,14,Junior,Always,Pass
32138,51,Stat,Always,2,Freshman,Rarely,Pass
32139,97,Polsci,Always,28,Freshman,Always,Pass
32140,20,Polsci,Always,46,Senior,Rarely,Pass
32141,76,Communication,Always,83,Sophomore,Always,Pass
32142,58,Stat,Always,70,Junior,Always,Pass
32143,92,Communication,Rarely,58,Freshman,Always,Pass
32144,22,Stat,Always,27,Sophomore,Rarely,Pass
32145,57,Communication,Rarely,19,Senior,Rarely,Fail
32146,57,Cs,Rarely,90,Freshman,Always,Pass
32147,90,Polsci,Always,14,Senior,Always,Pass
32148,94,Cs,Rarely,69,Senior,Always,Fail
32149,56,Polsci,Rarely,6,Junior,Always,Fail
32150,72,Polsci,Always,67,Freshman,Always,Pass
32151,61,Cs,Rarely,62,Freshman,Rarely,Pass
32152,65,Polsci,Always,70,Freshman,Rarely,Pass
32153,10,Stat,Always,95,Junior,Always,Pass
32154,89,Stat,Always,19,Junior,Always,Fail
32155,49,Communication,Always,4,Junior,Rarely,Fail
32156,86,Stat,Always,23,Sophomore,Rarely,Pass
32157,52,Stat,Always,5,Sophomore,Rarely,Pass
32158,80,Communication,Rarely,58,Senior,Always,Pass
32159,56,Polsci,Always,51,Senior,Always,Pass
32160,37,Cs,Always,62,Junior,Always,Fail
32161,92,Cs,Rarely,5,Senior,Rarely,Fail
32162,45,Cs,Rarely,39,Freshman,Rarely,Fail
32163,30,Cs,Rarely,93,Senior,Rarely,Pass
32164,59,Stat,Rarely,89,Freshman,Always,Pass
32165,65,Cs,Rarely,22,Sophomore,Always,Fail
32166,47,Polsci,Rarely,22,Senior,Always,Fail
32167,35,Cs,Always,44,Senior,Always,Fail
32168,36,Stat,Rarely,75,Freshman,Rarely,Pass
32169,2,Cs,Always,68,Senior,Always,Fail
32170,24,Stat,Always,16,Junior,Rarely,Pass
32171,54,Polsci,Rarely,52,Freshman,Always,Pass
32172,60,Stat,Rarely,14,Junior,Rarely,Pass
32173,97,Cs,Always,63,Junior,Always,Pass
32174,3,Stat,Always,8,Freshman,Rarely,Fail
32175,95,Stat,Rarely,54,Freshman,Always,Pass
32176,85,Stat,Rarely,58,Junior,Always,Fail
32177,57,Cs,Rarely,55,Sophomore,Rarely,Pass
32178,59,Polsci,Always,12,Freshman,Always,Pass
32179,45,Communication,Always,69,Junior,Always,Pass
32180,77,Communication,Rarely,51,Senior,Rarely,Pass
32181,56,Polsci,Rarely,68,Freshman,Always,Pass
32182,15,Polsci,Rarely,90,Senior,Rarely,Pass
32183,53,Cs,Always,41,Sophomore,Rarely,Fail
32184,47,Polsci,Rarely,27,Freshman,Rarely,Fail
32185,49,Cs,Always,55,Sophomore,Always,Pass
32186,12,Polsci,Rarely,31,Junior,Always,Fail
32187,13,Polsci,Rarely,72,Junior,Always,Fail
32188,42,Stat,Rarely,29,Senior,Always,Pass
32189,24,Cs,Rarely,67,Sophomore,Rarely,Pass
32190,22,Polsci,Always,56,Freshman,Rarely,Pass
32191,12,Stat,Always,53,Freshman,Always,Fail
32192,80,Cs,Rarely,88,Sophomore,Rarely,Pass
32193,9,Communication,Rarely,81,Junior,Rarely,Fail
32194,7,Communication,Always,80,Senior,Rarely,Pass
32195,46,Cs,Rarely,77,Freshman,Always,Pass
32196,6,Polsci,Rarely,24,Sophomore,Rarely,Fail
32197,59,Stat,Rarely,63,Junior,Rarely,Pass
32198,94,Polsci,Always,84,Freshman,Rarely,Fail
32199,92,Polsci,Rarely,63,Senior,Rarely,Pass
32200,8,Polsci,Always,57,Junior,Always,Pass
32201,22,Stat,Rarely,16,Senior,Rarely,Pass
32202,71,Polsci,Rarely,36,Sophomore,Always,Fail
32203,27,Communication,Rarely,28,Senior,Rarely,Fail
32204,6,Stat,Always,0,Junior,Always,Fail
32205,22,Polsci,Rarely,82,Freshman,Rarely,Pass
32206,27,Stat,Rarely,13,Junior,Always,Pass
32207,48,Polsci,Rarely,57,Senior,Rarely,Pass
32208,30,Communication,Always,91,Senior,Rarely,Pass
32209,6,Polsci,Rarely,39,Junior,Always,Fail
32210,1,Communication,Rarely,46,Junior,Always,Pass
32211,95,Cs,Rarely,4,Sophomore,Always,Fail
32212,23,Cs,Always,67,Junior,Always,Fail
32213,81,Communication,Rarely,15,Senior,Always,Pass
32214,76,Polsci,Always,39,Junior,Always,Pass
32215,8,Communication,Rarely,16,Sophomore,Rarely,Fail
32216,81,Stat,Rarely,46,Freshman,Rarely,Pass
32217,7,Cs,Always,21,Junior,Always,Fail
32218,39,Stat,Rarely,36,Sophomore,Rarely,Fail
32219,76,Communication,Rarely,4,Sophomore,Always,Pass
32220,64,Polsci,Rarely,63,Sophomore,Rarely,Pass
32221,92,Stat,Rarely,49,Junior,Rarely,Fail
32222,70,Communication,Rarely,0,Junior,Rarely,Fail
32223,16,Stat,Rarely,77,Junior,Rarely,Pass
32224,97,Cs,Rarely,36,Junior,Rarely,Fail
32225,39,Cs,Rarely,61,Freshman,Rarely,Pass
32226,21,Communication,Always,61,Sophomore,Always,Pass
32227,85,Cs,Rarely,58,Senior,Always,Fail
32228,95,Communication,Always,29,Senior,Rarely,Fail
32229,38,Stat,Always,18,Senior,Always,Fail
32230,42,Stat,Rarely,27,Junior,Rarely,Fail
32231,20,Communication,Always,28,Sophomore,Rarely,Fail
32232,96,Communication,Rarely,63,Freshman,Always,Pass
32233,6,Communication,Always,60,Sophomore,Always,Fail
32234,93,Stat,Always,17,Sophomore,Always,Pass
32235,60,Stat,Rarely,56,Freshman,Rarely,Fail
32236,47,Communication,Always,93,Freshman,Rarely,Fail
32237,11,Cs,Always,46,Senior,Always,Fail
32238,51,Polsci,Rarely,49,Sophomore,Always,Fail
32239,52,Communication,Always,45,Sophomore,Always,Pass
32240,63,Cs,Rarely,51,Senior,Rarely,Fail
32241,22,Communication,Rarely,72,Freshman,Always,Pass
32242,32,Cs,Always,71,Sophomore,Rarely,Pass
32243,26,Cs,Always,4,Freshman,Rarely,Fail
32244,54,Stat,Always,63,Senior,Always,Pass
32245,96,Polsci,Rarely,6,Freshman,Rarely,Fail
32246,100,Cs,Rarely,80,Junior,Always,Pass
32247,40,Cs,Rarely,7,Sophomore,Rarely,Fail
32248,10,Stat,Always,1,Junior,Rarely,Pass
32249,81,Polsci,Always,18,Senior,Always,Pass
32250,0,Cs,Always,10,Freshman,Always,Fail
32251,91,Stat,Rarely,15,Freshman,Rarely,Pass
32252,6,Stat,Rarely,19,Junior,Always,Pass
32253,39,Communication,Always,39,Sophomore,Rarely,Fail
32254,71,Communication,Rarely,24,Senior,Always,Fail
32255,54,Polsci,Rarely,87,Senior,Always,Pass
32256,13,Cs,Always,95,Freshman,Always,Pass
32257,92,Polsci,Always,11,Senior,Rarely,Pass
32258,13,Polsci,Always,96,Senior,Always,Pass
32259,79,Stat,Always,83,Junior,Always,Pass
32260,35,Communication,Rarely,90,Freshman,Always,Pass
32261,7,Communication,Rarely,47,Senior,Rarely,Pass
32262,27,Communication,Always,19,Junior,Always,Fail
32263,100,Cs,Always,26,Junior,Always,Fail
32264,75,Communication,Rarely,53,Senior,Rarely,Pass
32265,94,Polsci,Rarely,66,Freshman,Rarely,Pass
32266,83,Communication,Rarely,37,Junior,Always,Fail
32267,90,Communication,Rarely,81,Senior,Always,Pass
32268,48,Polsci,Rarely,61,Junior,Always,Pass
32269,10,Stat,Always,46,Sophomore,Always,Fail
32270,91,Cs,Always,29,Sophomore,Always,Fail
32271,50,Communication,Always,90,Senior,Always,Pass
32272,23,Cs,Rarely,51,Junior,Always,Fail
32273,22,Stat,Always,88,Senior,Always,Fail
32274,40,Polsci,Rarely,29,Freshman,Always,Fail
32275,99,Polsci,Always,44,Freshman,Always,Fail
32276,91,Stat,Rarely,15,Freshman,Always,Fail
32277,56,Cs,Rarely,51,Senior,Rarely,Fail
32278,83,Polsci,Rarely,20,Junior,Rarely,Fail
32279,27,Stat,Always,13,Freshman,Always,Fail
32280,13,Stat,Rarely,43,Senior,Rarely,Fail
32281,11,Communication,Always,48,Senior,Always,Pass
32282,36,Communication,Rarely,82,Sophomore,Always,Pass
32283,35,Cs,Always,66,Junior,Always,Fail
32284,45,Communication,Always,28,Sophomore,Always,Fail
32285,11,Cs,Rarely,17,Senior,Always,Fail
32286,88,Stat,Always,60,Sophomore,Rarely,Pass
32287,95,Cs,Rarely,32,Junior,Always,Fail
32288,7,Communication,Rarely,48,Senior,Always,Pass
32289,95,Cs,Rarely,100,Senior,Rarely,Pass
32290,20,Stat,Always,13,Sophomore,Rarely,Fail
32291,71,Communication,Rarely,61,Junior,Rarely,Pass
32292,52,Stat,Rarely,45,Freshman,Always,Fail
32293,60,Cs,Rarely,4,Junior,Rarely,Fail
32294,59,Cs,Rarely,20,Sophomore,Always,Fail
32295,46,Communication,Rarely,67,Senior,Always,Pass
32296,54,Cs,Always,95,Freshman,Rarely,Pass
32297,59,Cs,Rarely,86,Sophomore,Rarely,Pass
32298,54,Polsci,Rarely,10,Sophomore,Rarely,Fail
32299,90,Stat,Rarely,67,Sophomore,Rarely,Pass
32300,60,Polsci,Always,59,Senior,Rarely,Pass
32301,86,Polsci,Always,37,Junior,Rarely,Pass
32302,44,Communication,Always,32,Sophomore,Always,Pass
32303,74,Polsci,Always,21,Sophomore,Always,Pass
32304,90,Stat,Always,100,Sophomore,Rarely,Pass
32305,21,Communication,Always,81,Freshman,Always,Pass
32306,79,Cs,Rarely,22,Sophomore,Always,Fail
32307,67,Communication,Always,58,Senior,Rarely,Pass
32308,79,Communication,Rarely,94,Sophomore,Always,Pass
32309,92,Polsci,Always,46,Sophomore,Rarely,Pass
32310,73,Communication,Rarely,76,Senior,Always,Pass
32311,12,Cs,Always,31,Freshman,Rarely,Fail
32312,66,Polsci,Always,25,Junior,Always,Pass
32313,75,Communication,Rarely,56,Freshman,Rarely,Pass
32314,21,Polsci,Rarely,59,Junior,Rarely,Pass
32315,33,Polsci,Rarely,10,Sophomore,Rarely,Fail
32316,70,Stat,Rarely,27,Junior,Always,Fail
32317,37,Polsci,Rarely,84,Senior,Always,Fail
32318,72,Stat,Always,78,Junior,Rarely,Fail
32319,67,Polsci,Rarely,27,Freshman,Rarely,Fail
32320,94,Cs,Always,74,Junior,Rarely,Pass
32321,35,Stat,Always,65,Senior,Always,Pass
32322,16,Polsci,Always,4,Freshman,Rarely,Fail
32323,37,Stat,Rarely,100,Junior,Rarely,Pass
32324,24,Communication,Rarely,4,Freshman,Always,Fail
32325,98,Stat,Rarely,45,Senior,Always,Pass
32326,12,Stat,Rarely,17,Sophomore,Always,Fail
32327,3,Stat,Rarely,95,Senior,Rarely,Pass
32328,19,Communication,Always,68,Freshman,Rarely,Fail
32329,27,Stat,Rarely,83,Junior,Always,Pass
32330,70,Communication,Always,36,Senior,Rarely,Fail
32331,76,Cs,Rarely,9,Freshman,Rarely,Fail
32332,58,Stat,Rarely,14,Junior,Always,Pass
32333,83,Communication,Rarely,24,Junior,Always,Pass
32334,45,Communication,Rarely,5,Sophomore,Always,Fail
32335,85,Stat,Rarely,56,Sophomore,Rarely,Pass
32336,77,Cs,Rarely,11,Senior,Always,Fail
32337,91,Communication,Rarely,54,Senior,Rarely,Pass
32338,100,Polsci,Always,66,Senior,Always,Pass
32339,79,Stat,Always,5,Junior,Always,Pass
32340,90,Polsci,Always,10,Senior,Rarely,Pass
32341,26,Polsci,Rarely,73,Sophomore,Rarely,Pass
32342,50,Stat,Rarely,18,Senior,Always,Fail
32343,33,Polsci,Rarely,68,Sophomore,Rarely,Pass
32344,58,Polsci,Always,66,Senior,Rarely,Pass
32345,4,Polsci,Rarely,54,Senior,Always,Pass
32346,23,Stat,Rarely,64,Senior,Always,Fail
32347,82,Stat,Always,51,Junior,Always,Pass
32348,57,Communication,Rarely,69,Senior,Rarely,Fail
32349,77,Polsci,Always,48,Freshman,Rarely,Pass
32350,40,Communication,Always,52,Senior,Rarely,Pass
32351,14,Polsci,Rarely,89,Freshman,Rarely,Pass
32352,46,Communication,Always,50,Freshman,Rarely,Fail
32353,81,Cs,Rarely,24,Junior,Always,Fail
32354,84,Cs,Always,96,Freshman,Rarely,Pass
32355,88,Cs,Always,89,Senior,Always,Pass
32356,99,Communication,Always,74,Sophomore,Rarely,Pass
32357,6,Stat,Always,96,Sophomore,Always,Fail
32358,41,Cs,Always,26,Freshman,Always,Fail
32359,76,Cs,Rarely,22,Freshman,Rarely,Fail
32360,22,Cs,Rarely,83,Junior,Rarely,Pass
32361,44,Polsci,Always,46,Senior,Always,Pass
32362,4,Polsci,Always,100,Sophomore,Always,Pass
32363,7,Stat,Rarely,47,Sophomore,Rarely,Pass
32364,84,Cs,Rarely,83,Freshman,Always,Pass
32365,85,Cs,Always,72,Freshman,Always,Pass
32366,3,Polsci,Rarely,50,Senior,Always,Pass
32367,16,Stat,Rarely,46,Senior,Always,Pass
32368,49,Stat,Rarely,19,Sophomore,Rarely,Fail
32369,98,Stat,Rarely,19,Sophomore,Rarely,Fail
32370,91,Stat,Rarely,89,Freshman,Rarely,Pass
32371,70,Polsci,Rarely,12,Junior,Always,Fail
32372,34,Cs,Rarely,88,Sophomore,Rarely,Pass
32373,55,Stat,Rarely,27,Freshman,Always,Fail
32374,65,Cs,Always,45,Sophomore,Rarely,Fail
32375,11,Stat,Rarely,1,Senior,Always,Pass
32376,21,Stat,Always,68,Junior,Always,Pass
32377,31,Communication,Always,9,Senior,Always,Fail
32378,23,Stat,Rarely,81,Senior,Always,Pass
