Dealership,Season,Car,Buyer,Buyer_Age
NYC,Summer,Jeep,Male,52
Chicago,Fall,Hyundai,Male,24
Austin,Fall,Ram,Male,67
San Diego,Spring,GMC,Male,62
Austin,Winter,Ford,Female,54
LA,Summer,GMC,Female,78
NYC,Spring,Chevrolet,Male,61
Philladephia,Spring,Kia,Female,56
Seattle,Summer,Ford,Female,43
Chicago,Spring,Hyundai,Female,29
San Antonio,Summer,Subaru,Male,47
San Antonio,Winter,Ram,Male,79
Seattle,Fall,Jeep,Male,71
Chicago,Spring,Hyundai,Male,64
Seattle,Fall,Kia,Male,24
Columbus,Winter,Toyota,Male,79
Columbus,Winter,Toyota,Female,78
Seattle,Winter,Jeep,Female,40
Seattle,Summer,Ford,Male,53
Austin,Fall,Kia,Male,30
NYC,Spring,Ford,Male,36
Chicago,Winter,Jeep,Female,34
Austin,Fall,GMC,Male,53
Austin,Winter,Toyota,Female,34
Phoenix,Fall,Nissan,Female,23
San Diego,Fall,Hyundai,Male,57
Phoenix,Fall,Ram,Female,67
Columbus,Spring,Ram,Male,47
Seattle,Spring,Ford,Female,22
NYC,Winter,Ford,Male,49
LA,Spring,Toyota,Male,25
NYC,Summer,Nissan,Female,49
Phoenix,Spring,Toyota,Male,41
Houston,Fall,Chevrolet,Male,46
Seattle,Spring,Kia,Male,49
Phoenix,Spring,Honda,Female,43
Chicago,Fall,Nissan,Female,36
Houston,Winter,Ram,Male,57
San Antonio,Summer,Subaru,Female,18
San Antonio,Spring,Ram,Female,60
Phoenix,Spring,Ford,Female,69
Chicago,Summer,Chevrolet,Female,73
NYC,Summer,Honda,Male,48
Philladephia,Spring,Nissan,Female,65
Phoenix,Fall,Honda,Male,57
LA,Summer,Kia,Female,49
LA,Summer,Kia,Male,30
Seattle,Fall,Hyundai,Male,77
San Diego,Spring,Ford,Female,69
NYC,Summer,Ram,Female,35
Columbus,Winter,Subaru,Female,35
NYC,Fall,Ford,Male,64
Phoenix,Spring,Hyundai,Female,67
Houston,Spring,Nissan,Male,19
Seattle,Fall,Chevrolet,Female,64
Houston,Fall,GMC,Female,19
San Antonio,Spring,Toyota,Male,21
Chicago,Spring,Chevrolet,Male,60
San Diego,Spring,Jeep,Male,29
Columbus,Spring,Nissan,Male,47
San Diego,Spring,Ram,Female,38
LA,Summer,Jeep,Female,35
Seattle,Spring,GMC,Male,26
San Antonio,Spring,Toyota,Male,46
Philladephia,Fall,Nissan,Female,37
Austin,Winter,Ford,Female,49
San Diego,Spring,Ford,Female,67
Austin,Spring,GMC,Female,40
Houston,Spring,Nissan,Female,54
NYC,Summer,GMC,Female,39
Phoenix,Summer,Hyundai,Male,66
San Antonio,Spring,Hyundai,Female,62
Austin,Summer,Kia,Female,71
Seattle,Fall,Subaru,Male,57
San Diego,Winter,Toyota,Male,59
Houston,Spring,Ram,Male,46
Seattle,Spring,Toyota,Male,47
LA,Spring,GMC,Female,24
Columbus,Spring,Ram,Male,18
Columbus,Winter,Jeep,Female,52
LA,Fall,GMC,Male,74
Columbus,Fall,Chevrolet,Female,72
San Diego,Spring,Jeep,Female,41
Phoenix,Winter,Subaru,Female,42
Philladephia,Spring,Toyota,Male,44
Philladephia,Spring,Toyota,Male,57
NYC,Winter,Toyota,Male,40
LA,Summer,Hyundai,Male,70
Chicago,Summer,Honda,Female,59
Philladephia,Spring,Kia,Female,62
Columbus,Winter,Ford,Male,76
Seattle,Spring,Hyundai,Male,59
Columbus,Spring,Hyundai,Male,71
Phoenix,Fall,Toyota,Female,46
Seattle,Fall,Hyundai,Female,49
Columbus,Spring,Toyota,Female,56
Phoenix,Winter,GMC,Male,43
Houston,Fall,Ford,Male,54
Phoenix,Winter,Ford,Male,71
San Diego,Fall,Nissan,Male,57
San Diego,Fall,Hyundai,Female,80
Chicago,Spring,Kia,Female,27
San Diego,Summer,Honda,Male,78
Chicago,Spring,Toyota,Male,32
LA,Fall,Ram,Female,62
Austin,Summer,Subaru,Male,76
Columbus,Summer,Kia,Male,42
Houston,Fall,Toyota,Female,63
San Antonio,Summer,Toyota,Female,51
LA,Fall,Ford,Male,68
Phoenix,Summer,Subaru,Female,47
San Diego,Fall,Ram,Male,66
Chicago,Winter,Toyota,Female,52
San Diego,Spring,Chevrolet,Female,36
NYC,Summer,Honda,Male,50
Seattle,Winter,Nissan,Female,41
Chicago,Spring,Jeep,Male,32
Austin,Winter,GMC,Male,61
Chicago,Spring,Ram,Female,29
NYC,Winter,Toyota,Female,21
LA,Winter,Ford,Male,28
Chicago,Summer,Toyota,Male,54
LA,Summer,Toyota,Female,38
Seattle,Spring,GMC,Male,22
LA,Winter,Kia,Female,38
LA,Fall,Honda,Female,74
Seattle,Summer,Subaru,Female,19
Phoenix,Winter,Jeep,Female,37
Austin,Summer,Chevrolet,Male,37
Philladephia,Spring,Nissan,Male,60
San Antonio,Summer,Hyundai,Male,43
Houston,Fall,Honda,Male,70
Houston,Summer,Subaru,Female,37
Columbus,Winter,Hyundai,Female,73
Columbus,Winter,Ford,Female,75
Seattle,Winter,GMC,Female,68
Houston,Summer,Ram,Female,25
Austin,Summer,Nissan,Female,59
Houston,Fall,Kia,Female,44
LA,Summer,Jeep,Male,67
LA,Summer,Ford,Male,70
Austin,Fall,Toyota,Male,44
San Antonio,Summer,Kia,Female,33
LA,Summer,Chevrolet,Female,69
Houston,Fall,Ford,Male,22
Columbus,Winter,Jeep,Female,31
NYC,Winter,Nissan,Female,47
Columbus,Winter,Subaru,Female,69
Philladephia,Summer,Hyundai,Female,67
Seattle,Winter,Jeep,Female,39
San Diego,Fall,Subaru,Male,49
Seattle,Fall,Kia,Male,72
Seattle,Summer,Hyundai,Male,46
NYC,Fall,Subaru,Female,69
San Antonio,Spring,Ram,Male,30
Austin,Winter,Hyundai,Male,71
Austin,Fall,Chevrolet,Female,78
Houston,Summer,Ford,Female,27
Phoenix,Summer,Honda,Female,57
Austin,Fall,Toyota,Male,77
Houston,Fall,Ford,Female,25
San Antonio,Spring,GMC,Male,74
LA,Winter,Chevrolet,Male,49
Houston,Fall,Toyota,Male,43
Philladephia,Winter,Honda,Female,70
Chicago,Fall,Hyundai,Female,74
Columbus,Winter,Kia,Male,71
Chicago,Summer,Ram,Female,34
Philladephia,Spring,Ram,Male,38
Houston,Summer,Toyota,Male,49
Phoenix,Fall,Jeep,Female,37
Columbus,Fall,Toyota,Male,42
LA,Winter,Hyundai,Female,79
LA,Spring,GMC,Female,76
Seattle,Fall,Nissan,Female,75
Columbus,Summer,Jeep,Male,33
Seattle,Winter,Toyota,Male,60
Seattle,Summer,Ram,Female,69
Seattle,Winter,GMC,Male,77
Chicago,Winter,Toyota,Male,61
Seattle,Summer,Ford,Female,45
LA,Summer,Ram,Male,58
Seattle,Spring,Chevrolet,Female,52
Austin,Winter,Ram,Male,69
Philladephia,Winter,Kia,Male,57
Houston,Summer,Chevrolet,Female,66
Phoenix,Fall,Hyundai,Female,37
LA,Fall,Subaru,Male,34
Phoenix,Fall,Subaru,Female,52
San Diego,Spring,Honda,Male,39
Austin,Fall,Toyota,Male,28
Philladephia,Spring,Hyundai,Female,49
San Diego,Summer,Kia,Female,44
Columbus,Fall,Subaru,Male,61
Philladephia,Winter,Ram,Female,63
Chicago,Winter,Chevrolet,Male,49
Houston,Spring,Toyota,Male,67
Seattle,Winter,Nissan,Female,71
Columbus,Fall,GMC,Female,63
NYC,Summer,Toyota,Female,62
Philladephia,Fall,Honda,Male,50
Chicago,Summer,Chevrolet,Female,20
Chicago,Spring,Chevrolet,Male,69
San Diego,Spring,Hyundai,Female,55
Austin,Summer,Honda,Female,77
San Diego,Summer,Ford,Male,47
Columbus,Fall,Kia,Male,20
Houston,Winter,Honda,Female,56
Chicago,Spring,Ram,Male,49
NYC,Spring,Ford,Male,71
Houston,Summer,Chevrolet,Female,68
Phoenix,Fall,Jeep,Female,59
Philladephia,Fall,Honda,Female,29
LA,Spring,Jeep,Male,31
Houston,Summer,Chevrolet,Female,44
LA,Spring,Ford,Male,43
Houston,Winter,Subaru,Female,79
San Antonio,Winter,Ram,Male,57
Philladephia,Spring,Chevrolet,Female,55
Seattle,Summer,Ram,Female,43
Seattle,Winter,Chevrolet,Male,22
Phoenix,Winter,Hyundai,Female,22
NYC,Spring,Honda,Male,69
San Antonio,Fall,Hyundai,Male,67
San Antonio,Winter,Toyota,Female,34
San Antonio,Fall,Ram,Male,67
San Diego,Fall,Ford,Male,74
Chicago,Fall,Ford,Female,65
Columbus,Spring,Ford,Female,34
NYC,Spring,Hyundai,Female,76
NYC,Fall,Kia,Male,20
Phoenix,Fall,Toyota,Female,76
LA,Fall,Jeep,Female,76
Chicago,Fall,Jeep,Male,50
Houston,Winter,Subaru,Female,59
Chicago,Winter,GMC,Female,38
Seattle,Summer,Subaru,Female,23
San Antonio,Winter,Toyota,Female,73
Columbus,Fall,Nissan,Female,45
Houston,Winter,Ford,Female,46
San Diego,Summer,Jeep,Male,56
Austin,Winter,Nissan,Female,53
Seattle,Fall,Hyundai,Female,67
Austin,Winter,Ford,Female,68
Austin,Winter,Ram,Female,55
Austin,Spring,Chevrolet,Female,69
Austin,Winter,Hyundai,Male,61
Phoenix,Winter,Kia,Female,47
LA,Fall,Nissan,Male,25
San Diego,Summer,Ford,Male,57
Columbus,Summer,Chevrolet,Female,36
Chicago,Winter,Kia,Female,24
Seattle,Spring,Kia,Female,42
San Diego,Winter,Ram,Female,21
Chicago,Summer,Kia,Female,33
San Antonio,Summer,Chevrolet,Male,25
Houston,Summer,Hyundai,Female,34
LA,Spring,Chevrolet,Female,47
Philladephia,Fall,Ford,Female,64
Columbus,Spring,Kia,Male,62
Phoenix,Fall,Nissan,Male,40
Philladephia,Fall,Subaru,Female,50
Seattle,Fall,Hyundai,Male,72
LA,Winter,Hyundai,Male,47
Seattle,Summer,Ford,Female,47
Chicago,Summer,Ram,Male,39
LA,Summer,Ford,Female,75
LA,Summer,Nissan,Male,22
San Antonio,Fall,Toyota,Female,74
LA,Fall,Ram,Male,46
San Antonio,Winter,Nissan,Male,65
San Antonio,Winter,Nissan,Male,60
Philladephia,Spring,Toyota,Female,38
LA,Winter,Honda,Male,33
Seattle,Spring,Honda,Male,61
Columbus,Summer,Toyota,Female,47
Austin,Spring,Nissan,Female,70
Phoenix,Spring,Kia,Male,29
Chicago,Winter,Chevrolet,Female,67
Houston,Fall,Ram,Male,24
San Antonio,Fall,Kia,Female,41
Houston,Fall,GMC,Female,36
Austin,Winter,Hyundai,Female,38
Seattle,Summer,Chevrolet,Female,75
NYC,Spring,Toyota,Male,54
Phoenix,Winter,Subaru,Female,75
LA,Summer,Subaru,Male,46
Chicago,Summer,Hyundai,Male,43
Austin,Summer,Honda,Male,64
NYC,Summer,Chevrolet,Female,79
San Antonio,Winter,Honda,Male,57
San Diego,Summer,Chevrolet,Female,26
Phoenix,Spring,Nissan,Male,75
LA,Spring,Toyota,Male,29
San Antonio,Spring,Ford,Male,42
Chicago,Summer,Ram,Female,65
Seattle,Fall,Honda,Female,36
Seattle,Fall,Kia,Female,74
San Antonio,Summer,Nissan,Male,34
San Antonio,Winter,Ford,Female,39
Seattle,Winter,Ram,Female,22
San Diego,Fall,Ford,Female,64
Columbus,Winter,Toyota,Male,38
LA,Spring,Nissan,Female,39
Seattle,Fall,Kia,Female,66
San Diego,Fall,Nissan,Female,36
NYC,Winter,Nissan,Female,70
NYC,Summer,Honda,Male,57
Chicago,Winter,Honda,Female,23
Chicago,Winter,Toyota,Female,71
Columbus,Summer,Nissan,Male,33
San Antonio,Fall,GMC,Male,71
Phoenix,Winter,Subaru,Female,21
Houston,Fall,Hyundai,Female,70
Austin,Fall,Jeep,Male,74
Chicago,Winter,Honda,Male,22
Philladephia,Summer,Ford,Female,42
Chicago,Winter,Subaru,Female,78
Philladephia,Fall,Kia,Female,71
San Antonio,Summer,Subaru,Male,29
Austin,Spring,GMC,Female,40
Phoenix,Summer,Chevrolet,Male,65
Chicago,Spring,Chevrolet,Male,27
San Diego,Fall,Chevrolet,Male,44
Austin,Fall,Ford,Male,35
San Diego,Summer,Jeep,Male,71
Philladephia,Summer,Ford,Male,23
NYC,Summer,GMC,Female,59
NYC,Fall,Kia,Male,48
Philladephia,Spring,Ram,Female,42
Houston,Spring,Ram,Male,24
Houston,Fall,Subaru,Female,45
LA,Spring,Hyundai,Female,28
Seattle,Spring,Chevrolet,Female,19
Chicago,Fall,Jeep,Male,34
Philladephia,Spring,Nissan,Female,53
LA,Spring,Ford,Female,72
LA,Fall,GMC,Male,65
Philladephia,Fall,Honda,Male,48
San Diego,Fall,Jeep,Female,43
Chicago,Fall,GMC,Male,43
San Diego,Summer,Ford,Male,80
Columbus,Winter,GMC,Female,29
NYC,Winter,Nissan,Female,19
LA,Spring,Jeep,Female,19
San Antonio,Summer,Ram,Female,75
San Antonio,Winter,Hyundai,Male,67
San Diego,Winter,Ford,Male,80
LA,Summer,Toyota,Male,78
Chicago,Spring,Toyota,Male,27
NYC,Spring,Chevrolet,Male,80
LA,Fall,Jeep,Male,63
Chicago,Spring,Kia,Female,75
Philladephia,Fall,Nissan,Male,47
Seattle,Spring,Toyota,Male,53
NYC,Summer,Toyota,Female,22
Seattle,Winter,Jeep,Male,44
Seattle,Summer,GMC,Male,45
Columbus,Winter,Hyundai,Male,20
Austin,Fall,Nissan,Female,53
Columbus,Summer,Jeep,Male,38
San Antonio,Summer,Subaru,Male,58
Austin,Summer,Hyundai,Female,69
San Diego,Fall,Ford,Male,39
Columbus,Summer,Subaru,Female,29
San Antonio,Spring,Chevrolet,Male,43
San Diego,Summer,Toyota,Male,36
Houston,Summer,Honda,Female,63
Columbus,Fall,Toyota,Female,33
NYC,Summer,Jeep,Male,50
Houston,Fall,Toyota,Male,75
Seattle,Summer,Hyundai,Female,23
Seattle,Fall,Honda,Male,55
NYC,Summer,Kia,Female,31
San Antonio,Summer,Subaru,Female,44
Seattle,Spring,Ram,Female,35
Seattle,Winter,Jeep,Male,72
Austin,Spring,Ford,Female,55
San Antonio,Fall,GMC,Male,68
Columbus,Summer,Jeep,Female,57
Columbus,Summer,Ram,Female,78
San Diego,Spring,Subaru,Male,21
Houston,Winter,Jeep,Female,26
Austin,Summer,Jeep,Male,22
Houston,Summer,Ram,Female,23
San Diego,Fall,Hyundai,Male,62
San Antonio,Spring,Hyundai,Female,75
LA,Winter,Jeep,Male,70
Chicago,Spring,GMC,Female,62
Austin,Summer,Ram,Male,67
San Diego,Fall,Honda,Male,43
Philladephia,Fall,Nissan,Female,23
Austin,Fall,Nissan,Male,64
Austin,Winter,GMC,Male,21
Austin,Spring,Subaru,Female,70
San Antonio,Summer,Ford,Male,35
Austin,Summer,Nissan,Male,57
Phoenix,Winter,Jeep,Male,25
Columbus,Summer,GMC,Female,35
Columbus,Fall,Ram,Male,32
LA,Spring,Honda,Female,39
Seattle,Summer,Ford,Female,46
Austin,Spring,Ford,Female,77
San Diego,Spring,Honda,Female,44
NYC,Spring,Hyundai,Female,65
Austin,Fall,Chevrolet,Female,68
San Antonio,Summer,Jeep,Male,37
Austin,Summer,Nissan,Male,42
Austin,Summer,Subaru,Female,77
Philladephia,Spring,Subaru,Female,33
NYC,Summer,Honda,Male,59
LA,Fall,GMC,Male,18
San Antonio,Fall,Subaru,Female,59
San Antonio,Spring,Kia,Female,44
Phoenix,Summer,GMC,Female,20
Chicago,Spring,Ford,Male,38
Austin,Fall,Hyundai,Female,80
Phoenix,Fall,Kia,Male,57
Columbus,Fall,Nissan,Male,77
San Diego,Spring,GMC,Female,69
Houston,Summer,Chevrolet,Female,80
Seattle,Winter,Toyota,Female,21
NYC,Fall,GMC,Female,59
Chicago,Summer,GMC,Female,52
San Antonio,Winter,Ford,Male,36
San Antonio,Spring,Kia,Female,51
Columbus,Summer,Ram,Male,51
Austin,Spring,Ford,Female,40
Houston,Winter,Honda,Male,63
Austin,Fall,Jeep,Female,41
Seattle,Winter,Subaru,Female,68
Houston,Spring,Nissan,Male,62
Chicago,Summer,Nissan,Female,26
Seattle,Winter,Ford,Male,72
LA,Spring,GMC,Female,48
Seattle,Winter,Honda,Male,43
Austin,Fall,Jeep,Male,49
Chicago,Winter,Subaru,Female,32
San Diego,Spring,Honda,Male,21
Seattle,Winter,Chevrolet,Female,74
Columbus,Summer,GMC,Female,79
Chicago,Summer,Jeep,Male,47
Chicago,Fall,Jeep,Male,29
San Antonio,Spring,Chevrolet,Male,45
LA,Fall,Subaru,Female,79
Chicago,Summer,GMC,Male,31
Houston,Spring,GMC,Female,43
Chicago,Winter,GMC,Male,58
San Diego,Winter,Hyundai,Male,22
San Diego,Fall,Jeep,Male,42
NYC,Spring,Ford,Female,25
Seattle,Fall,GMC,Male,68
Columbus,Summer,GMC,Female,59
Chicago,Fall,GMC,Male,61
Seattle,Fall,Hyundai,Male,44
Philladephia,Spring,Kia,Female,38
Columbus,Spring,GMC,Female,51
Phoenix,Winter,Nissan,Male,74
NYC,Summer,Nissan,Male,36
Philladephia,Spring,Kia,Female,41
LA,Summer,Hyundai,Male,79
Chicago,Winter,GMC,Male,48
Chicago,Summer,Jeep,Female,71
Phoenix,Fall,Subaru,Male,24
San Diego,Winter,Chevrolet,Female,33
Columbus,Summer,Ford,Female,46
Phoenix,Spring,Kia,Male,57
San Antonio,Summer,Honda,Female,24
LA,Fall,Nissan,Female,27
Columbus,Fall,Subaru,Female,42
Philladephia,Spring,Ford,Female,51
Seattle,Summer,Nissan,Male,52
Philladephia,Spring,Ford,Female,42
San Diego,Fall,Ram,Female,26
Phoenix,Summer,Jeep,Male,60
San Diego,Fall,Jeep,Male,46
Seattle,Fall,Chevrolet,Male,72
San Diego,Spring,Nissan,Male,68
San Antonio,Summer,Hyundai,Female,43
Houston,Winter,Subaru,Male,80
Chicago,Spring,Subaru,Female,55
NYC,Fall,Kia,Female,23
Houston,Spring,Subaru,Male,26
NYC,Spring,Chevrolet,Male,21
Phoenix,Summer,Subaru,Male,28
LA,Winter,Subaru,Male,74
LA,Spring,Nissan,Female,48
Houston,Summer,Ram,Female,78
NYC,Spring,Toyota,Male,45
Austin,Summer,Toyota,Male,61
San Antonio,Spring,Subaru,Female,54
Philladephia,Spring,Honda,Female,34
LA,Fall,Nissan,Female,42
San Antonio,Fall,Nissan,Female,80
LA,Fall,Subaru,Male,25
NYC,Winter,Ram,Male,70
Seattle,Winter,Chevrolet,Female,43
Philladephia,Spring,GMC,Male,54
Houston,Winter,Chevrolet,Male,70
Austin,Spring,Chevrolet,Female,55
San Antonio,Winter,GMC,Female,44
Houston,Summer,Ram,Female,41
Phoenix,Fall,Subaru,Male,56
Chicago,Summer,Toyota,Male,51
Seattle,Summer,Ford,Male,18
Chicago,Fall,Honda,Female,32
Columbus,Fall,Jeep,Male,80
San Antonio,Fall,Subaru,Female,70
NYC,Fall,Ram,Male,72
Chicago,Spring,Subaru,Female,19
Chicago,Fall,Chevrolet,Female,42
San Antonio,Spring,Ram,Male,39
NYC,Winter,GMC,Male,28
Seattle,Winter,Hyundai,Female,43
Columbus,Summer,Honda,Female,48
Philladephia,Summer,Subaru,Female,38
Chicago,Fall,Honda,Male,44
Chicago,Winter,Jeep,Female,38
Phoenix,Fall,Toyota,Male,45
Philladephia,Fall,Hyundai,Female,42
NYC,Summer,Jeep,Male,23
NYC,Winter,Subaru,Female,22
San Antonio,Summer,Chevrolet,Male,53
NYC,Winter,Honda,Male,66
Seattle,Summer,Subaru,Female,57
Austin,Fall,GMC,Male,56
Chicago,Winter,GMC,Female,39
Phoenix,Winter,GMC,Male,29
Seattle,Winter,Ford,Male,66
Columbus,Summer,Toyota,Female,57
San Antonio,Fall,Nissan,Female,67
Columbus,Spring,Ford,Female,71
San Antonio,Winter,GMC,Male,30
Philladephia,Winter,Nissan,Male,54
Houston,Winter,Toyota,Female,65
LA,Spring,Ram,Male,73
San Antonio,Spring,Ford,Male,24
Philladephia,Fall,Subaru,Male,42
Phoenix,Summer,Hyundai,Male,51
Chicago,Fall,Chevrolet,Female,71
San Diego,Winter,Hyundai,Female,49
Philladephia,Spring,Toyota,Male,72
San Diego,Fall,Nissan,Female,24
LA,Winter,Nissan,Male,22
Chicago,Summer,Ford,Female,56
NYC,Winter,GMC,Male,62
Phoenix,Spring,Ford,Female,32
San Antonio,Summer,Hyundai,Male,50
Chicago,Summer,Kia,Female,69
Seattle,Summer,Hyundai,Male,67
Chicago,Summer,Chevrolet,Male,67
LA,Fall,Kia,Male,77
San Diego,Fall,GMC,Female,71
NYC,Fall,Nissan,Female,66
NYC,Spring,Jeep,Female,76
Austin,Summer,Honda,Female,42
Seattle,Fall,Toyota,Male,51
NYC,Fall,Nissan,Male,28
Chicago,Summer,Chevrolet,Male,68
Phoenix,Spring,Toyota,Male,69
Chicago,Summer,Honda,Male,25
San Antonio,Summer,Subaru,Male,24
Seattle,Summer,Hyundai,Female,75
Chicago,Spring,Nissan,Male,22
San Diego,Spring,Jeep,Male,27
NYC,Fall,Jeep,Female,48
Philladephia,Summer,Ford,Female,64
Seattle,Spring,Hyundai,Male,60
San Diego,Spring,Ram,Male,78
Philladephia,Summer,Ford,Female,24
Seattle,Summer,Honda,Male,47
Chicago,Summer,GMC,Male,25
Columbus,Winter,Subaru,Male,58
Seattle,Summer,Ford,Male,62
Phoenix,Spring,Chevrolet,Male,66
Philladephia,Winter,Chevrolet,Male,63
Houston,Summer,Nissan,Female,50
Phoenix,Fall,Ford,Male,20
Seattle,Fall,Kia,Female,63
Columbus,Spring,Hyundai,Female,64
Philladephia,Summer,Ram,Male,77
Chicago,Fall,Kia,Male,47
Chicago,Winter,Ford,Female,52
Columbus,Fall,Honda,Female,47
Houston,Summer,Subaru,Female,49
NYC,Fall,Chevrolet,Male,58
Chicago,Spring,Subaru,Female,30
Seattle,Winter,Toyota,Male,60
Seattle,Spring,Honda,Male,49
San Diego,Fall,Hyundai,Male,75
Philladephia,Spring,Hyundai,Male,43
Columbus,Winter,Hyundai,Female,67
Austin,Fall,Nissan,Female,61
Houston,Summer,Kia,Female,79
Philladephia,Fall,Subaru,Male,34
San Diego,Fall,Chevrolet,Male,65
Columbus,Fall,Ram,Male,45
Chicago,Fall,Hyundai,Male,41
Seattle,Winter,Jeep,Male,26
Philladephia,Summer,Ram,Female,34
Phoenix,Fall,Hyundai,Female,48
Houston,Summer,Kia,Male,32
San Antonio,Fall,Hyundai,Male,31
LA,Fall,Chevrolet,Male,30
San Antonio,Summer,Hyundai,Male,45
San Diego,Fall,Toyota,Female,26
Philladephia,Winter,Ram,Male,73
Phoenix,Winter,Kia,Female,30
Philladephia,Fall,Kia,Female,42
San Diego,Fall,Ford,Male,76
Austin,Fall,Toyota,Female,31
Philladephia,Fall,Kia,Female,48
NYC,Fall,Subaru,Male,76
Columbus,Spring,Hyundai,Female,76
Houston,Summer,Ford,Female,29
Columbus,Winter,Chevrolet,Male,67
Chicago,Winter,Jeep,Female,22
Houston,Winter,Toyota,Female,26
Philladephia,Fall,Nissan,Male,40
Phoenix,Summer,Honda,Male,49
Seattle,Summer,Nissan,Male,40
Chicago,Winter,Ford,Female,62
Austin,Winter,Ford,Male,68
Columbus,Summer,Ram,Male,51
Austin,Winter,GMC,Female,34
San Antonio,Winter,Honda,Female,80
Chicago,Spring,Honda,Male,45
LA,Spring,Hyundai,Female,71
Austin,Winter,Chevrolet,Male,39
San Diego,Winter,Ford,Female,60
LA,Summer,Kia,Female,64
San Diego,Spring,Jeep,Female,50
NYC,Spring,Hyundai,Male,41
Houston,Spring,Honda,Female,28
Philladephia,Winter,Toyota,Male,23
NYC,Spring,Ram,Male,72
San Antonio,Spring,Honda,Male,51
Houston,Summer,Jeep,Male,20
NYC,Fall,Nissan,Male,52
Houston,Spring,Kia,Female,61
LA,Fall,Jeep,Male,50
NYC,Summer,Chevrolet,Male,60
LA,Winter,Toyota,Male,69
Chicago,Fall,GMC,Male,80
Houston,Summer,Hyundai,Male,67
Seattle,Spring,Jeep,Male,29
San Antonio,Winter,Kia,Female,59
San Diego,Fall,GMC,Male,44
NYC,Spring,Kia,Male,32
Houston,Summer,Honda,Female,29
Chicago,Winter,GMC,Female,36
Houston,Summer,Nissan,Female,69
Houston,Spring,Nissan,Male,79
Houston,Winter,GMC,Female,71
Philladephia,Spring,Subaru,Male,72
Phoenix,Spring,Chevrolet,Female,47
Austin,Spring,Hyundai,Male,59
Houston,Fall,Ram,Female,71
San Diego,Winter,Nissan,Female,69
San Antonio,Winter,Toyota,Male,62
Philladephia,Winter,Kia,Male,42
Columbus,Summer,Ford,Female,20
Philladephia,Spring,Ram,Male,28
NYC,Winter,Ram,Male,36
Seattle,Spring,Honda,Female,56
Seattle,Summer,Chevrolet,Male,25
Phoenix,Fall,Nissan,Male,50
NYC,Summer,Toyota,Male,80
Columbus,Fall,Honda,Male,31
Austin,Spring,Hyundai,Male,60
San Antonio,Spring,Ram,Male,67
NYC,Winter,Subaru,Female,52
Seattle,Fall,Ram,Male,54
Columbus,Spring,Kia,Male,66
Seattle,Spring,Honda,Female,44
LA,Fall,Hyundai,Male,52
Philladephia,Spring,Honda,Female,31
NYC,Spring,Ford,Male,64
San Antonio,Fall,Toyota,Male,26
Houston,Spring,Chevrolet,Female,52
Houston,Fall,Hyundai,Female,56
San Diego,Spring,GMC,Male,43
Philladephia,Summer,Ford,Female,64
Houston,Fall,Hyundai,Male,59
LA,Fall,Jeep,Male,56
Philladephia,Summer,Kia,Male,77
Austin,Summer,Ram,Female,54
Columbus,Spring,Kia,Male,79
Columbus,Summer,GMC,Female,24
San Diego,Summer,Honda,Female,53
Seattle,Summer,Ford,Male,19
Philladephia,Winter,Hyundai,Female,63
NYC,Spring,Subaru,Male,54
Phoenix,Fall,Ford,Female,25
Phoenix,Spring,Ford,Female,62
Seattle,Summer,GMC,Male,74
Phoenix,Fall,Ram,Male,40
San Diego,Fall,Chevrolet,Female,25
Houston,Winter,Chevrolet,Female,23
Seattle,Spring,Chevrolet,Female,21
San Diego,Winter,Ford,Male,24
San Antonio,Spring,GMC,Female,75
Philladephia,Spring,GMC,Male,56
Phoenix,Spring,Honda,Female,54
Houston,Spring,Subaru,Male,23
Chicago,Fall,Chevrolet,Female,41
Houston,Spring,Chevrolet,Female,32
Chicago,Winter,Hyundai,Female,35
Philladephia,Summer,Jeep,Male,53
Houston,Fall,Ram,Female,58
Austin,Fall,Hyundai,Male,64
Austin,Spring,Kia,Male,22
Columbus,Spring,Nissan,Female,61
LA,Summer,Nissan,Female,48
Houston,Spring,Ram,Male,32
