country,content,imdb_score,Gross,Budget,genre,DataMaker
USA,PG-13,8.4,Medium,Medium,Drama,FellAsleep
USA,PG-13,5.57,Low,Low,Action,Quit
Chile,PG-13,6.9,High,Medium,History,LovedIt
USA,PG-13,7,Medium,Low,Drama,Survived
USA,PG,10.94,High,Low,History,LikedIt
USA,PG-13,6.2,High,Medium,Comedy,LovedIt
USA,PG,8.55,High,Medium,Comedy,FellAsleep
UK,R,9.87,Medium,Medium,Comedy,LikedIt
UK,R,8,Low,Low,History,FellAsleep
UK,R,8.61,Low,Medium,Action,LikedIt
USA,PG-13,7.46,Medium,Medium,Comedy,Quit
USA,PG,6.44,High,Low,History,LovedIt
USA,R,8.27,Low,Low,History,Quit
USA,PG,5.86,High,Medium,Sci-Fi,Quit
USA,R,8.63,Low,Low,History,Survived
USA,R,5.84,Low,High,Action,Quit
USA,R,8.87,Low,Medium,Drama,LikedIt
USA,R,6.91,High,High,Family,Quit
USA,PG-13,5.79,Low,Medium,Comedy,Quit
USA,PG-13,5.66,High,Medium,Drama,Quit
USA,G,6.72,Medium,Medium,Sci-Fi,Quit
USA,PG-13,7.7,Low,Low,History,FellAsleep
Canada,R,6.97,Low,Low,Action,Survived
USA,R,7.65,Medium,Low,History,Quit
USA,R,8.26,High,Medium,Comedy,Survived
USA,R,6.45,Low,Medium,Drama,Quit
USA,R,6.53,Medium,Medium,Action,Quit
USA,R,6.02,Medium,Low,Action,Survived
USA,PG-13,7.62,High,High,Family,LovedIt
USA,R,6.52,Medium,Low,History,Quit
USA,R,5.33,Low,Low,Action,Quit
USA,R,9.28,Medium,Medium,Comedy,LikedIt
UK,R,6.12,High,Medium,Action,Survived
UK,PG-13,5.4,High,High,Family,Quit
USA,R,10.04,High,Medium,History,LikedIt
China,R,8.77,Low,Low,History,LikedIt
UK,PG,8.16,Low,Medium,Comedy,FellAsleep
USA,R,8.01,Low,Low,History,Survived
Australia,PG,5.47,High,Medium,Comedy,FellAsleep
Germany,PG-13,3.18,Low,High,Family,Quit
Canada,PG,8.67,Low,Low,History,FellAsleep
USA,R,4.95,Medium,High,Family,Quit
USA,PG-13,10.06,Low,Low,History,LikedIt
USA,R,6.94,Low,Medium,Action,Survived
USA,PG-13,6.58,Medium,Medium,Comedy,Survived
USA,PG-13,8.34,High,High,Family,FellAsleep
USA,R,8.8,Low,Medium,Comedy,LikedIt
USA,PG-13,6.05,High,Medium,Drama,LovedIt
UK,G,7.62,High,Medium,Comedy,FellAsleep
USA,PG-13,7.84,High,Medium,Action,LovedIt
Australia,G,6.85,High,Medium,Comedy,FellAsleep
New Zealand,R,7.49,Low,Low,Action,Survived
USA,R,5.83,High,Medium,Comedy,Quit
USA,R,5.19,High,Low,Drama,Quit
USA,PG-13,7.55,High,Low,Drama,LovedIt
Ireland,R,7.07,Low,Medium,Comedy,FellAsleep
UK,R,7.84,Medium,Medium,Drama,Survived
USA,PG-13,6.15,Medium,High,Family,FellAsleep
UK,R,10.73,Low,Low,History,LikedIt
USA,R,7.33,Medium,Medium,Comedy,Survived
USA,PG,5.81,High,High,Action,Quit
USA,R,5.49,High,Medium,Action,Quit
USA,PG-13,8.1,Low,Medium,Comedy,LikedIt
UK,R,7.01,Low,Medium,Comedy,Survived
USA,R,7.68,High,Low,History,LovedIt
USA,PG,6.62,High,High,Sci-Fi,LovedIt
USA,PG-13,8.09,High,Low,History,LovedIt
Hong Kong,PG,7.51,Low,Low,History,Survived
USA,PG-13,5.2,High,High,Family,Quit
USA,PG,6.56,Medium,Medium,Comedy,FellAsleep
USA,R,5.72,Medium,Medium,Action,Quit
USA,PG-13,9.01,Low,Low,Drama,Quit
USA,PG-13,5.74,Medium,High,Sci-Fi,Quit
USA,R,5,Medium,High,Family,Quit
UK,PG,6.47,Medium,Medium,Comedy,FellAsleep
USA,PG,6.53,High,Medium,Sci-Fi,Quit
USA,PG-13,6.48,High,High,Family,Quit
USA,R,5.89,Medium,Medium,Comedy,Quit
USA,PG-13,6.86,Medium,Medium,Sci-Fi,FellAsleep
USA,PG-13,7.74,Low,Low,History,Survived
Hong Kong,R,7.18,Low,Medium,Comedy,Quit
Germany,R,7.59,Low,Medium,Comedy,Survived
UK,PG-13,7.1,High,High,Action,Quit
USA,R,6.44,High,High,Action,Quit
USA,PG-13,4.28,Low,Low,History,Quit
USA,PG,6.92,Medium,Medium,Comedy,FellAsleep
USA,PG-13,5.34,High,Medium,Comedy,Quit
Canada,PG-13,6.19,High,High,Family,LikedIt
USA,PG-13,5.85,High,Medium,Drama,Quit
Germany,R,7.28,Low,Medium,Comedy,Survived
USA,PG,6.55,Low,Low,History,FellAsleep
USA,PG-13,6.97,High,High,Family,Survived
USA,R,5.26,Medium,Medium,Drama,Quit
USA,PG,7.55,Medium,Medium,Comedy,FellAsleep
USA,R,8.47,High,Medium,Comedy,Survived
USA,PG,3.85,High,Medium,Comedy,FellAsleep
USA,R,8.2,Low,Low,History,FellAsleep
USA,R,6.03,High,High,Family,LovedIt
USA,PG-13,6.58,Medium,High,Sci-Fi,Survived
USA,PG,5.87,High,High,Family,Quit
USA,R,7.78,High,Medium,Sci-Fi,LovedIt
USA,PG-13,8.94,Low,Low,History,LikedIt
USA,PG-13,6.12,Medium,Medium,Action,Survived
USA,R,7.74,High,Medium,Drama,LovedIt
Spain,R,5.79,Low,Low,Drama,Quit
USA,PG-13,5.73,Medium,Medium,History,Quit
USA,PG,7.61,High,Medium,Comedy,FellAsleep
USA,R,8.7,Medium,Medium,Drama,LikedIt
UK,PG,6.11,High,Medium,Comedy,FellAsleep
USA,PG-13,8.46,High,Low,History,LovedIt
USA,R,9.08,High,Low,History,FellAsleep
USA,R,6.21,Low,Low,Action,Survived
USA,PG,7.47,Medium,Medium,Comedy,FellAsleep
USA,R,9.58,Medium,Medium,Comedy,LikedIt
USA,R,6.83,Low,Low,History,FellAsleep
USA,PG-13,4.11,High,High,Family,Quit
USA,R,6.01,Low,Low,History,Quit
USA,R,5.01,Low,Low,History,Quit
USA,PG-13,5.61,High,High,Family,Quit
USA,PG-13,5.81,High,Medium,Comedy,Quit
Spain,R,7.69,Low,Low,History,Survived
UK,PG,8.3,High,Medium,Action,LikedIt
USA,PG-13,7.47,High,High,Action,Survived
UK,PG-13,6.58,High,High,Family,FellAsleep
USA,PG-13,8.34,Medium,Medium,Comedy,LikedIt
Hong Kong,PG-13,6.63,Low,Medium,History,Quit
USA,PG-13,5.66,High,Medium,Drama,Quit
USA,PG-13,5.7,High,Medium,Drama,Quit
USA,PG,5.28,Medium,High,Family,Quit
USA,PG-13,6.01,High,High,Drama,Quit
USA,PG,5.46,High,High,Family,Quit
Ireland,R,7.12,Low,Low,History,Survived
UK,R,8.33,Low,Low,Action,LikedIt
USA,R,6.31,High,Low,History,LovedIt
USA,R,7.09,Medium,High,Family,FellAsleep
USA,R,6.81,Low,Medium,Comedy,FellAsleep
USA,R,8.64,Medium,Low,History,Survived
USA,PG,5.78,High,High,Family,Quit
USA,R,7.57,High,Medium,Comedy,LovedIt
USA,PG,2.71,Low,Medium,Action,Quit
USA,PG-13,5.09,High,Medium,Comedy,Quit
France,PG-13,5.77,High,Low,Action,LovedIt
USA,PG,4.83,High,High,Family,Quit
USA,R,4.65,Low,Low,Action,Quit
USA,PG,7.4,High,Low,History,LovedIt
USA,PG,4.94,High,High,Sci-Fi,Quit
USA,PG-13,6.6,Medium,Medium,Comedy,Survived
USA,R,4.94,Medium,Medium,Drama,Quit
USA,R,6.52,High,Medium,Action,LovedIt
Australia,R,6.49,Low,Medium,Action,FellAsleep
USA,R,7.19,High,Medium,History,Survived
USA,R,6.51,Medium,Low,Drama,LovedIt
USA,PG,6.61,High,High,Family,Survived
USA,R,6.56,High,High,Drama,FellAsleep
UK,PG-13,5.48,High,High,Family,Quit
USA,PG-13,5.12,Low,Low,Drama,Quit
USA,R,8.74,Low,Low,History,LikedIt
USA,PG-13,4.89,High,High,Family,Quit
New Zealand,PG-13,6.53,High,High,Family,FellAsleep
USA,PG,8.52,High,Low,History,Survived
China,R,8.32,Low,Medium,Comedy,LikedIt
USA,PG,6.05,Medium,Medium,Comedy,FellAsleep
USA,R,6.49,Medium,Medium,Action,Survived
USA,R,6.78,High,Medium,Comedy,LovedIt
UK,R,7.44,Medium,Medium,Action,FellAsleep
USA,PG,9.43,Low,Low,Drama,LikedIt
USA,R,2.91,High,Medium,Comedy,Quit
USA,PG,4.65,High,Medium,Drama,Survived
USA,PG,6.56,Low,Medium,Comedy,LikedIt
USA,R,6.56,Medium,Medium,Comedy,FellAsleep
USA,PG,5.73,High,High,Family,Quit
USA,R,7.46,High,High,History,Survived
USA,PG-13,7.71,Medium,Low,History,Quit
USA,PG-13,6.89,High,High,Action,LikedIt
USA,PG,4.57,Medium,High,Family,Quit
USA,PG,6.54,High,High,Sci-Fi,LovedIt
USA,R,11.01,Low,Low,History,LikedIt
France,R,8.2,Low,Medium,Drama,Quit
USA,G,7.62,High,High,Comedy,FellAsleep
USA,PG-13,5.45,High,High,Family,Quit
USA,R,5.8,Medium,High,Family,Quit
USA,PG-13,5.8,High,Medium,Comedy,Quit
USA,R,9.3,Medium,Medium,Comedy,Quit
Canada,R,6.91,Low,Low,Drama,Quit
UK,PG,7.46,Medium,Medium,Comedy,FellAsleep
USA,PG-13,6.4,High,Medium,History,Survived
USA,R,7.43,High,Medium,Comedy,Survived
USA,PG,6.86,Low,Low,History,Quit
USA,PG-13,4.85,Low,High,Sci-Fi,Quit
South Africa,PG,5.61,Low,Low,History,Quit
UK,R,7.44,Low,Low,History,Survived
USA,R,6.57,High,Low,Action,LovedIt
USA,PG-13,5.15,Medium,Medium,Comedy,Quit
USA,PG-13,6.69,Medium,Medium,Action,Survived
UK,R,7.3,Medium,Medium,History,Quit
USA,R,9.43,Low,Low,History,Quit
USA,PG,6.65,High,Medium,Drama,LovedIt
USA,R,7.08,Medium,Medium,Sci-Fi,Quit
USA,PG,7.41,Medium,Medium,Comedy,FellAsleep
USA,PG,6.79,High,High,Family,LovedIt
USA,R,6.99,High,Medium,Sci-Fi,Quit
France,PG,6.82,Low,Medium,Comedy,FellAsleep
USA,PG-13,6.63,Medium,Low,History,Quit
USA,R,6.85,High,High,Family,LovedIt
USA,R,8.37,Low,Medium,Action,LikedIt
UK,PG,7.56,Low,Medium,History,Survived
USA,R,5.85,Medium,Medium,Comedy,Quit
Ireland,R,5.89,Low,Low,Drama,Quit
Hungary,R,7.2,Low,High,Drama,FellAsleep
USA,PG-13,9.27,High,High,Family,LikedIt
USA,R,6.13,Medium,High,Action,Quit
USA,PG-13,5.1,Low,Medium,Comedy,Quit
USA,R,6.6,Medium,Medium,Comedy,Quit
USA,R,8.69,Medium,Low,History,Survived
USA,PG-13,6.95,Medium,Medium,Drama,Quit
USA,R,7.49,Medium,Medium,Comedy,Quit
USA,PG,6.12,High,High,Family,FellAsleep
USA,PG,5.57,Medium,High,Family,Quit
USA,PG-13,7.09,High,High,Action,LovedIt
USA,PG-13,8.13,High,High,Drama,LikedIt
USA,PG-13,5.05,High,High,Family,Survived
France,R,8.09,Medium,Medium,Drama,LikedIt
USA,R,7.06,High,Medium,History,LovedIt
Germany,PG,5.28,High,High,Family,Quit
USA,R,8.25,High,Low,History,LovedIt
UK,R,6.59,Low,Low,Drama,Quit
USA,R,8.17,High,Medium,Action,Survived
USA,R,8.09,High,Medium,Comedy,Survived
USA,R,5.92,Medium,Medium,Action,Quit
USA,PG-13,5.06,Medium,Medium,Comedy,Quit
USA,PG-13,7.1,Medium,Medium,Comedy,Survived
USA,PG-13,5.33,High,High,Family,Quit
USA,R,8.04,High,Low,History,LovedIt
USA,R,8.31,High,Low,History,LovedIt
USA,R,8.62,High,Medium,Action,LikedIt
USA,R,5.79,High,Low,Comedy,Quit
USA,R,7.45,High,Medium,Drama,FellAsleep
USA,PG-13,4.28,Low,Medium,Action,Quit
USA,R,8.29,Medium,Low,History,FellAsleep
USA,R,5.13,Medium,High,Family,Quit
Canada,R,4.57,High,Low,Action,Quit
USA,PG-13,4.93,Medium,Medium,Comedy,Quit
USA,R,5.37,Medium,Medium,Comedy,Quit
USA,PG-13,6.83,Low,Medium,Drama,FellAsleep
USA,R,8.5,Low,Medium,Comedy,LikedIt
USA,R,6.14,Low,Low,History,FellAsleep
USA,R,5.84,Medium,Medium,Comedy,Quit
USA,PG,6.21,High,High,Family,LovedIt
USA,R,7.17,High,High,Family,FellAsleep
USA,R,6.74,Medium,Medium,Comedy,Survived
France,R,8.12,Low,Low,History,FellAsleep
USA,PG-13,5.23,High,Medium,Comedy,Quit
USA,R,6.33,High,Medium,Comedy,LovedIt
USA,G,7.11,High,Medium,Comedy,FellAsleep
Germany,R,5.37,High,High,Family,Survived
India,R,5.35,Low,High,Family,Quit
USA,R,5.94,Low,Low,Drama,Quit
USA,PG,4.6,High,High,Family,Quit
USA,PG,8.2,Medium,Medium,Comedy,FellAsleep
France,PG-13,5.98,Low,Medium,Sci-Fi,Quit
France,G,8,Medium,High,History,Survived
USA,PG-13,5.74,High,Medium,Comedy,Quit
USA,PG-13,6.82,High,Medium,Comedy,Quit
USA,R,7.88,Low,Medium,Comedy,Survived
USA,PG-13,6.44,High,Medium,Action,LovedIt
UK,R,7.76,Low,Medium,Comedy,FellAsleep
USA,PG-13,7.44,High,Medium,Drama,FellAsleep
USA,PG-13,5.62,High,Medium,Drama,Quit
USA,PG,5.03,High,High,Drama,Quit
USA,PG-13,5.51,High,Medium,Drama,Quit
USA,PG-13,4.57,High,Medium,Comedy,Quit
Australia,PG,5.02,High,Medium,Comedy,FellAsleep
USA,R,6.21,High,Medium,Comedy,LovedIt
USA,R,8.38,Medium,Low,History,Survived
USA,PG-13,8.55,Medium,High,Drama,LikedIt
USA,R,5.76,Medium,Medium,Drama,Quit
USA,PG-13,8.58,High,Medium,Sci-Fi,LikedIt
USA,R,5.95,Medium,Medium,Action,Quit
USA,PG-13,4.49,High,Medium,Comedy,Quit
India,R,8.46,High,Low,History,LovedIt
USA,PG,4.07,High,High,Family,Quit
USA,PG,6.66,Medium,Medium,Comedy,FellAsleep
USA,PG-13,7.56,High,High,Family,LovedIt
USA,PG-13,5.55,High,High,Sci-Fi,Quit
USA,R,8.73,High,Low,History,LovedIt
USA,G,6.71,Medium,Medium,Comedy,Quit
USA,PG,7.62,Medium,Medium,Comedy,FellAsleep
USA,PG,5.02,High,Medium,Comedy,FellAsleep
USA,PG-13,9.27,High,Low,History,LovedIt
USA,R,6,High,Low,Action,LovedIt
USA,G,5.87,High,High,Family,Quit
USA,PG,6.96,Low,Medium,Comedy,FellAsleep
USA,PG-13,5.05,Medium,High,Family,Quit
France,R,6.78,Low,Medium,Comedy,Survived
USA,PG-13,8.03,Medium,Low,History,Quit
USA,PG,5.55,High,Medium,Action,Quit
USA,PG-13,5.84,Medium,Medium,Drama,Quit
Australia,R,8.18,High,Low,History,LovedIt
USA,PG-13,7.43,Medium,Medium,Comedy,Survived
USA,PG-13,6.06,Medium,High,Drama,Survived
USA,PG,8.21,Low,Low,History,FellAsleep
USA,R,8.32,Low,Low,Drama,Survived
USA,PG-13,4.22,Low,Medium,Comedy,Quit
USA,R,6.43,High,Medium,Action,LovedIt
UK,G,5.44,High,Medium,Comedy,Quit
USA,PG-13,8.52,Medium,Medium,Action,LikedIt
USA,PG,6.43,Medium,Medium,Comedy,FellAsleep
USA,PG-13,7.03,Medium,Medium,Comedy,Quit
USA,PG,7.18,High,Medium,Comedy,Survived
USA,PG,4.62,Low,Medium,Comedy,FellAsleep
USA,PG-13,5.67,Medium,High,Sci-Fi,Quit
Japan,PG,8.74,Medium,Medium,Comedy,FellAsleep
USA,R,8.72,Medium,Medium,Action,LikedIt
UK,PG,3.69,Medium,Medium,Comedy,LikedIt
UK,R,6.63,Medium,Low,Drama,Survived
USA,R,6.13,High,High,Family,FellAsleep
USA,PG,7.92,High,Medium,Comedy,FellAsleep
USA,PG-13,6.54,High,High,Family,Quit
Spain,R,8.23,Low,Medium,Drama,LikedIt
New Zealand,R,7.48,Low,Low,History,LovedIt
USA,R,7.14,High,Medium,Comedy,Quit
USA,R,7.14,Low,Low,Sci-Fi,Quit
USA,R,4.83,High,High,Family,Quit
USA,R,8.74,Low,Medium,Comedy,LikedIt
USA,PG-13,9.23,Low,Low,History,Survived
USA,PG-13,5.32,High,Medium,Comedy,LikedIt
USA,R,5.84,Medium,High,Family,Quit
Thailand,R,5.87,Low,Low,Action,Quit
USA,R,8.25,Low,Low,History,LikedIt
UK,R,5.98,High,High,Action,Quit
UK,PG-13,6.39,Medium,Medium,Drama,Quit
USA,PG-13,6.8,Medium,Medium,Comedy,Quit
UK,PG,7.13,Medium,Medium,History,Survived
USA,R,6.87,High,Medium,Comedy,LovedIt
USA,R,8.05,Low,Low,History,FellAsleep
UK,R,8.9,Medium,Low,History,Quit
USA,PG,6.61,Medium,Medium,Comedy,FellAsleep
USA,R,9.11,High,High,Family,LikedIt
USA,R,8.23,Medium,Medium,Action,Survived
USA,PG-13,6.57,Medium,Medium,Comedy,FellAsleep
UK,PG,6.31,High,Medium,Comedy,FellAsleep
UK,PG,7.25,High,High,Family,FellAsleep
Germany,R,6.47,Low,Medium,History,FellAsleep
USA,R,4.97,Low,Low,Drama,Quit
USA,PG-13,7.32,Low,Medium,Drama,Quit
Canada,R,8.24,High,Low,History,LovedIt
USA,PG-13,6.09,Medium,Medium,Action,Quit
USA,PG,4.94,High,High,Family,LovedIt
USA,R,4.52,Medium,Medium,Comedy,Quit
USA,PG-13,8.58,Low,Low,History,Quit
USA,PG-13,6,High,Medium,Comedy,LovedIt
France,PG,6.97,High,Medium,Comedy,FellAsleep
USA,PG-13,8.34,High,High,Family,LikedIt
USA,R,6.51,Medium,Low,Drama,Survived
USA,PG,5.92,High,Medium,Comedy,FellAsleep
UK,R,9.81,Low,Low,History,LikedIt
USA,R,5.33,Low,Medium,Drama,Quit
USA,PG,5.89,Medium,Medium,Comedy,FellAsleep
USA,R,8.14,Low,Medium,Drama,LikedIt
USA,R,7.5,Low,Low,Drama,FellAsleep
UK,PG-13,6.45,High,High,Family,LovedIt
China,R,9.43,Low,High,History,LikedIt
USA,R,10.06,Low,Low,History,LikedIt
USA,R,6,Medium,Medium,Comedy,FellAsleep
USA,R,8.46,High,Medium,Comedy,FellAsleep
USA,PG,4.59,Low,Medium,Sci-Fi,Quit
USA,PG,7.7,Low,Medium,Comedy,FellAsleep
USA,PG-13,6.27,Medium,Medium,Comedy,FellAsleep
USA,PG-13,5.03,High,Medium,Comedy,Quit
USA,PG,9.05,Low,Low,History,LikedIt
UK,PG-13,7.82,High,Medium,Comedy,LovedIt
USA,PG,9.43,High,Medium,Sci-Fi,LikedIt
USA,R,9.45,Medium,Medium,Comedy,LikedIt
USA,R,6.04,High,Medium,Comedy,LovedIt
USA,R,6.63,Medium,Medium,Comedy,Survived
USA,R,6,Low,Low,Action,Quit
USA,PG,7.02,High,Medium,Sci-Fi,FellAsleep
USA,R,7.19,Low,Low,History,Quit
Spain,R,8.79,Low,Low,History,Survived
Thailand,R,7.23,High,High,Action,LovedIt
USA,PG-13,6.43,Medium,Low,History,Survived
USA,PG-13,8.55,Low,Medium,Comedy,LikedIt
USA,PG,5.17,Medium,Medium,Comedy,FellAsleep
USA,R,7.83,High,Medium,Drama,Survived
USA,R,2.22,Low,Low,Action,Quit
USA,R,5.39,Low,Low,Drama,Quit
USA,PG-13,8.53,Medium,Medium,Comedy,LikedIt
USA,R,8.06,Medium,High,Family,LikedIt
USA,R,3.13,Medium,High,History,Quit
USA,R,5.87,Medium,Medium,Comedy,Quit
USA,R,7.63,Low,Low,History,FellAsleep
USA,G,7.72,Medium,Medium,Comedy,Quit
USA,R,10.19,High,Medium,Drama,LikedIt
USA,PG,6.01,High,Medium,Comedy,FellAsleep
USA,PG,8.94,High,High,Sci-Fi,LikedIt
USA,PG-13,5.83,High,High,Family,Quit
USA,PG-13,7.76,High,High,Drama,Survived
USA,PG-13,6.13,High,Medium,Comedy,LovedIt
USA,PG,5.97,High,Medium,Comedy,FellAsleep
USA,PG,6.53,High,Low,Drama,Quit
Hong Kong,PG-13,7.29,High,Medium,Comedy,LovedIt
USA,PG-13,5.79,High,High,Family,Quit
UK,PG,7.1,Low,Medium,Drama,Quit
USA,R,8.69,Medium,Medium,Action,LikedIt
USA,PG-13,4.59,Low,Low,Drama,Quit
Germany,R,7.52,Low,Medium,Comedy,Survived
USA,PG,6.18,High,Medium,Comedy,FellAsleep
USA,R,5.18,Low,Medium,Action,Quit
USA,PG-13,8.23,High,High,Action,LikedIt
UK,R,4.96,Low,Low,History,Quit
USA,R,4.45,Low,Low,Action,Quit
USA,R,6.28,High,Medium,Drama,LovedIt
USA,PG-13,6.63,Medium,Medium,History,FellAsleep
USA,R,9.58,High,Medium,Drama,LikedIt
USA,R,6.66,Low,Medium,Comedy,Quit
USA,R,5.99,Low,Medium,Comedy,Quit
UK,R,7.4,Medium,Medium,Drama,Quit
USA,PG-13,6.37,Medium,Low,Drama,FellAsleep
USA,R,7.7,Medium,Medium,Comedy,Survived
USA,PG-13,4.15,Low,Medium,Comedy,Quit
USA,R,7.05,Medium,Medium,Comedy,Quit
USA,PG-13,8.65,Medium,Medium,Comedy,LikedIt
USA,PG-13,5.77,Medium,Medium,Comedy,Quit
USA,PG-13,10.34,Low,Low,History,LikedIt
Germany,R,9.14,Low,High,Action,LikedIt
USA,PG,6.98,Low,Medium,Comedy,FellAsleep
USA,PG-13,5.09,Medium,Medium,Drama,Quit
USA,PG-13,5.29,High,Medium,Action,Quit
UK,R,7.53,High,Medium,Action,LovedIt
USA,PG-13,5.8,Low,Low,Drama,Quit
USA,G,4.82,High,Medium,Sci-Fi,FellAsleep
USA,R,5.24,Low,Medium,Action,Quit
USA,PG,4.61,High,High,Family,Quit
USA,R,9.16,High,Medium,Comedy,LikedIt
USA,PG-13,6.02,Medium,High,Family,Quit
UK,PG-13,5.01,High,Medium,Drama,Quit
USA,R,7.48,Low,Low,History,Survived
USA,R,5.52,Medium,Medium,Action,Quit
USA,PG-13,5.53,Medium,High,Family,Quit
USA,R,8.4,Medium,Medium,Comedy,LikedIt
France,R,7.35,High,Low,Drama,LovedIt
Canada,PG,6.36,Low,Medium,Comedy,FellAsleep
USA,PG-13,4.99,Medium,Medium,Action,Quit
USA,PG-13,5.88,High,High,Family,Quit
USA,PG-13,8.44,Low,Low,Drama,LikedIt
USA,PG,5.97,High,Medium,Comedy,FellAsleep
USA,PG-13,6.26,Low,Medium,Comedy,Survived
USA,PG-13,8.32,Low,Medium,Comedy,FellAsleep
USA,R,5.88,Medium,High,Action,Quit
USA,R,7.84,Low,Medium,Comedy,Survived
USA,R,7.57,Low,Low,History,FellAsleep
USA,R,6.96,High,Medium,Comedy,LovedIt
USA,PG,6.42,High,High,Drama,Survived
USA,G,5.92,High,Medium,Comedy,Quit
UK,R,10.97,Medium,Low,History,LikedIt
USA,R,2.94,Low,Medium,Sci-Fi,LikedIt
USA,PG-13,8.78,Medium,Medium,Comedy,LikedIt
USA,R,4.09,Medium,Medium,Drama,Quit
USA,R,9.01,Medium,Low,History,Survived
USA,R,7.33,High,High,Action,Quit
USA,PG-13,6.6,Medium,Medium,Action,Survived
USA,PG,9.49,Medium,High,Family,LikedIt
Ireland,R,7.4,High,Low,Action,LovedIt
USA,PG-13,6.51,Medium,Medium,Action,Quit
USA,R,6.13,Medium,Medium,Action,FellAsleep
USA,PG,6.22,Medium,Medium,Comedy,FellAsleep
UK,PG-13,9.9,Low,Low,History,LikedIt
USA,R,6.75,Medium,Medium,Action,FellAsleep
France,PG-13,6.75,Low,Medium,History,Survived
USA,PG-13,7.2,High,Medium,Comedy,FellAsleep
USA,R,9,Medium,Medium,Comedy,LikedIt
USA,PG-13,4.82,Medium,High,Family,Quit
USA,R,3.6,Low,Low,Action,Quit
USA,PG-13,6.82,Medium,Low,Action,Survived
USA,R,6.59,High,Medium,Action,LovedIt
USA,PG-13,7.39,Low,Medium,History,FellAsleep
China,R,6.84,High,High,Family,LovedIt
Italy,G,7.42,Low,Medium,Comedy,Quit
USA,R,7.87,High,High,Action,LovedIt
France,R,8.33,Medium,Low,History,LikedIt
USA,PG-13,7.38,High,High,Family,Quit
UK,PG,7.12,High,High,Family,Quit
France,R,6.88,Low,Medium,Action,Survived
USA,PG-13,8.43,Medium,Medium,Drama,LikedIt
USA,PG-13,3.87,High,High,Drama,Quit
USA,PG,7.44,Low,Low,History,FellAsleep
UK,R,6.29,Low,Low,Drama,FellAsleep
USA,PG-13,8.22,High,Low,History,LovedIt
USA,R,6.28,High,Medium,Drama,LovedIt
USA,R,7.53,Medium,Low,Action,Survived
USA,R,9.26,Low,Low,Drama,LikedIt
USA,PG-13,4.4,High,High,Action,Quit
France,R,6.44,Medium,High,History,FellAsleep
USA,PG-13,5.89,Medium,High,Action,Survived
USA,R,5.93,Low,Medium,Drama,Quit
USA,R,5.67,Medium,Medium,Drama,Quit
USA,G,8.94,High,High,Family,LikedIt
USA,PG-13,7.4,High,High,Family,Quit
USA,PG-13,5.58,High,High,Family,Quit
USA,PG-13,5.2,Low,Medium,Comedy,Quit
USA,PG,8.34,Medium,High,Action,LikedIt
USA,R,8.17,High,Medium,Comedy,Survived
USA,R,6.09,Medium,High,Family,Quit
USA,R,8.26,Low,Medium,Sci-Fi,LikedIt
USA,R,7.28,Medium,Low,Drama,FellAsleep
USA,PG-13,5.09,High,High,Family,Quit
USA,PG-13,6,Medium,Medium,Action,FellAsleep
UK,PG-13,7.51,Medium,Medium,Drama,FellAsleep
USA,R,6.27,Low,Medium,Sci-Fi,Quit
USA,PG-13,7.48,Medium,Medium,Drama,Quit
USA,PG,6.07,High,Medium,Comedy,FellAsleep
USA,PG-13,5.22,High,Medium,Sci-Fi,Quit
USA,PG-13,8.51,Medium,Low,History,Survived
USA,R,6.6,Medium,Medium,Comedy,Quit
USA,R,7.22,High,Low,Action,LovedIt
USA,R,8.56,Medium,High,Family,LikedIt
USA,PG,6.33,High,High,Sci-Fi,LovedIt
France,PG-13,9.99,Low,Medium,Comedy,LikedIt
USA,PG,6.12,High,Medium,Comedy,FellAsleep
USA,PG-13,4.71,Medium,Medium,Comedy,FellAsleep
USA,R,6.28,High,Medium,Comedy,LovedIt
UK,PG,6.28,High,High,Family,LovedIt
USA,R,6.68,Medium,High,Action,Quit
USA,PG,7.21,Medium,Medium,History,Survived
USA,PG-13,4.96,Low,Low,Drama,Quit
USA,PG,3.96,High,Medium,Comedy,FellAsleep
USA,PG-13,5.13,Low,Medium,Drama,Quit
USA,R,2.82,Low,Low,History,Quit
USA,R,7.69,High,Low,History,Survived
USA,R,7.18,Low,Medium,History,Quit
USA,PG,6.38,Medium,Medium,Comedy,FellAsleep
USA,PG-13,3.63,High,High,Family,Quit
USA,PG,10.12,High,High,Sci-Fi,LikedIt
USA,PG-13,6.35,Medium,Medium,Drama,FellAsleep
USA,R,8.08,High,Low,History,LovedIt
Germany,R,5.31,High,High,Family,Quit
USA,PG-13,7.27,Low,Medium,Comedy,Survived
USA,PG-13,4.63,High,Medium,Drama,Quit
USA,PG-13,7.23,High,High,History,Survived
USA,R,5.83,High,Medium,Action,Quit
USA,PG-13,5.81,Medium,Medium,Action,Quit
USA,R,9.81,Medium,Medium,Action,LikedIt
USA,R,6.75,Medium,Low,Sci-Fi,Survived
USA,PG-13,8.22,High,High,Family,Quit
USA,PG-13,6.88,High,Medium,Comedy,Survived
USA,R,8.96,High,High,Drama,LikedIt
USA,R,8.88,High,Medium,Drama,LikedIt
USA,PG,8.12,High,High,Family,LikedIt
Germany,R,5.27,Low,Medium,Comedy,Quit
USA,PG-13,8.49,Medium,Medium,History,LikedIt
Australia,R,8.15,Low,Low,History,Quit
