Studentid,Attendance,Major,Questions,Score,Seniority,Texting
41388,97,Polsci,Rarely,74,Sophomore,Always
41389,57,Polsci,Always,60,Freshman,Rarely
41390,74,Cs,Rarely,95,Sophomore,Always
41391,91,Stat,Rarely,56,Sophomore,Rarely
41392,80,Stat,Always,32,Senior,Rarely
41393,29,Cs,Rarely,90,Senior,Rarely
41394,24,Stat,Always,74,Senior,Always
41395,75,Communication,Rarely,24,Senior,Always
41396,9,Polsci,Rarely,60,Junior,Always
41397,98,Communication,Rarely,8,Junior,Rarely
41398,73,Communication,Always,59,Sophomore,Rarely
41399,56,Stat,Always,64,Freshman,Always
41400,91,Cs,Always,96,Freshman,Always
41401,71,Polsci,Always,49,Sophomore,Rarely
41402,93,Communication,Rarely,22,Junior,Rarely
41403,73,Cs,Rarely,50,Freshman,Rarely
41404,63,Polsci,Rarely,78,Sophomore,Rarely
41405,31,Communication,Always,46,Junior,Always
41406,77,Cs,Always,10,Junior,Rarely
41407,69,Polsci,Always,9,Sophomore,Rarely
41408,37,Cs,Rarely,9,Sophomore,Always
41409,79,Polsci,Rarely,85,Freshman,Always
41410,89,Cs,Always,6,Junior,Rarely
41411,67,Polsci,Always,69,Freshman,Rarely
41412,26,Communication,Always,3,Junior,Always
41413,83,Communication,Always,1,Junior,Rarely
41414,22,Communication,Always,3,Freshman,Rarely
41415,20,Cs,Rarely,85,Senior,Rarely
41416,80,Stat,Always,62,Senior,Always
41417,99,Cs,Rarely,31,Sophomore,Always
41418,24,Cs,Rarely,4,Freshman,Rarely
41419,57,Polsci,Rarely,20,Senior,Always
41420,99,Polsci,Always,22,Junior,Rarely
41421,24,Cs,Always,64,Freshman,Always
41422,69,Cs,Always,9,Senior,Rarely
41423,46,Cs,Rarely,86,Freshman,Rarely
41424,5,Stat,Rarely,58,Senior,Rarely
41425,45,Cs,Always,94,Senior,Always
41426,55,Stat,Rarely,2,Freshman,Always
41427,60,Communication,Rarely,33,Sophomore,Always
41428,95,Stat,Always,100,Junior,Rarely
41429,24,Cs,Rarely,60,Junior,Always
41430,3,Cs,Always,62,Sophomore,Rarely
41431,81,Cs,Always,91,Senior,Rarely
41432,83,Cs,Rarely,99,Freshman,Rarely
41433,73,Polsci,Always,18,Sophomore,Rarely
41434,28,Polsci,Rarely,75,Senior,Rarely
41435,19,Polsci,Always,99,Freshman,Rarely
41436,80,Cs,Always,69,Sophomore,Always
41437,50,Cs,Rarely,56,Senior,Rarely
41438,41,Polsci,Always,73,Junior,Rarely
41439,0,Polsci,Always,25,Sophomore,Always
41440,89,Communication,Always,96,Junior,Rarely
41441,45,Cs,Always,49,Sophomore,Rarely
41442,56,Cs,Rarely,30,Junior,Rarely
41443,91,Communication,Always,25,Junior,Always
41444,1,Polsci,Rarely,65,Junior,Rarely
41445,81,Stat,Rarely,2,Senior,Rarely
41446,60,Communication,Always,78,Senior,Rarely
41447,8,Polsci,Rarely,24,Junior,Always
41448,35,Polsci,Always,79,Sophomore,Rarely
41449,90,Communication,Always,60,Sophomore,Rarely
41450,18,Stat,Rarely,11,Sophomore,Always
41451,83,Cs,Rarely,43,Senior,Rarely
41452,45,Communication,Rarely,53,Junior,Rarely
41453,19,Communication,Rarely,45,Sophomore,Rarely
41454,46,Cs,Always,44,Sophomore,Always
41455,86,Stat,Rarely,32,Junior,Rarely
41456,26,Polsci,Rarely,85,Sophomore,Rarely
41457,0,Cs,Always,49,Freshman,Always
41458,89,Communication,Always,61,Freshman,Always
41459,33,Communication,Rarely,66,Sophomore,Rarely
41460,76,Communication,Always,33,Junior,Rarely
41461,30,Polsci,Rarely,82,Freshman,Rarely
41462,13,Stat,Rarely,25,Senior,Always
41463,97,Cs,Always,2,Junior,Always
41464,78,Stat,Always,44,Senior,Rarely
41465,18,Stat,Always,44,Sophomore,Rarely
41466,95,Cs,Always,92,Sophomore,Rarely
41467,2,Stat,Always,54,Sophomore,Rarely
41468,16,Polsci,Rarely,19,Junior,Always
41469,100,Polsci,Rarely,69,Freshman,Always
41470,18,Stat,Always,2,Sophomore,Always
41471,100,Stat,Always,39,Sophomore,Always
41472,1,Stat,Always,5,Freshman,Always
41473,97,Stat,Always,86,Junior,Rarely
41474,80,Cs,Rarely,83,Freshman,Rarely
41475,14,Polsci,Always,99,Sophomore,Rarely
41476,41,Communication,Rarely,55,Sophomore,Rarely
41477,37,Stat,Rarely,79,Sophomore,Always
41478,84,Polsci,Always,13,Sophomore,Always
41479,39,Polsci,Rarely,26,Junior,Rarely
41480,69,Polsci,Always,29,Freshman,Rarely
41481,66,Polsci,Rarely,20,Senior,Rarely
41482,0,Communication,Rarely,19,Sophomore,Rarely
41483,60,Stat,Rarely,31,Sophomore,Rarely
41484,24,Communication,Rarely,15,Junior,Rarely
41485,41,Polsci,Always,56,Freshman,Rarely
41486,2,Communication,Rarely,52,Junior,Always
41487,93,Communication,Rarely,7,Freshman,Always
41488,41,Communication,Rarely,87,Sophomore,Rarely
41489,94,Stat,Always,88,Sophomore,Always
41490,7,Stat,Rarely,42,Senior,Always
41491,47,Stat,Always,26,Junior,Always
41492,64,Polsci,Rarely,6,Junior,Always
41493,96,Communication,Always,99,Junior,Always
41494,4,Polsci,Always,51,Sophomore,Always
41495,20,Cs,Always,87,Junior,Rarely
41496,62,Polsci,Rarely,59,Junior,Rarely
41497,21,Communication,Always,97,Sophomore,Rarely
41498,72,Communication,Rarely,45,Senior,Always
41499,16,Polsci,Rarely,99,Senior,Rarely
41500,22,Cs,Always,2,Senior,Always
41501,11,Cs,Rarely,78,Sophomore,Always
41502,57,Stat,Rarely,14,Sophomore,Rarely
41503,90,Communication,Always,84,Junior,Always
41504,31,Stat,Always,95,Junior,Always
41505,72,Stat,Always,7,Senior,Always
41506,12,Cs,Rarely,5,Junior,Always
41507,22,Polsci,Always,74,Freshman,Always
41508,60,Polsci,Always,11,Sophomore,Rarely
41509,78,Communication,Always,28,Sophomore,Rarely
41510,60,Polsci,Always,94,Freshman,Always
41511,51,Communication,Rarely,14,Senior,Rarely
41512,2,Polsci,Rarely,75,Junior,Always
41513,35,Communication,Always,63,Junior,Rarely
41514,18,Polsci,Rarely,41,Sophomore,Always
41515,27,Stat,Always,0,Sophomore,Rarely
41516,48,Cs,Always,32,Freshman,Always
41517,47,Stat,Rarely,93,Sophomore,Always
41518,76,Cs,Rarely,6,Senior,Rarely
41519,86,Stat,Rarely,39,Freshman,Always
41520,0,Cs,Always,100,Junior,Always
41521,45,Cs,Always,49,Sophomore,Rarely
41522,53,Communication,Always,5,Junior,Always
41523,74,Stat,Rarely,71,Junior,Rarely
41524,98,Stat,Rarely,9,Sophomore,Rarely
41525,28,Communication,Rarely,38,Sophomore,Always
41526,9,Polsci,Always,84,Sophomore,Rarely
41527,32,Communication,Rarely,60,Sophomore,Always
41528,69,Polsci,Always,27,Senior,Rarely
41529,64,Communication,Always,15,Senior,Rarely
41530,18,Cs,Always,89,Junior,Always
41531,35,Cs,Always,49,Sophomore,Rarely
41532,84,Stat,Rarely,6,Senior,Always
41533,7,Communication,Rarely,22,Junior,Rarely
41534,91,Polsci,Always,1,Senior,Always
41535,61,Polsci,Always,58,Junior,Always
41536,39,Cs,Always,8,Senior,Always
41537,92,Communication,Rarely,38,Freshman,Rarely
41538,54,Communication,Rarely,1,Senior,Always
41539,54,Polsci,Always,12,Freshman,Always
41540,83,Polsci,Always,42,Sophomore,Rarely
41541,84,Cs,Always,69,Sophomore,Rarely
41542,35,Polsci,Always,69,Sophomore,Rarely
41543,63,Cs,Rarely,58,Sophomore,Always
41544,14,Cs,Rarely,40,Senior,Rarely
41545,97,Cs,Rarely,11,Sophomore,Rarely
41546,67,Cs,Rarely,91,Junior,Rarely
41547,7,Polsci,Always,25,Sophomore,Rarely
41548,65,Stat,Always,71,Sophomore,Rarely
41549,85,Stat,Rarely,91,Sophomore,Rarely
41550,7,Polsci,Always,0,Freshman,Rarely
41551,40,Stat,Rarely,50,Freshman,Always
41552,100,Communication,Rarely,28,Junior,Rarely
41553,89,Communication,Rarely,32,Freshman,Always
41554,16,Polsci,Always,33,Junior,Rarely
41555,85,Polsci,Rarely,93,Senior,Rarely
41556,98,Polsci,Always,48,Senior,Always
41557,54,Stat,Rarely,46,Sophomore,Rarely
41558,92,Communication,Rarely,46,Junior,Rarely
41559,11,Cs,Rarely,39,Junior,Always
41560,96,Stat,Always,10,Freshman,Always
41561,71,Stat,Always,9,Freshman,Rarely
41562,20,Communication,Always,30,Freshman,Rarely
41563,69,Communication,Always,15,Junior,Always
41564,14,Polsci,Rarely,80,Sophomore,Always
41565,15,Communication,Rarely,39,Sophomore,Always
41566,35,Communication,Rarely,28,Freshman,Rarely
41567,90,Stat,Always,85,Senior,Always
41568,63,Communication,Rarely,31,Senior,Always
41569,68,Stat,Always,52,Freshman,Always
41570,0,Stat,Always,92,Junior,Always
41571,6,Cs,Always,71,Freshman,Always
41572,65,Stat,Rarely,52,Junior,Rarely
41573,34,Stat,Always,87,Freshman,Always
41574,11,Communication,Rarely,59,Junior,Always
41575,21,Polsci,Rarely,94,Junior,Rarely
41576,49,Polsci,Always,62,Senior,Rarely
41577,14,Polsci,Always,49,Senior,Always
41578,33,Cs,Always,46,Freshman,Always
41579,85,Communication,Always,45,Sophomore,Rarely
41580,39,Communication,Rarely,88,Senior,Rarely
41581,34,Stat,Always,18,Junior,Rarely
41582,61,Polsci,Always,34,Sophomore,Always
41583,0,Cs,Rarely,81,Junior,Always
41584,53,Communication,Always,77,Freshman,Always
41585,0,Polsci,Always,55,Junior,Rarely
41586,99,Cs,Always,8,Junior,Rarely
41587,22,Polsci,Rarely,4,Senior,Always
41588,70,Stat,Always,97,Junior,Always
41589,87,Communication,Rarely,82,Senior,Rarely
41590,75,Polsci,Always,40,Freshman,Always
41591,1,Communication,Rarely,39,Sophomore,Always
41592,94,Communication,Always,12,Junior,Always
41593,74,Stat,Rarely,51,Junior,Always
41594,49,Stat,Rarely,43,Sophomore,Rarely
41595,66,Polsci,Always,69,Senior,Rarely
41596,65,Polsci,Always,69,Sophomore,Always
41597,74,Stat,Rarely,29,Freshman,Always
41598,49,Polsci,Always,53,Freshman,Always
41599,5,Stat,Always,12,Senior,Always
41600,26,Communication,Always,71,Junior,Always
41601,38,Communication,Always,86,Senior,Rarely
41602,23,Cs,Always,45,Junior,Rarely
41603,45,Communication,Always,98,Sophomore,Rarely
41604,6,Communication,Always,96,Sophomore,Always
41605,93,Cs,Rarely,37,Freshman,Rarely
41606,52,Polsci,Rarely,52,Junior,Always
41607,46,Polsci,Always,99,Sophomore,Always
41608,78,Communication,Always,3,Senior,Always
41609,22,Cs,Always,83,Senior,Always
41610,77,Communication,Rarely,55,Junior,Always
41611,16,Cs,Always,93,Junior,Rarely
41612,91,Cs,Always,29,Junior,Always
41613,88,Cs,Rarely,53,Sophomore,Rarely
41614,21,Polsci,Always,28,Sophomore,Always
41615,78,Communication,Always,57,Junior,Always
41616,60,Cs,Rarely,10,Freshman,Always
41617,90,Cs,Rarely,10,Freshman,Always
41618,32,Polsci,Rarely,81,Freshman,Always
41619,44,Cs,Always,5,Sophomore,Rarely
41620,43,Polsci,Always,66,Junior,Rarely
41621,17,Polsci,Always,98,Senior,Rarely
41622,66,Cs,Always,70,Freshman,Always
41623,11,Communication,Always,35,Sophomore,Always
41624,59,Polsci,Always,46,Senior,Always
41625,95,Cs,Rarely,11,Freshman,Always
41626,2,Polsci,Rarely,14,Freshman,Always
41627,99,Communication,Always,30,Senior,Always
41628,53,Polsci,Always,91,Senior,Rarely
41629,64,Polsci,Rarely,1,Junior,Always
41630,61,Stat,Always,53,Junior,Always
41631,97,Polsci,Rarely,54,Freshman,Rarely
41632,48,Cs,Always,44,Sophomore,Rarely
41633,54,Polsci,Rarely,78,Freshman,Always
41634,3,Polsci,Always,89,Freshman,Always
41635,57,Cs,Rarely,76,Freshman,Rarely
41636,30,Cs,Rarely,49,Sophomore,Rarely
41637,87,Stat,Rarely,81,Freshman,Rarely
41638,95,Polsci,Rarely,53,Sophomore,Rarely
41639,83,Communication,Always,88,Freshman,Always
41640,68,Stat,Always,14,Junior,Rarely
41641,86,Communication,Rarely,69,Senior,Rarely
41642,87,Stat,Rarely,70,Junior,Rarely
41643,31,Communication,Always,89,Freshman,Always
41644,17,Polsci,Rarely,23,Junior,Always
41645,0,Cs,Always,82,Freshman,Always
41646,81,Cs,Always,88,Junior,Always
41647,70,Cs,Rarely,44,Sophomore,Rarely
41648,76,Communication,Always,11,Senior,Rarely
41649,78,Stat,Always,91,Senior,Rarely
41650,1,Cs,Always,16,Sophomore,Rarely
41651,41,Polsci,Always,59,Junior,Always
41652,30,Polsci,Always,8,Freshman,Always
41653,12,Communication,Rarely,4,Sophomore,Rarely
41654,50,Polsci,Always,4,Junior,Rarely
41655,62,Stat,Rarely,40,Freshman,Always
41656,21,Cs,Always,87,Sophomore,Rarely
41657,6,Stat,Always,61,Sophomore,Rarely
41658,67,Cs,Rarely,4,Freshman,Always
41659,54,Communication,Rarely,76,Sophomore,Rarely
41660,34,Communication,Always,79,Freshman,Always
41661,91,Communication,Rarely,22,Junior,Always
41662,78,Polsci,Always,3,Freshman,Always
41663,20,Polsci,Always,39,Junior,Always
41664,41,Cs,Rarely,22,Senior,Rarely
41665,90,Stat,Rarely,75,Freshman,Always
41666,19,Polsci,Always,87,Senior,Always
41667,85,Polsci,Rarely,76,Sophomore,Rarely
41668,70,Communication,Always,87,Sophomore,Always
41669,26,Stat,Always,24,Senior,Always
41670,91,Communication,Rarely,36,Junior,Rarely
41671,18,Cs,Always,19,Freshman,Always
41672,99,Cs,Always,61,Sophomore,Always
41673,94,Cs,Rarely,31,Junior,Always
41674,74,Communication,Rarely,50,Sophomore,Rarely
41675,90,Polsci,Always,35,Junior,Always
41676,31,Communication,Rarely,34,Freshman,Always
41677,6,Stat,Always,84,Sophomore,Always
41678,13,Cs,Always,29,Junior,Always
41679,70,Polsci,Always,26,Freshman,Rarely
41680,33,Cs,Rarely,96,Senior,Always
41681,50,Communication,Always,43,Senior,Rarely
41682,76,Polsci,Always,51,Freshman,Rarely
41683,32,Polsci,Rarely,23,Freshman,Rarely
41684,94,Polsci,Rarely,8,Sophomore,Always
41685,9,Polsci,Rarely,31,Junior,Rarely
41686,4,Cs,Rarely,18,Freshman,Rarely
41687,95,Cs,Rarely,60,Junior,Rarely
41688,64,Cs,Always,57,Sophomore,Rarely
41689,8,Polsci,Rarely,10,Junior,Rarely
41690,68,Communication,Always,73,Senior,Rarely
41691,95,Stat,Rarely,43,Senior,Rarely
41692,48,Cs,Always,15,Sophomore,Rarely
41693,44,Stat,Always,59,Senior,Rarely
41694,74,Cs,Always,36,Sophomore,Rarely
41695,85,Polsci,Always,20,Junior,Rarely
41696,62,Cs,Rarely,61,Sophomore,Always
41697,4,Communication,Rarely,39,Senior,Rarely
41698,37,Communication,Rarely,70,Sophomore,Rarely
41699,40,Polsci,Rarely,29,Freshman,Rarely
41700,76,Communication,Rarely,68,Sophomore,Always
41701,0,Polsci,Rarely,76,Junior,Always
41702,25,Stat,Rarely,29,Senior,Always
41703,66,Polsci,Always,19,Junior,Always
41704,65,Stat,Rarely,55,Junior,Rarely
41705,90,Polsci,Always,51,Senior,Always
41706,56,Communication,Always,17,Freshman,Rarely
41707,33,Cs,Rarely,17,Sophomore,Always
41708,78,Cs,Always,73,Senior,Always
41709,66,Cs,Always,5,Junior,Always
41710,9,Polsci,Always,51,Junior,Always
41711,71,Stat,Rarely,82,Freshman,Always
41712,99,Polsci,Rarely,53,Freshman,Always
41713,90,Cs,Rarely,63,Sophomore,Always
41714,26,Polsci,Always,72,Sophomore,Rarely
41715,92,Communication,Always,62,Sophomore,Always
41716,23,Polsci,Rarely,4,Senior,Always
41717,47,Communication,Always,83,Sophomore,Always
41718,90,Polsci,Always,27,Junior,Rarely
41719,40,Polsci,Rarely,48,Senior,Rarely
41720,1,Communication,Rarely,59,Junior,Rarely
41721,61,Communication,Always,11,Junior,Rarely
41722,41,Cs,Always,21,Freshman,Always
41723,33,Cs,Rarely,85,Sophomore,Rarely
41724,100,Stat,Always,95,Sophomore,Always
41725,59,Communication,Rarely,32,Junior,Always
41726,54,Stat,Always,40,Sophomore,Rarely
41727,68,Cs,Always,10,Sophomore,Rarely
41728,1,Communication,Always,50,Junior,Rarely
41729,18,Cs,Rarely,72,Sophomore,Always
41730,42,Polsci,Rarely,8,Senior,Rarely
41731,70,Communication,Rarely,67,Senior,Always
41732,83,Cs,Always,21,Junior,Rarely
41733,22,Stat,Rarely,58,Sophomore,Always
41734,13,Cs,Rarely,34,Senior,Always
41735,51,Stat,Always,69,Freshman,Rarely
41736,83,Polsci,Always,85,Junior,Rarely
41737,30,Polsci,Always,48,Sophomore,Rarely
41738,45,Polsci,Rarely,57,Sophomore,Rarely
41739,92,Communication,Rarely,13,Sophomore,Rarely
41740,42,Polsci,Always,1,Junior,Rarely
41741,99,Polsci,Rarely,40,Junior,Always
41742,41,Cs,Rarely,33,Sophomore,Always
41743,21,Cs,Always,87,Freshman,Rarely
41744,65,Communication,Always,9,Sophomore,Always
41745,25,Polsci,Always,47,Sophomore,Always
41746,59,Communication,Rarely,24,Junior,Always
41747,91,Polsci,Rarely,1,Sophomore,Always
41748,0,Polsci,Always,37,Junior,Always
41749,63,Polsci,Rarely,39,Junior,Always
41750,67,Cs,Always,46,Junior,Rarely
41751,40,Polsci,Always,37,Senior,Rarely
41752,91,Polsci,Always,16,Junior,Rarely
41753,40,Polsci,Always,66,Junior,Always
41754,66,Communication,Rarely,86,Sophomore,Always
41755,62,Communication,Rarely,23,Freshman,Always
41756,10,Polsci,Always,98,Sophomore,Always
41757,84,Communication,Rarely,99,Sophomore,Always
41758,65,Communication,Always,54,Junior,Rarely
41759,48,Cs,Always,40,Freshman,Always
41760,17,Stat,Rarely,16,Freshman,Rarely
41761,66,Polsci,Rarely,16,Senior,Rarely
41762,12,Stat,Always,82,Senior,Always
41763,28,Stat,Always,13,Junior,Always
41764,52,Communication,Always,25,Sophomore,Always
41765,62,Communication,Always,41,Junior,Rarely
41766,47,Polsci,Always,28,Junior,Always
41767,81,Cs,Rarely,40,Senior,Always
41768,28,Communication,Always,91,Sophomore,Rarely
41769,23,Communication,Rarely,69,Junior,Rarely
41770,11,Polsci,Rarely,66,Senior,Rarely
41771,14,Polsci,Always,40,Junior,Always
41772,69,Polsci,Always,38,Senior,Rarely
41773,18,Cs,Rarely,71,Freshman,Rarely
41774,100,Stat,Rarely,90,Sophomore,Rarely
41775,75,Stat,Always,29,Sophomore,Always
41776,13,Stat,Rarely,11,Sophomore,Rarely
41777,43,Communication,Rarely,61,Freshman,Always
41778,87,Stat,Always,43,Junior,Always
41779,37,Cs,Always,35,Sophomore,Rarely
41780,28,Cs,Rarely,64,Senior,Rarely
41781,87,Stat,Rarely,70,Freshman,Always
41782,43,Communication,Always,75,Senior,Rarely
41783,96,Stat,Always,46,Sophomore,Always
41784,20,Polsci,Always,99,Junior,Always
41785,22,Stat,Rarely,52,Sophomore,Rarely
41786,4,Stat,Rarely,82,Sophomore,Always
41787,3,Stat,Rarely,82,Freshman,Always
41788,51,Stat,Always,94,Freshman,Rarely
41789,95,Polsci,Always,36,Sophomore,Always
41790,52,Stat,Rarely,48,Junior,Rarely
41791,9,Stat,Always,61,Freshman,Rarely
41792,86,Cs,Always,86,Freshman,Rarely
41793,4,Stat,Rarely,70,Sophomore,Always
41794,69,Communication,Rarely,62,Junior,Always
41795,82,Communication,Rarely,14,Freshman,Always
41796,6,Polsci,Rarely,93,Senior,Always
41797,34,Polsci,Always,85,Senior,Rarely
41798,93,Polsci,Rarely,61,Junior,Rarely
41799,40,Polsci,Always,84,Junior,Rarely
41800,34,Stat,Rarely,15,Sophomore,Always
41801,85,Polsci,Always,17,Sophomore,Rarely
41802,34,Cs,Rarely,2,Senior,Rarely
41803,20,Stat,Always,51,Sophomore,Always
41804,64,Cs,Rarely,40,Sophomore,Always
41805,57,Polsci,Always,69,Junior,Rarely
41806,40,Communication,Rarely,32,Sophomore,Always
41807,72,Polsci,Rarely,98,Freshman,Always
41808,23,Polsci,Always,48,Freshman,Always
41809,17,Stat,Rarely,3,Freshman,Rarely
41810,83,Stat,Always,11,Sophomore,Always
41811,84,Cs,Always,17,Freshman,Rarely
41812,18,Communication,Always,13,Senior,Rarely
41813,15,Communication,Always,18,Sophomore,Always
41814,95,Cs,Rarely,46,Senior,Rarely
41815,34,Stat,Rarely,34,Freshman,Always
41816,56,Stat,Always,57,Sophomore,Always
41817,21,Communication,Always,50,Junior,Rarely
41818,62,Polsci,Rarely,3,Freshman,Always
41819,13,Cs,Always,91,Junior,Rarely
41820,67,Cs,Always,88,Sophomore,Always
41821,21,Polsci,Rarely,8,Sophomore,Rarely
41822,7,Cs,Rarely,48,Senior,Rarely
41823,32,Stat,Always,12,Senior,Always
41824,47,Communication,Always,58,Freshman,Rarely
41825,52,Communication,Rarely,32,Senior,Always
41826,49,Polsci,Always,100,Senior,Always
41827,32,Cs,Always,2,Sophomore,Always
41828,12,Communication,Rarely,16,Freshman,Always
41829,9,Cs,Rarely,94,Freshman,Always
41830,3,Cs,Rarely,53,Junior,Always
41831,31,Polsci,Always,25,Senior,Rarely
41832,96,Polsci,Rarely,53,Junior,Always
41833,59,Polsci,Rarely,5,Junior,Rarely
41834,84,Communication,Rarely,78,Junior,Rarely
41835,17,Polsci,Rarely,80,Senior,Always
41836,4,Stat,Rarely,58,Sophomore,Always
41837,96,Communication,Always,72,Freshman,Always
41838,32,Stat,Rarely,82,Freshman,Always
41839,29,Cs,Rarely,40,Freshman,Always
41840,63,Cs,Rarely,38,Senior,Always
41841,85,Cs,Always,3,Junior,Rarely
41842,50,Cs,Rarely,31,Sophomore,Rarely
41843,72,Polsci,Rarely,72,Junior,Always
41844,99,Polsci,Always,67,Senior,Always
41845,91,Communication,Always,3,Junior,Rarely
41846,65,Stat,Rarely,31,Junior,Always
41847,15,Communication,Always,79,Junior,Rarely
41848,64,Stat,Rarely,65,Sophomore,Always
41849,28,Polsci,Always,28,Senior,Always
41850,60,Stat,Always,22,Junior,Rarely
41851,89,Cs,Always,36,Freshman,Rarely
41852,13,Polsci,Rarely,22,Senior,Always
41853,100,Communication,Rarely,87,Sophomore,Always
41854,8,Stat,Rarely,78,Junior,Always
41855,14,Polsci,Always,75,Sophomore,Rarely
41856,74,Polsci,Rarely,15,Freshman,Always
41857,10,Polsci,Rarely,24,Junior,Always
41858,90,Cs,Always,14,Junior,Always
41859,28,Cs,Always,42,Sophomore,Rarely
41860,42,Communication,Rarely,47,Sophomore,Always
41861,1,Communication,Always,57,Senior,Always
41862,58,Cs,Rarely,43,Junior,Rarely
41863,85,Communication,Rarely,53,Freshman,Always
41864,81,Communication,Always,61,Sophomore,Always
41865,94,Communication,Always,96,Sophomore,Rarely
41866,39,Communication,Rarely,19,Sophomore,Rarely
41867,19,Communication,Rarely,40,Sophomore,Rarely
41868,36,Polsci,Rarely,54,Sophomore,Always
41869,46,Cs,Always,27,Senior,Rarely
41870,64,Communication,Always,1,Freshman,Rarely
41871,38,Polsci,Rarely,76,Junior,Rarely
41872,88,Cs,Always,10,Freshman,Rarely
41873,5,Communication,Rarely,61,Sophomore,Rarely
41874,42,Stat,Rarely,28,Sophomore,Always
41875,83,Polsci,Always,96,Senior,Always
41876,2,Cs,Rarely,37,Freshman,Rarely
41877,48,Cs,Always,36,Junior,Rarely
41878,95,Communication,Rarely,85,Senior,Rarely
41879,70,Stat,Rarely,87,Freshman,Always
41880,49,Cs,Always,15,Senior,Rarely
41881,93,Cs,Always,51,Freshman,Rarely
41882,12,Communication,Rarely,100,Junior,Rarely
41883,97,Stat,Always,88,Junior,Always
41884,19,Polsci,Always,28,Sophomore,Rarely
41885,12,Communication,Rarely,24,Junior,Always
41886,43,Cs,Always,56,Junior,Always
41887,50,Communication,Always,57,Sophomore,Always
41888,42,Cs,Always,70,Junior,Rarely
41889,52,Polsci,Always,45,Senior,Always
41890,90,Communication,Always,2,Freshman,Always
41891,49,Cs,Always,48,Freshman,Rarely
