GPA,Number_Of_Professional_Connections,Earnings,Major,Graduation_Year,Height,Number_Of_Credits,Number_Of_Parking_Tickets
2.05,3,10196.62,Humanities,2004,69.99,123,0
2.87,24,10264.49,Humanities,2015,67.25,123,0
3.18,16,10301.93,Humanities,1966,68.2,122,0
2.08,1,10200.73,Humanities,1990,67.54,121,3
2.2,18,10228.96,Humanities,1988,69.11,122,1
3.15,11,10302.72,Humanities,2001,64.09,121,3
1.94,23,10188.51,Humanities,2005,69.86,122,0
2.69,3,10273.1,Humanities,2004,67.22,121,1
2.74,4,10264.01,Humanities,1991,68.84,121,0
2.43,3,10253.01,Humanities,1964,69.73,122,0
1.7,9,10169.02,Humanities,2015,67.48,122,1
2.71,12,10269.72,Humanities,1992,66.2,121,0
2.65,7,10280.24,Humanities,1996,66.9,120,0
2.45,11,10244.31,Humanities,1997,65.3,123,2
2.5,17,10250.67,Humanities,1994,68.98,127,1
2.22,1,10222.48,Humanities,1967,67.91,120,2
1.78,23,10184.09,Humanities,1966,66.43,123,1
2.22,10,10231.51,Humanities,1994,66.18,121,1
3.15,11,10329.48,Humanities,1972,70.46,121,1
1.62,8,10152.32,Humanities,1995,70.49,127,0
2.6,5,10263.19,Humanities,1974,68.58,122,0
1.79,33,10166.79,Humanities,1986,68.08,121,2
3.04,45,10295.03,Humanities,1978,69.91,121,1
2.35,29,10242.66,Humanities,1969,63.74,124,0
2.93,31,10305.05,Humanities,1985,68.97,120,1
2.29,16,10233.4,Humanities,2007,65.71,121,0
2.49,23,10231.01,Humanities,1993,65.5,123,1
2.14,6,10205.41,Humanities,1982,69.87,121,0
2.41,6,10251.84,Humanities,1967,68.16,126,1
2.34,50,10229.07,Humanities,1987,69.95,124,3
2.56,10,10276.12,Humanities,1966,67.77,122,1
2.67,38,10271.23,Humanities,1971,71.59,125,1
2.07,30,10196.39,Humanities,1962,65.64,122,2
3.11,4,10302.42,Humanities,1974,68.44,121,0
3.05,1,10305.76,Humanities,1992,67.63,123,4
2.18,16,10216.96,Humanities,2000,68.41,123,0
2.64,60,10254.96,Humanities,1998,68.84,121,0
2.88,15,10274.37,Humanities,1986,69.51,122,2
2.8,1,10281.4,Humanities,2002,71.87,120,0
2.43,13,10244.75,Humanities,1990,70.7,123,0
2.38,58,10230.74,Humanities,1998,69.58,122,0
2.53,6,10259.82,Humanities,2004,70.02,123,0
2.63,17,10274.73,Humanities,1988,66.17,125,4
2.17,41,10206.33,Humanities,2011,69.97,121,1
2.26,20,10223.21,Humanities,1992,71.71,121,1
2.66,13,10279.8,Humanities,1971,69.36,120,0
2.57,24,10265.41,Humanities,1993,67.06,123,2
2.24,30,10217.79,Humanities,1992,66.71,122,1
2.73,43,10285.64,Humanities,1965,69.43,123,0
2.89,37,10284.05,Humanities,1966,68.74,121,1
2.94,6,10299.64,Humanities,2006,68.35,125,0
2.86,31,10285.64,Humanities,1983,68.92,122,2
2.1,28,10229.4,Humanities,1995,66.15,120,1
2.65,4,10241.31,Humanities,1969,64.73,121,1
2.59,14,10258.53,Humanities,1987,71.3,120,0
2.2,25,10211.4,Humanities,1969,72.17,121,0
2.05,11,10195.84,Humanities,1975,66.4,120,0
1.8,38,10198.17,Humanities,1969,66.39,121,0
2.15,32,10200.16,Humanities,2006,66.43,122,1
3.51,54,10361.24,Humanities,1963,67.72,121,0
2.45,22,10246.07,Humanities,1971,63.88,125,0
2.2,8,10201.87,Humanities,1995,71.84,123,1
2.39,1,10236.32,Humanities,1982,71.35,123,0
3.19,7,10308.89,Humanities,1966,65.94,125,1
1.54,4,10147.64,Humanities,1970,69.43,124,0
3.6,22,10363.63,Humanities,1965,66.52,122,0
2.6,5,10269.85,Humanities,2006,67.15,120,0
2.78,51,10267.39,Humanities,1967,68.31,121,0
1.88,4,10192.61,Humanities,1974,67.12,123,0
2.56,5,10258.48,Humanities,1993,68.18,123,1
2.04,1,10201.45,Humanities,1972,68.88,120,0
2.63,11,10264.21,Humanities,2006,65.5,121,0
3.46,24,10361.09,Humanities,1983,70.37,122,0
2.85,25,10277.25,Humanities,1977,67.52,121,1
2.63,30,10271.22,Humanities,1968,71,121,0
2.63,11,10265.02,Humanities,1975,68.21,121,0
3.29,22,10336.75,Humanities,1998,67.06,120,0
2.75,3,10268.43,Humanities,2006,66.01,123,0
2.23,45,10215.16,Humanities,1986,70.54,121,1
3.12,2,10317.03,Humanities,1986,68.89,121,1
2.87,13,10282.46,Humanities,2014,64.67,124,0
2.92,36,10274.9,Humanities,2001,67.54,121,2
3.19,18,10323.74,Humanities,1963,66.27,124,1
3.19,1,10337.44,Humanities,1968,68.05,120,2
2.8,38,10288.69,Humanities,1976,71.46,127,0
2.81,3,10287.87,Humanities,1999,68.67,120,2
2.53,2,10235.14,Humanities,1997,67.77,121,0
3.01,4,10296.81,Humanities,2015,67.8,122,1
3.2,22,10309.15,Humanities,1970,68.79,120,2
3.79,1,10379.31,Humanities,1971,64,121,2
2.55,16,10269.19,Humanities,2014,67.08,122,4
2.7,12,10260.46,Humanities,1994,66.55,120,0
2.32,22,10238.57,Humanities,1977,69.64,121,3
2.39,136,10222.3,Humanities,2012,64.93,122,1
2.34,10,10219.82,Humanities,1973,69.39,121,1
2.22,10,10220.47,Humanities,1979,70.67,122,2
2.6,5,10271.94,Humanities,2005,66.93,121,0
2.66,11,10265.37,Humanities,2007,66.24,123,0
2.55,36,10246.22,Humanities,2003,69.68,128,2
1.71,15,10183.51,Humanities,2015,69.17,122,0
2.3,47,10239.24,Humanities,1988,68.41,121,2
2.19,70,10211.29,Humanities,1989,68.93,121,2
2.35,2,10239.56,Humanities,1986,65.88,123,0
2.01,0,10205.95,Humanities,1968,69.51,125,1
3.12,40,10300.35,Humanities,1983,63.44,121,1
3.03,6,10300.72,Humanities,1962,67.49,120,0
3.16,7,10315.84,Humanities,1987,71.05,121,1
2.86,13,10284.15,Humanities,2005,70.33,120,1
2.12,4,10209.68,Humanities,1992,65.5,121,0
3.31,2,10339.36,Humanities,2007,68.28,122,2
2.4,99,10246.73,Humanities,2007,67.28,124,2
2.23,9,10225.36,Humanities,1970,66.81,121,0
2.5,6,10246.56,Humanities,1973,66.4,121,2
1.97,2,10198.97,Humanities,1983,68.81,122,1
2.44,26,10246.56,Humanities,1963,68.02,124,2
2.34,16,10223.21,Humanities,1986,70.05,120,1
2.79,34,10256.19,Humanities,2015,66.86,123,1
2.54,8,10243.4,Humanities,1990,69.14,121,2
2.84,3,10308.53,Humanities,2015,67.89,123,2
2.26,17,10232.21,Humanities,2003,67.72,123,0
2.36,22,10250.97,Humanities,1986,68.85,127,0
3.08,18,10302.71,Humanities,1972,66.58,121,6
3.55,13,10363.17,Humanities,1971,68.28,123,0
1.96,39,10162.62,Humanities,1992,69.3,122,1
2.81,15,10273.42,Humanities,1987,64.68,121,1
2.09,44,10220.23,Humanities,1998,66.24,120,0
2.71,56,10273.56,Humanities,1981,69.24,121,2
2.97,9,10279.75,Humanities,1983,66.81,122,1
1.25,2,10130.51,Humanities,1980,69.14,124,1
2.61,39,10254.28,Humanities,1963,66.56,120,1
2.71,5,10271.92,Humanities,1964,69.94,120,6
2.93,3,10302.5,Humanities,1968,70.69,120,1
2.32,10,10232.44,Humanities,1983,68.58,126,1
2.59,15,10273.26,Humanities,1962,66.58,121,1
2.2,17,10195.07,Humanities,1994,68.71,121,1
2.81,59,10263.53,Humanities,1967,71.31,121,0
2.69,22,10275.79,Humanities,1997,66.26,123,2
2.17,0,10209.89,Humanities,1973,65.39,120,0
2.65,23,10272.23,Humanities,1967,69.7,122,0
2.86,9,10306.72,Humanities,1970,68.68,121,2
2.39,8,10248.31,Humanities,2011,69.28,121,1
3.49,12,10353.57,Humanities,1965,66.23,120,1
2.4,18,10232.92,Humanities,2000,70.83,121,0
2.29,20,10247.75,Humanities,2007,68.86,122,1
2.61,4,10262.5,Humanities,1963,65.34,122,2
2.63,17,10273.94,Humanities,2007,68.1,131,2
2.1,13,10213.07,Humanities,1982,59.63,122,1
2.59,16,10266.8,Humanities,1970,69.27,126,2
2.1,10,10208,Humanities,1989,70.56,121,0
2.5,10,10257.38,Humanities,2002,69.26,122,0
2.02,17,10212.24,Humanities,2014,64.98,121,0
2.79,13,10275.12,Humanities,2007,66.16,121,0
2.22,16,10236.39,Humanities,1994,64.73,122,4
2.33,27,10241.86,Humanities,1995,68.78,121,1
2.5,20,10257,Humanities,1982,65.8,125,0
2.23,11,10225.43,Humanities,2013,65.96,127,0
2.53,84,10254.51,Humanities,1977,67.51,123,0
2.89,30,10291.31,Humanities,1968,70.48,122,2
3.08,2,10315.92,Humanities,1967,65.57,124,2
2.24,17,10221.59,Humanities,2011,67.53,122,2
2.26,22,10225.31,Humanities,1975,67.41,121,0
2.91,10,10288.55,Humanities,2011,65.85,120,0
2.78,31,10280.9,Humanities,1981,68.24,121,2
2.72,19,10274.84,Humanities,1977,67.53,121,1
2.48,27,10265.67,Humanities,1971,69.93,124,1
2.34,9,10247.9,Humanities,2004,69.87,120,2
2.03,13,10211.7,Humanities,2001,70.21,121,0
2.48,3,10238.97,Humanities,1963,66.4,121,2
3.51,31,10352.81,Humanities,1973,68.51,122,1
2.95,34,10293.41,Humanities,2015,64.96,123,2
2.1,45,10208.66,Humanities,1994,66.84,121,1
2.83,11,10273.8,Humanities,2014,68.4,120,0
2.48,1,10235.02,Humanities,1979,67.94,121,2
2.69,15,10262.73,Humanities,1988,71.04,122,2
2.31,9,10240.69,Humanities,1965,65.96,121,1
2.78,29,10275.05,Humanities,1971,66.97,121,1
2.8,32,10280.19,Humanities,1981,70.66,120,4
2.97,10,10300.19,Humanities,1992,70.37,124,1
1.77,83,10187.2,Humanities,1973,67.53,122,1
2.11,7,10211.59,Humanities,2002,71.89,124,1
2.51,30,10244.05,Humanities,1977,67.37,123,0
2.6,12,10258.07,Humanities,1971,64.22,121,2
2.22,16,10228.52,Humanities,1961,68.78,121,1
2.51,12,10267.75,Humanities,1997,64.27,123,4
3.27,3,10347.46,Humanities,2001,68.97,122,1
2.38,8,10227.56,Humanities,1977,66.79,127,1
2.02,28,10209.81,Humanities,2012,67.77,131,0
2.66,29,10253.51,Humanities,2010,65.85,124,0
2.22,28,10225.55,Humanities,2012,68.04,120,1
2.08,8,10201.8,Humanities,2000,66.31,122,0
2.64,20,10268.72,Humanities,1976,64.68,123,1
2.44,3,10242.98,Humanities,1980,70.9,120,1
2.42,1,10234.5,Humanities,1976,65.95,120,0
2.49,10,10249.91,Humanities,1990,70.66,125,0
2.59,3,10252.59,Humanities,1988,63.14,122,5
2.34,16,10217.01,Humanities,2007,68.58,124,2
2.51,29,10258.39,Humanities,1965,65.81,120,2
2.17,35,10218.28,Humanities,2000,69.57,122,1
2.2,64,10230.09,Humanities,2008,66.34,123,0
3.12,10,10300.28,Humanities,1984,68.08,122,1
2.32,82,10231.93,Humanities,1972,69.49,120,1
2.43,59,10269.42,Humanities,1969,64.8,120,2
2.87,3,10279.17,Humanities,1981,64.9,122,1
2.5,4,10228.46,Humanities,1969,65.44,125,0
3.16,2,10319.96,Humanities,1983,69.83,123,0
2.96,74,10292.5,Humanities,1998,68.2,121,0
2.84,31,10283.69,Humanities,2012,68.05,120,0
2.58,4,10247.23,Humanities,1966,67.08,121,1
2.55,12,10259.02,Humanities,1971,70.29,120,1
2.18,1,10223.35,Humanities,1994,63.93,120,3
2.51,44,10232.63,Humanities,1968,66.22,126,1
2.6,13,10259.93,Humanities,2015,67.48,120,0
2.75,52,10287.43,Humanities,1962,68.5,121,0
2.73,14,10293.68,Humanities,1995,68.98,121,1
1.74,18,10183.08,Humanities,2004,65.17,124,1
2.01,35,10191.09,Humanities,1961,64.05,120,0
2.78,2,10270.72,Humanities,1974,70.18,124,0
2.44,40,10225.54,Humanities,1994,67.97,120,2
2.4,2,10236.28,Humanities,2005,67.97,121,1
2.66,25,10247.19,Humanities,2001,67.6,121,1
2.48,61,10246.46,Humanities,2007,68.91,121,1
2.59,8,10260.73,Humanities,1967,68.18,122,3
2.36,4,10225.44,Humanities,2011,69.02,124,1
2.55,19,10237.91,Humanities,1999,69.08,121,1
2.58,4,10254.41,Humanities,1972,71.84,120,1
2.89,2,10305.52,Humanities,1987,68.14,125,0
1.78,45,10159.65,Humanities,1995,68.26,121,2
1.59,9,10165.31,Humanities,1989,69.21,122,0
2.59,44,10257.58,Humanities,2005,68.75,121,0
3.01,15,10302.51,Humanities,1998,68.64,124,2
2.89,15,10282.82,Humanities,1968,67.35,122,2
2.64,2,10278.6,Humanities,1961,69.62,129,2
1.97,7,10196.57,Humanities,2003,68.63,122,1
2.54,20,10253.84,Humanities,1962,69.51,123,1
2.98,16,10295.57,Humanities,1998,70.38,121,1
2.29,12,10248,Humanities,1978,65.71,120,0
2.13,13,10217.22,Humanities,2011,69.57,123,1
3.32,18,10345.37,Humanities,1999,68.05,122,1
3.41,2,10358.11,Humanities,2004,65.87,122,2
2.34,35,10215.47,Humanities,1976,66.74,123,1
3.14,14,10326.67,Humanities,1983,65.51,121,0
2.28,59,10240.93,Humanities,1974,68.48,120,2
2.43,6,10244.75,Humanities,1980,69.37,121,1
3.19,1,10330.87,Humanities,1994,69.34,121,0
2.81,35,10260.45,Humanities,1981,67.71,120,1
2.73,19,10260.54,Humanities,1967,68.74,124,1
2.02,0,10213.58,Humanities,2001,65.49,122,3
3.23,6,10327.51,Humanities,2015,66.38,120,3
2.11,5,10218.52,Humanities,1978,67.64,123,1
2.24,13,10227.87,Humanities,1992,69.1,121,0
3.21,15,10313.28,Humanities,1967,68.08,120,4
2.53,20,10259.42,Humanities,1985,68.46,121,0
2.09,38,10225.3,Humanities,1984,65.53,126,1
2.59,4,10259.97,Humanities,1983,69.61,122,6
3.07,18,10302.25,Humanities,2010,66.96,122,1
2.87,4,10285.29,Humanities,1970,67.46,120,0
2.43,12,10247.21,Humanities,1982,67.9,120,1
2.33,21,10238,Humanities,1990,68.06,128,0
2.38,10,10229.51,Humanities,1990,71.26,123,0
2.89,44,10307.54,Humanities,2005,67.69,125,0
3.07,24,10298.27,Humanities,2009,68.5,121,1
2.27,1,10231.68,Humanities,1989,66.09,123,0
1.84,4,10181.41,Humanities,2005,68.5,125,2
2.35,10,10221.72,Humanities,2000,68.24,125,2
3.1,2,10310.69,Humanities,1991,68.23,121,2
2.39,14,10254.67,Humanities,2012,69.66,123,1
2.45,2,10226.34,Humanities,2001,68.42,122,0
2.88,4,10302.97,Humanities,1981,65.02,121,1
3.11,24,10320.34,Humanities,2000,70.11,127,0
2.7,29,10275.55,Humanities,1992,66.51,120,0
1.98,10,10195.4,Humanities,2002,70.73,121,1
1.93,0,10187.41,Humanities,1997,66.21,120,1
2.31,23,10228.44,Humanities,1965,71.49,120,1
2.52,9,10270.24,Humanities,1965,71.73,121,0
2.66,12,10267.27,Humanities,1993,65.89,122,1
1.99,21,10204.38,Humanities,2011,69,120,0
2.06,23,10200.39,Humanities,2007,70.58,124,3
2.84,4,10274.32,Humanities,1980,68.58,121,1
2.63,59,10241.53,Humanities,2007,66.42,122,1
2.58,13,10265.7,Humanities,1966,67.84,121,0
2.47,14,10242.77,Humanities,1973,61.51,124,1
2.5,10,10254.03,Humanities,2006,66.19,121,0
1.69,28,10175.38,Humanities,2009,71.57,122,3
3.47,43,10363.31,Humanities,1961,66.27,122,3
2.52,20,10254.74,Humanities,2004,70.21,122,3
2.68,31,10258.06,Humanities,1988,67.93,129,1
2.25,2,10224.72,Humanities,1988,69.66,121,1
2.31,15,10225.86,Humanities,1996,64.66,122,2
2.92,24,10300.04,Humanities,1977,72.01,124,1
3.22,1,10315.62,Humanities,1977,66.79,120,1
2.76,66,10275.93,Humanities,1970,70.23,126,1
3.05,1,10293.28,Humanities,1995,67.99,121,1
2.44,20,10248.73,Humanities,2010,66.23,123,1
2.78,17,10276.23,Humanities,1979,69.36,122,1
3.03,46,10302.75,Humanities,1981,66.09,120,1
2.97,5,10277.83,Humanities,1970,65.54,122,1
3.05,14,10293.91,Humanities,1978,71.18,120,2
2.81,31,10267.18,Humanities,1966,66.42,122,0
2.24,11,10236.7,Humanities,2003,64.82,123,0
2.21,5,10226.12,Humanities,1988,71.06,121,2
2.38,44,10254.34,Humanities,1962,67.66,120,1
2.55,16,10248.5,Humanities,1987,71.3,120,1
2.4,62,10240.48,Humanities,1965,67.37,120,0
2.42,35,10236.2,Humanities,1996,69.03,120,1
1.94,14,10193.55,Humanities,1996,69.56,122,1
3.1,7,10299.72,Humanities,2015,64.07,123,0
2.28,1,10214.83,Humanities,1968,69,121,1
2.49,50,10261.82,Humanities,1986,67.12,125,0
1.98,18,10199.58,Humanities,1995,67.01,122,2
2.89,44,10293.57,Humanities,2003,64.48,121,0
2.51,12,10245.92,Humanities,1992,70.68,129,0
2.13,9,10213.27,Humanities,1973,66.06,122,1
2.66,0,10264.08,Humanities,2010,66.75,123,0
2.56,9,10257.92,Humanities,1991,67.56,124,2
2.87,15,10287.02,Humanities,1979,70.6,120,0
2.76,12,10266.18,Humanities,1996,66.17,121,0
2.18,0,10225.39,Humanities,2009,68.93,121,0
1.79,5,10157.81,Humanities,1981,68.25,121,2
2.62,1,10258.95,Humanities,1965,69.53,121,1
2.98,12,10300.1,Humanities,1969,66.73,121,1
2.72,16,10274.4,Humanities,1983,66.56,121,1
2.35,8,10252.97,Humanities,1994,66.44,129,1
2.84,5,10270.19,Humanities,1966,70.84,123,1
2.98,21,10301.21,Humanities,1963,69.43,121,2
2.6,33,10266.69,Humanities,1999,67.98,121,1
1.69,32,10163.34,Humanities,1973,72.98,122,2
2.16,5,10209.37,Humanities,1980,71.01,122,1
2.11,37,10232.29,Humanities,2003,63.86,121,2
3.01,8,10305.24,Humanities,1975,66.78,122,0
2.52,68,10260.77,Humanities,2009,63.15,125,2
2.99,10,10294.38,Humanities,1967,69.53,123,0
2.15,7,10225.08,Humanities,1978,67.94,125,2
2.5,11,10261.17,Humanities,1983,67.66,120,0
2.73,4,10262.06,Humanities,1983,64.35,127,1
3.42,32,10349.26,Humanities,2002,63.94,124,0
2.88,45,10296.02,Humanities,1990,70.53,125,1
2.38,13,10242.24,Humanities,1974,67.16,123,2
2.01,10,10193.42,Humanities,1981,68.14,123,2
1.89,58,10191.67,Humanities,1961,65.66,120,6
2.24,9,10209.35,Humanities,1962,67.8,121,1
2.55,22,10248.08,Humanities,1998,65.69,120,0
2.76,17,10280,Humanities,1988,66.01,123,1
2.22,43,10211.09,Humanities,2003,64.65,122,0
3.44,18,10343.28,Humanities,1981,69.29,127,0
2.73,33,10281.41,Humanities,2000,67.44,123,1
1.96,2,10201.36,Humanities,1996,71.22,121,2
3.37,8,10341.42,Humanities,2015,68.95,120,1
1.82,38,10187.14,Humanities,1983,65.25,120,1
2.57,6,10274.31,Humanities,1990,67.85,121,1
3.2,3,10316.92,Humanities,2013,66.62,120,0
2.45,45,10248.72,Humanities,1995,69.09,121,0
2.01,72,10187.22,Humanities,2008,73.96,124,0
2.16,24,10220.03,Humanities,2006,65.06,123,1
2.51,2,10250.2,Humanities,1982,70.83,120,3
2.27,23,10240.51,Humanities,1969,71.86,123,1
2.14,14,10216.84,Humanities,1993,65.74,124,2
2.02,3,10197.68,Humanities,1962,68.26,120,2
2.18,85,10226.11,Humanities,1966,66.9,120,0
1.69,50,10144.09,Humanities,2002,65.98,128,2
2.35,63,10241.87,Humanities,2002,70.55,121,1
1.73,60,10179.56,Humanities,1961,68.71,122,0
2.63,28,10269.1,Humanities,2008,70.55,122,2
1.87,6,10171.13,Humanities,1974,66.77,121,0
3.01,15,10312.63,Humanities,1982,73.26,123,1
2.64,1,10268.73,Humanities,1989,70.57,121,0
2.77,12,10286.98,Humanities,2013,66.63,120,2
2.36,38,10218.16,Humanities,1999,67.1,120,2
2.62,18,10272.12,Humanities,1964,67.78,123,0
2.89,21,10284.51,Humanities,1965,69.62,123,0
3.04,14,10318.23,Humanities,1999,69,123,2
3.56,8,10368.11,Humanities,2012,66.44,122,1
2.89,22,10311.22,Humanities,2005,68.62,122,1
2.03,45,10199.6,Humanities,1987,67.62,123,3
2.63,2,10268.7,Humanities,2006,67.25,122,0
1.97,16,10199.21,Humanities,1995,67.51,122,1
2.59,21,10268.19,Humanities,1965,65.29,127,1
2.99,0,10315.74,Humanities,2013,67.1,120,1
2.03,29,10189.2,Humanities,1981,70.31,121,2
2.23,74,10230.35,Humanities,1962,66.64,123,2
2.61,16,10255.75,Humanities,2001,67.81,121,1
2.72,1,10262.35,Humanities,2000,66.39,121,1
1.95,39,10190.94,Humanities,1991,69.38,120,0
2.69,4,10278.23,Humanities,1972,71.11,120,2
2.64,65,10261.56,Humanities,1964,66.47,122,4
2.67,11,10258.87,Humanities,1988,67.18,121,0
2.67,18,10260.54,Humanities,1968,69.12,128,0
2.11,8,10210.79,Humanities,1998,68.16,126,1
2.71,3,10270.7,Humanities,2007,66.05,121,0
2.62,1,10267.26,Humanities,1967,66.08,121,1
1.73,5,10174.12,Humanities,1972,68.65,122,2
1.78,9,10157.76,Humanities,1976,69.77,124,1
3.05,20,10298.09,Humanities,1982,68.96,125,0
2.17,36,10224.56,Humanities,1974,70.33,121,0
2.18,27,10214.38,Humanities,1974,67.3,129,0
2.97,20,10300.66,Humanities,1990,69.49,122,0
2.81,41,10282.6,Humanities,2002,69.97,121,1
2.54,45,10257.2,Humanities,2000,66.05,120,2
2.44,2,10254.18,Humanities,1971,67.26,121,2
2.2,1,10222.45,Humanities,1974,69.04,121,1
2.29,31,10232.02,Humanities,2009,71.73,122,0
2.97,16,10281.03,Humanities,1976,70.26,129,0
2.83,106,10262.42,Humanities,1967,69.64,121,1
2.67,40,10267.59,Humanities,2002,68.13,124,0
2.35,12,10230.72,Humanities,1994,68.59,121,0
1.74,11,10207.39,Humanities,1980,67.72,122,1
2.42,8,10231.47,Humanities,1966,69.31,120,0
2.25,83,10229.8,Humanities,1995,64.89,120,2
1.85,3,10196.78,Humanities,1964,72.63,122,2
3.19,24,10336.04,Humanities,1966,70.35,121,1
2.23,18,10209.11,Humanities,1980,68.19,122,0
3.1,7,10295.45,Humanities,2002,69.22,120,0
3.18,8,10323.75,Humanities,1980,71.66,120,0
2.29,70,10216.44,Humanities,1988,70.39,122,0
2.36,3,10240.86,Humanities,1975,67.54,120,1
3.05,1,10305.49,Humanities,1997,70.4,123,1
2.74,9,10280.59,Humanities,1988,70.4,123,1
2.1,25,10204.3,Humanities,1995,64.81,122,0
2.78,75,10291.96,Humanities,2007,67.14,121,1
2.33,37,10235.49,Humanities,2007,69.58,120,1
2.26,38,10222.39,Humanities,2015,72.78,125,0
1.44,0,10155.33,Humanities,1979,70.83,122,1
2.59,15,10262.58,Humanities,1990,65.51,120,0
2.83,1,10286.63,Humanities,1989,69.37,122,0
1.62,3,10152.24,Humanities,1973,65.39,121,3
2.31,69,10217.41,Humanities,1992,67.73,121,0
2.61,59,10261.14,Humanities,1978,68.78,120,0
2.81,2,10277.84,Humanities,1970,64.82,127,1
2.58,7,10256.18,Humanities,1983,70.51,123,1
2.73,38,10278.31,Humanities,2004,67.1,120,1
2.65,12,10260.93,Humanities,2010,69.77,120,3
1.74,38,10180.81,Humanities,2013,68.31,121,0
2.02,6,10188.67,Humanities,1962,73.08,120,1
2.49,0,10251.59,Humanities,1991,68.58,122,0
2.2,1,10229.1,Humanities,1983,63.65,120,1
2.97,30,10311.73,Humanities,1979,68.05,122,0
2.73,9,10259.73,Humanities,1964,70.96,122,4
2.11,15,10205.54,Humanities,1966,67.34,123,3
2.96,14,10304.33,Humanities,1962,68.9,122,0
3.09,16,10323.26,Humanities,1987,67.17,120,2
3.23,16,10353.51,Humanities,1976,69.96,121,1
1.97,12,10192.71,Humanities,1966,67.94,121,3
0.88,33,10080.74,Humanities,2004,69.48,121,1
2.29,13,10232.19,Humanities,1991,69.58,122,2
2.29,7,10227.05,Humanities,2008,67.94,128,1
2.77,7,10280.38,Humanities,2007,67.2,122,3
2.69,25,10263.77,Humanities,1977,72.49,128,0
2.41,28,10241.27,Humanities,1985,67.88,120,2
2.2,1,10213.2,Humanities,1967,67.47,123,1
1.38,14,10145.27,Humanities,1988,65.29,123,0
2.82,43,10264.36,Humanities,2005,62.72,121,1
2.7,26,10260.1,Humanities,2008,67.24,121,1
2.36,15,10227.84,Humanities,2012,68.41,120,0
2.01,46,10203.01,Humanities,1986,65.41,123,0
2.71,0,10276.54,Humanities,2010,66.84,127,0
2.84,14,10295.68,Humanities,2006,66.01,121,1
2.24,0,10221.68,Humanities,1976,68.95,121,2
2.54,39,10245.38,Humanities,1976,67.92,126,1
2.01,20,10213.04,Humanities,1962,67.58,122,1
2.67,10,10281.7,Humanities,2007,71.16,126,1
3.14,29,10310.96,Humanities,1990,67.26,128,0
2.99,26,10318.72,Humanities,1980,69.08,121,1
2.62,34,10272.3,Humanities,1962,66.79,124,3
2.3,12,10245.22,Humanities,1975,65.8,121,0
2.24,1,10219.64,Humanities,2004,67.64,123,0
1.68,12,10156.49,Humanities,1988,70.08,121,1
1.68,16,10159.89,Humanities,2012,67.14,121,0
2.81,1,10274.5,Humanities,1985,70.24,120,1
2.85,5,10291.42,Humanities,2010,71.89,122,2
2.93,43,10285.5,Humanities,1993,63.86,121,1
2.39,13,10241.12,Humanities,1978,67.62,124,1
2.66,82,10284.9,Humanities,1981,67.34,121,3
2.36,4,10228.45,Humanities,1970,67.69,121,2
2.61,75,10263.22,Humanities,1979,65.03,123,2
3.26,6,10321.94,Humanities,1984,70.3,122,0
1.74,4,10181.68,Humanities,1991,68.88,121,0
2.29,17,10239.59,Humanities,1980,65.02,121,0
2.38,32,10233.28,Humanities,2001,64.75,122,0
2.66,20,10262.93,Humanities,2004,68.86,121,0
2.95,8,10288.35,Humanities,1987,70.18,120,2
2.24,14,10198.3,Humanities,1982,70.46,121,2
2.33,5,10218.5,Humanities,2014,69.09,121,5
3.59,9,10349.69,Humanities,1987,69.52,120,1
2.02,3,10218.02,Humanities,2003,69.04,122,1
2.45,53,10256.01,Humanities,2002,69.17,122,0
3.27,24,10329.03,Humanities,1967,67.59,120,0
2.78,7,10265.95,Humanities,2010,68.46,121,1
3.18,12,10343.43,Humanities,1977,68.48,120,0
1.59,1,10162.6,Humanities,1970,68.33,121,0
1.98,6,10199.32,Humanities,1962,66.69,122,0
2.74,3,10280.38,Humanities,1986,70.16,121,1
2.65,6,10268.14,Humanities,1981,68.69,123,3
2.27,4,10240.83,Humanities,1994,66.86,122,0
2.81,5,10274.59,Humanities,1968,69.06,122,0
2.7,4,10290.43,Humanities,1991,71.08,122,1
3.62,2,10357.01,Humanities,1990,70.23,123,3
2.52,16,10239.69,Humanities,1986,68.8,121,0
1.85,14,10180.5,Humanities,1962,70.01,120,1
2.49,15,10228.96,Humanities,1991,67.24,120,0
2.27,23,10238.57,Humanities,1969,70.81,120,3
2.72,35,10267.89,Humanities,1973,73.67,126,1
