AGE,STATUS,EDUCATION,YEARS,PROFESSION,NATIVE
26,Private,Masters,14,Prof-specialty,United-States
26,Private,Bachelors,13,Exec-managerial,Vietnam
26,State-gov,HS-grad,9,Craft-repair,United-States
26,Private,HS-grad,9,Farming-fishing,Philippines
26,Private,11th,7,Machine-op-inspct,United-States
26,Private,Some-college,10,Craft-repair,United-States
26,Private,HS-grad,9,Adm-clerical,United-States
26,Local-gov,Bachelors,13,Prof-specialty,United-States
26,Private,Some-college,10,Craft-repair,Taiwan
26,Private,Assoc-voc,11,Exec-managerial,United-States
26,Private,HS-grad,9,Adm-clerical,United-States
26,Private,HS-grad,9,Protective-serv,United-States
26,Private,Bachelors,13,Prof-specialty,United-States
26,Private,HS-grad,9,Craft-repair,United-States
26,Self-emp-not-inc,HS-grad,9,Craft-repair,United-States
26,NA,Bachelors,13,NA,United-States
26,Private,7th-8th,4,Other-service,NA
26,Private,Assoc-acdm,12,Other-service,United-States
26,State-gov,Bachelors,13,Adm-clerical,United-States
26,Private,Some-college,10,Craft-repair,United-States
26,Private,Bachelors,13,Exec-managerial,United-States
26,Private,Some-college,10,Farming-fishing,United-States
26,Private,HS-grad,9,Handlers-cleaners,United-States
26,Private,Some-college,10,Machine-op-inspct,United-States
26,Private,HS-grad,9,Other-service,United-States
26,Private,HS-grad,9,Other-service,United-States
26,Private,Bachelors,13,Prof-specialty,United-States
26,Private,HS-grad,9,Other-service,United-States
26,NA,Some-college,10,NA,Philippines
26,Private,HS-grad,9,Farming-fishing,United-States
26,Private,HS-grad,9,Other-service,United-States
26,Private,HS-grad,9,Exec-managerial,United-States
26,State-gov,Masters,14,Exec-managerial,United-States
26,Private,Some-college,10,Exec-managerial,Germany
26,Private,Bachelors,13,Exec-managerial,United-States
26,Private,HS-grad,9,Craft-repair,United-States
26,Private,HS-grad,9,Craft-repair,Mexico
26,Private,Some-college,10,Machine-op-inspct,United-States
26,Private,HS-grad,9,Craft-repair,United-States
26,Private,Bachelors,13,Prof-specialty,United-States
26,Private,Some-college,10,Craft-repair,United-States
26,Private,Assoc-acdm,12,Machine-op-inspct,United-States
26,Local-gov,Prof-school,4,Other-service,India
26,Never-worked,Doctorate,16,Transport-moving,India
26,Private,Doctorate,15,Other-service,India
26,State-gov,Masters,13,Other-service,India
27,Private,HS-grad,9,Other-service,Mexico
27,Private,Assoc-voc,11,Adm-clerical,United-States
27,Private,Some-college,10,Sales,United-States
27,Private,HS-grad,9,Other-service,United-States
27,Private,Bachelors,13,Craft-repair,United-States
27,Private,HS-grad,9,Sales,United-States
27,Local-gov,Masters,14,Prof-specialty,United-States
27,Private,Bachelors,13,Tech-support,United-States
27,Private,Bachelors,13,Craft-repair,United-States
27,Private,Some-college,10,Craft-repair,Philippines
27,Private,9th,5,Craft-repair,Mexico
27,Private,10th,6,Other-service,United-States
27,Private,HS-grad,9,Transport-moving,United-States
27,Private,Some-college,10,Sales,United-States
27,Private,HS-grad,9,Machine-op-inspct,United-States
27,Private,HS-grad,9,Sales,United-States
27,Private,Bachelors,13,Other-service,United-States
27,Private,HS-grad,9,Machine-op-inspct,United-States
27,Private,Some-college,10,Prof-specialty,United-States
27,State-gov,Some-college,10,Transport-moving,United-States
27,Private,Assoc-voc,11,Craft-repair,United-States
27,Private,HS-grad,9,Craft-repair,United-States
27,NA,Assoc-acdm,12,NA,United-States
27,Private,HS-grad,9,Sales,United-States
27,Private,Some-college,10,Sales,United-States
27,Private,Bachelors,13,Sales,United-States
27,Private,HS-grad,9,Craft-repair,United-States
27,Local-gov,Bachelors,13,Prof-specialty,United-States
27,Private,Bachelors,13,Adm-clerical,United-States
27,Private,Some-college,10,Other-service,United-States
27,Private,HS-grad,9,Sales,United-States
27,Private,Bachelors,13,Tech-support,United-States
27,Private,HS-grad,9,Handlers-cleaners,United-States
27,Private,Bachelors,13,Craft-repair,United-States
27,Private,10th,6,Machine-op-inspct,United-States
27,Private,5th-6th,3,Farming-fishing,Mexico
27,Private,10th,6,Other-service,United-States
27,Federal-gov,Some-college,10,Craft-repair,United-States
27,Private,Assoc-voc,11,Sales,United-States
27,Private,HS-grad,9,Other-service,United-States
27,Federal-gov,Bachelors,13,Exec-managerial,United-States
27,Local-gov,Some-college,10,Exec-managerial,United-States
27,Private,Bachelors,13,Sales,United-States
27,Private,HS-grad,9,Farming-fishing,United-States
27,Local-gov,Bachelors,13,Prof-specialty,United-States
27,Private,11th,7,Sales,United-States
27,Self-emp-not-inc,Bachelors,13,Exec-managerial,United-States
27,Private,Masters,14,Exec-managerial,United-States
27,Private,Bachelors,13,Prof-specialty,United-States
27,Private,HS-grad,9,Other-service,United-States
27,Private,Bachelors,13,Craft-repair,United-States
27,Local-gov,Bachelors,13,Prof-specialty,United-States
27,NA,Some-college,10,NA,United-States
27,Private,7th-8th,4,Transport-moving,United-States
27,Private,Some-college,10,Other-service,United-States
27,Private,HS-grad,9,Craft-repair,United-States
27,Private,Some-college,10,Adm-clerical,United-States
27,Private,11th,7,Handlers-cleaners,United-States
27,Private,Some-college,10,Sales,United-States
27,Federal-gov,HS-grad,9,Exec-managerial,United-States
27,Private,HS-grad,9,Adm-clerical,United-States
27,Private,5th-6th,3,Transport-moving,Mexico
27,Self-emp-not-inc,11th,7,Craft-repair,United-States
27,Self-emp-inc,Some-college,10,Adm-clerical,United-States
27,Private,Bachelors,13,Adm-clerical,Hong
27,Federal-gov,Some-college,10,Adm-clerical,United-States
27,Private,Some-college,10,Craft-repair,United-States
27,Local-gov,HS-grad,9,Handlers-cleaners,United-States
27,Self-emp-not-inc,HS-grad,9,Transport-moving,United-States
27,State-gov,Masters,14,Prof-specialty,Germany
27,Private,Bachelors,13,Sales,United-States
27,Private,Some-college,10,Prof-specialty,United-States
27,Private,Bachelors,13,Prof-specialty,United-States
27,Private,HS-grad,9,Craft-repair,United-States
27,Private,HS-grad,9,Craft-repair,Ireland
27,Private,Some-college,10,Sales,United-States
27,Private,Some-college,10,Adm-clerical,United-States
27,State-gov,Bachelors,13,Prof-specialty,United-States
27,Private,HS-grad,9,Exec-managerial,United-States
27,Private,HS-grad,9,Craft-repair,United-States
27,Private,HS-grad,9,Craft-repair,United-States
27,Private,10th,6,Exec-managerial,Mexico
27,Private,Some-college,10,Handlers-cleaners,United-States
27,Private,Some-college,10,Transport-moving,United-States
27,Private,Prof-school,15,Adm-clerical,United-States
27,Private,Some-college,10,Sales,United-States
27,Private,Assoc-voc,11,Adm-clerical,United-States
27,Private,HS-grad,9,Sales,United-States
27,Private,Prof-school,15,Prof-specialty,United-States
27,Self-emp-inc,Assoc-voc,11,Other-service,United-States
27,Private,HS-grad,9,Priv-house-serv,United-States
27,Private,5th-6th,3,Handlers-cleaners,Guatemala
27,Private,HS-grad,9,Adm-clerical,United-States
27,Private,Assoc-voc,11,Adm-clerical,United-States
27,Private,HS-grad,9,Craft-repair,United-States
27,Private,HS-grad,9,Other-service,United-States
27,Private,HS-grad,9,Sales,United-States
27,NA,Bachelors,13,NA,United-States
27,Private,Some-college,10,Adm-clerical,United-States
27,Private,Bachelors,13,Craft-repair,United-States
27,Private,Some-college,10,Handlers-cleaners,United-States
27,Private,HS-grad,9,Handlers-cleaners,United-States
27,Local-gov,Masters,14,Prof-specialty,United-States
27,NA,Assoc-voc,11,NA,United-States
27,Self-emp-inc,HS-grad,9,Adm-clerical,United-States
27,Federal-gov,HS-grad,9,Craft-repair,United-States
27,Self-emp-not-inc,Assoc-acdm,12,Transport-moving,United-States
27,Private,Some-college,10,Exec-managerial,United-States
27,Private,HS-grad,9,Machine-op-inspct,Canada
27,Private,HS-grad,9,Other-service,United-States
27,Private,HS-grad,9,Adm-clerical,Jamaica
27,Private,Some-college,10,Craft-repair,United-States
27,Private,Some-college,10,Adm-clerical,United-States
27,Private,HS-grad,9,Exec-managerial,United-States
27,Private,Assoc-voc,11,Farming-fishing,United-States
27,Private,Assoc-acdm,12,Other-service,United-States
27,Private,Bachelors,13,Exec-managerial,United-States
27,Federal-gov,Assoc-acdm,12,Transport-moving,United-States
27,Private,7th-8th,4,Other-service,Guatemala
27,Self-emp-not-inc,10th,6,Craft-repair,United-States
27,Private,Assoc-acdm,12,Other-service,Philippines
27,Private,Bachelors,13,Exec-managerial,United-States
27,Private,HS-grad,9,Craft-repair,United-States
27,Private,HS-grad,9,Adm-clerical,United-States
27,Private,Assoc-acdm,12,Adm-clerical,United-States
27,Private,Some-college,10,Adm-clerical,United-States
27,Private,Some-college,10,Craft-repair,United-States
27,Private,Masters,14,Sales,United-States
27,Self-emp-inc,HS-grad,9,Craft-repair,United-States
27,NA,HS-grad,9,NA,United-States
27,Private,HS-grad,9,Craft-repair,United-States
27,Federal-gov,Bachelors,13,Adm-clerical,United-States
27,Private,Bachelors,13,Exec-managerial,United-States
27,Private,Assoc-voc,11,Sales,United-States
27,Private,Bachelors,13,Adm-clerical,United-States
27,Private,HS-grad,9,Protective-serv,Japan
27,Private,1st-4th,2,Other-service,Dominican-Republic
27,Private,Assoc-acdm,12,Craft-repair,United-States
27,Private,Some-college,10,Prof-specialty,Cambodia
27,Private,Some-college,10,Adm-clerical,United-States
27,Private,HS-grad,9,Machine-op-inspct,United-States
27,Private,HS-grad,9,Craft-repair,United-States
27,Private,Assoc-acdm,12,Sales,United-States
27,Private,Some-college,10,Transport-moving,United-States
27,NA,Some-college,10,NA,United-States
27,Private,HS-grad,9,Craft-repair,United-States
27,NA,Some-college,10,NA,United-States
27,Private,HS-grad,9,Handlers-cleaners,Mexico
27,Private,Assoc-voc,11,Adm-clerical,United-States
27,Private,Bachelors,13,Prof-specialty,United-States
27,Local-gov,Assoc-voc,11,Adm-clerical,United-States
27,Private,HS-grad,9,Craft-repair,United-States
27,Private,Bachelors,13,Sales,United-States
27,Private,Bachelors,13,Sales,NA
27,Private,Some-college,10,Adm-clerical,United-States
27,Private,Some-college,10,Prof-specialty,NA
27,Private,Bachelors,13,Prof-specialty,United-States
27,Private,11th,7,Sales,United-States
27,Private,Bachelors,13,Exec-managerial,United-States
27,Private,Preschool,1,Farming-fishing,Mexico
27,Private,HS-grad,9,Transport-moving,United-States
27,Private,10th,6,Machine-op-inspct,United-States
27,Private,HS-grad,9,Other-service,United-States
27,Private,HS-grad,9,Adm-clerical,United-States
27,Private,Assoc-voc,11,Craft-repair,Mexico
27,Private,Bachelors,13,Prof-specialty,United-States
27,Private,Some-college,10,Tech-support,United-States
27,Private,10th,6,Transport-moving,United-States
27,Private,HS-grad,9,Machine-op-inspct,United-States
27,Private,7th-8th,4,Machine-op-inspct,United-States
27,Private,HS-grad,9,Sales,United-States
27,Self-emp-not-inc,Some-college,10,Farming-fishing,United-States
27,Local-gov,Some-college,10,Protective-serv,United-States
27,Private,Some-college,10,Adm-clerical,United-States
27,Private,HS-grad,9,Machine-op-inspct,Dominican-Republic
27,Private,Bachelors,13,Tech-support,United-States
27,Private,HS-grad,9,Machine-op-inspct,United-States
27,Federal-gov,HS-grad,9,Other-service,United-States
27,Private,Some-college,10,Exec-managerial,United-States
27,Private,HS-grad,9,Other-service,United-States
27,Local-gov,Bachelors,13,Protective-serv,United-States
27,Private,Bachelors,13,Exec-managerial,Dominican-Republic
27,Private,Some-college,10,Farming-fishing,United-States
27,Private,HS-grad,9,Machine-op-inspct,United-States
27,Private,Assoc-voc,11,Sales,United-States
27,Private,Some-college,10,Exec-managerial,United-States
27,Private,10th,6,Other-service,Mexico
27,Private,Bachelors,13,Prof-specialty,Philippines
27,Private,HS-grad,9,Transport-moving,United-States
27,Private,Bachelors,13,Exec-managerial,United-States
27,Private,HS-grad,9,Other-service,United-States
27,Self-emp-not-inc,Assoc-acdm,12,Prof-specialty,United-States
27,Private,7th-8th,4,Farming-fishing,NA
27,Private,HS-grad,9,Machine-op-inspct,Philippines
27,State-gov,Masters,14,Prof-specialty,China
27,Private,Bachelors,13,Adm-clerical,United-States
27,Private,HS-grad,9,Other-service,United-States
27,Local-gov,Bachelors,13,Tech-support,United-States
27,Private,HS-grad,9,Handlers-cleaners,United-States
27,Private,Assoc-voc,11,Exec-managerial,United-States
27,Private,Some-college,10,Machine-op-inspct,United-States
27,Private,Some-college,10,Craft-repair,United-States
27,Private,HS-grad,9,Adm-clerical,United-States
27,Private,Some-college,10,Other-service,United-States
27,Private,Assoc-voc,11,Tech-support,United-States
27,Private,Some-college,10,Sales,United-States
27,Private,Bachelors,13,Tech-support,United-States
27,Private,Some-college,10,Tech-support,United-States
27,Private,HS-grad,9,Craft-repair,United-States
27,Private,Bachelors,13,Prof-specialty,United-States
27,Self-emp-not-inc,HS-grad,9,Sales,United-States
27,Private,Bachelors,13,Prof-specialty,United-States
27,Local-gov,Masters,14,Prof-specialty,United-States
27,NA,Bachelors,13,NA,Mexico
27,Private,HS-grad,9,Adm-clerical,United-States
27,Private,Bachelors,13,Adm-clerical,United-States
27,NA,Some-college,10,NA,United-States
27,Private,Bachelors,13,Prof-specialty,United-States
27,Self-emp-not-inc,HS-grad,9,Transport-moving,United-States
27,Private,11th,7,Machine-op-inspct,United-States
27,Private,12th,8,Machine-op-inspct,United-States
27,Private,Bachelors,13,Prof-specialty,United-States
27,State-gov,Some-college,10,Tech-support,United-States
27,State-gov,Bachelors,13,Prof-specialty,United-States
27,NA,Bachelors,13,NA,United-States
27,Private,11th,7,Exec-managerial,United-States
27,Private,HS-grad,9,Handlers-cleaners,Japan
27,Private,HS-grad,9,Adm-clerical,United-States
27,State-gov,Some-college,10,Protective-serv,United-States
27,Private,Assoc-acdm,12,Exec-managerial,United-States
27,Private,Some-college,10,Farming-fishing,United-States
27,Local-gov,HS-grad,9,Farming-fishing,United-States
27,Self-emp-not-inc,HS-grad,9,Farming-fishing,United-States
27,Private,Bachelors,13,Prof-specialty,United-States
27,Private,HS-grad,9,Transport-moving,United-States
27,Private,Some-college,10,Other-service,United-States
27,NA,HS-grad,9,NA,United-States
27,Local-gov,Bachelors,13,Prof-specialty,United-States
27,State-gov,Some-college,10,Other-service,United-States
27,Private,HS-grad,9,Craft-repair,United-States
27,Federal-gov,HS-grad,9,Adm-clerical,United-States
27,Private,HS-grad,9,Craft-repair,United-States
27,Private,Some-college,10,Tech-support,United-States
27,Private,HS-grad,9,Sales,United-States
27,Private,HS-grad,9,Handlers-cleaners,United-States
27,Private,Bachelors,13,Exec-managerial,United-States
27,Private,Some-college,10,Other-service,United-States
27,Private,HS-grad,9,Other-service,United-States
27,Private,HS-grad,9,Transport-moving,United-States
27,State-gov,Bachelors,13,Protective-serv,United-States
27,Private,HS-grad,9,Handlers-cleaners,United-States
27,Private,HS-grad,9,Other-service,United-States
27,Self-emp-inc,9th,5,Craft-repair,United-States
27,Private,Some-college,10,Machine-op-inspct,United-States
27,Private,Some-college,10,Craft-repair,United-States
27,Private,HS-grad,9,Adm-clerical,United-States
27,Self-emp-not-inc,HS-grad,9,Sales,United-States
27,Private,Some-college,10,Exec-managerial,United-States
27,Private,Assoc-voc,11,Handlers-cleaners,United-States
27,Private,HS-grad,9,Machine-op-inspct,United-States
27,Private,Assoc-voc,11,Sales,United-States
27,Private,HS-grad,9,Transport-moving,United-States
27,Private,HS-grad,9,Craft-repair,United-States
27,Private,Assoc-voc,11,Sales,United-States
27,Private,9th,5,Farming-fishing,United-States
27,Private,Bachelors,13,Adm-clerical,United-States
27,Self-emp-not-inc,Some-college,10,Sales,United-States
27,Private,HS-grad,9,Craft-repair,United-States
27,Private,HS-grad,9,Other-service,United-States
27,Private,Assoc-voc,11,Machine-op-inspct,United-States
27,Private,HS-grad,9,Prof-specialty,United-States
27,Private,HS-grad,9,Machine-op-inspct,United-States
27,Private,HS-grad,9,Craft-repair,United-States
27,State-gov,Assoc-acdm,12,Protective-serv,United-States
27,Local-gov,Bachelors,13,Prof-specialty,United-States
27,Private,Bachelors,13,Tech-support,Philippines
27,Private,5th-6th,3,Transport-moving,Mexico
27,Private,5th-6th,3,Other-service,El-Salvador
27,Private,Bachelors,13,Tech-support,United-States
27,Private,Bachelors,13,Prof-specialty,United-States
27,Private,11th,7,Craft-repair,United-States
