Toss,Location,Time,Tosser,Temprature,Reporter
Tails,Tachos,Morning,Chen,11,Katia
Tails,Tachos,Morning,Katia,28,Ayla
Heads,MacDonalds,Night,John,57,Dev
Heads,Starbucks,Evening,Dev,44,Katia
Heads,Starbucks,Midday,Kalpana,73,Chen
Tails,Panera,Evening,Chen,51,Ayla
Heads,Starbucks,Morning,Dev,64,Katia
Heads,MacDonalds,Evening,Chen,99,Katia
Tails,Tachos,Midday,Chen,6,Ayla
Heads,Tachos,Night,Kalpana,11,Ayla
Heads,Starbucks,Night,Dev,17,Dev
Tails,Panera,Morning,Kalpana,81,Katia
Heads,Tachos,Evening,Dev,85,Dev
Heads,Starbucks,Night,Kalpana,64,Arpit
Heads,BurgerKing,Midday,Katia,70,Dev
Heads,Panera,Morning,Katia,19,Ayla
Tails,MacDonalds,Night,Kalpana,62,Ayla
Heads,MacDonalds,Midday,Katia,60,Katia
Tails,BurgerKing,Midday,Kalpana,100,Arpit
Heads,Starbucks,Morning,Chen,77,Chen
Heads,Starbucks,Midday,Dev,75,Dev
Heads,MacDonalds,Evening,Chen,37,Ayla
Heads,BurgerKing,Midday,Chen,17,Katia
Heads,Panera,Night,John,8,Arpit
Tails,MacDonalds,Night,Kalpana,16,Chen
Tails,Panera,Night,John,87,Ayla
Heads,Tachos,Midday,John,71,Dev
Heads,Starbucks,Evening,Dev,85,Dev
Tails,MacDonalds,Night,Chen,35,Katia
Tails,Tachos,Midday,John,69,Dev
Heads,Starbucks,Night,Chen,95,Arpit
Heads,BurgerKing,Evening,Katia,93,Chen
Tails,Tachos,Morning,Kalpana,86,Arpit
Heads,Panera,Morning,Kalpana,55,Dev
Tails,Tachos,Evening,Dev,8,Chen
Tails,BurgerKing,Evening,John,32,Chen
Heads,Starbucks,Evening,Chen,67,Katia
Heads,MacDonalds,Evening,Chen,70,Arpit
Tails,MacDonalds,Evening,Kalpana,2,Katia
Tails,BurgerKing,Night,Dev,59,Ayla
Tails,MacDonalds,Morning,John,31,Dev
Heads,Tachos,Morning,Dev,53,Dev
Heads,MacDonalds,Morning,Katia,58,Chen
Heads,Panera,Evening,John,55,Dev
Heads,Tachos,Evening,Katia,31,Arpit
Heads,MacDonalds,Midday,Katia,90,Chen
Heads,Panera,Evening,Dev,20,Chen
Heads,Panera,Midday,John,62,Ayla
Heads,Panera,Midday,Katia,43,Chen
Tails,Starbucks,Night,Kalpana,1,Chen
Tails,MacDonalds,Evening,Kalpana,58,Arpit
Tails,Starbucks,Midday,Chen,25,Dev
Heads,BurgerKing,Midday,Chen,40,Katia
Heads,Starbucks,Evening,Katia,33,Arpit
Heads,Starbucks,Night,Kalpana,15,Chen
Tails,MacDonalds,Morning,Kalpana,13,Arpit
Heads,MacDonalds,Night,Chen,81,Chen
Heads,Starbucks,Evening,John,43,Katia
Heads,Panera,Midday,John,42,Dev
Tails,Tachos,Morning,John,77,Chen
Tails,MacDonalds,Evening,John,7,Dev
Heads,Panera,Evening,Dev,67,Chen
Tails,Panera,Evening,Katia,98,Dev
Tails,MacDonalds,Midday,Kalpana,40,Dev
Tails,MacDonalds,Midday,Chen,36,Katia
Heads,BurgerKing,Midday,Katia,64,Chen
Heads,Starbucks,Midday,Chen,28,Katia
Heads,MacDonalds,Midday,Katia,7,Chen
Heads,Starbucks,Midday,John,24,Katia
Tails,Tachos,Evening,Dev,19,Ayla
Tails,BurgerKing,Evening,Kalpana,47,Arpit
Heads,Tachos,Midday,John,79,Arpit
Heads,BurgerKing,Evening,Chen,46,Dev
Tails,Tachos,Midday,Dev,88,Chen
Heads,BurgerKing,Evening,Dev,38,Arpit
Heads,BurgerKing,Morning,Katia,3,Dev
Heads,Tachos,Morning,Chen,94,Ayla
Heads,BurgerKing,Midday,Kalpana,58,Chen
Tails,MacDonalds,Night,Dev,1,Katia
Tails,BurgerKing,Night,John,7,Chen
Tails,Tachos,Evening,John,7,Arpit
Tails,MacDonalds,Evening,Kalpana,20,Chen
Tails,Panera,Evening,Kalpana,41,Chen
Tails,BurgerKing,Night,Dev,76,Chen
Tails,MacDonalds,Evening,Kalpana,11,Dev
Heads,Panera,Night,Kalpana,6,Arpit
Heads,Panera,Night,Katia,31,Dev
Tails,MacDonalds,Night,Katia,18,Katia
Tails,Panera,Evening,Kalpana,49,Ayla
Heads,BurgerKing,Morning,Dev,17,Dev
Tails,BurgerKing,Morning,Kalpana,7,Chen
Tails,Tachos,Morning,Kalpana,85,Dev
Heads,Starbucks,Evening,John,59,Katia
Heads,BurgerKing,Night,Katia,12,Katia
Heads,Panera,Midday,Chen,47,Katia
Tails,Panera,Evening,John,34,Katia
Heads,Tachos,Night,Katia,26,Chen
Tails,Tachos,Evening,Dev,50,Katia
Heads,MacDonalds,Evening,Katia,80,Katia
Heads,BurgerKing,Midday,John,56,Chen
Heads,Panera,Night,Dev,62,Ayla
Heads,MacDonalds,Midday,Dev,45,Dev
Tails,Panera,Night,Dev,59,Katia
Heads,Tachos,Night,Dev,4,Katia
Heads,Starbucks,Midday,Chen,93,Chen
Tails,Panera,Night,Chen,7,Ayla
Tails,Panera,Night,Kalpana,37,Ayla
Tails,MacDonalds,Midday,Kalpana,76,Katia
Heads,Panera,Night,Kalpana,3,Katia
Heads,MacDonalds,Midday,Dev,65,Dev
Tails,MacDonalds,Morning,John,81,Ayla
Heads,Panera,Night,Katia,75,Arpit
Tails,Starbucks,Night,Katia,75,Dev
Tails,BurgerKing,Morning,Chen,18,Dev
Heads,MacDonalds,Morning,John,75,Ayla
Heads,Tachos,Midday,Dev,67,Chen
Tails,MacDonalds,Evening,Chen,42,Ayla
Heads,Tachos,Midday,John,87,Chen
Heads,Starbucks,Evening,Dev,33,Dev
Tails,Tachos,Morning,Katia,39,Chen
Tails,MacDonalds,Night,Chen,6,Ayla
Heads,Starbucks,Midday,John,90,Arpit
Heads,BurgerKing,Night,Dev,42,Dev
Tails,BurgerKing,Morning,Dev,25,Dev
Heads,Panera,Night,Dev,6,Chen
Tails,BurgerKing,Evening,Kalpana,47,Chen
Heads,Panera,Morning,Katia,3,Ayla
Heads,Tachos,Night,Katia,66,Ayla
Heads,MacDonalds,Midday,John,12,Arpit
Heads,MacDonalds,Morning,Kalpana,18,Katia
Tails,MacDonalds,Night,Katia,5,Ayla
Heads,Starbucks,Evening,Dev,21,Dev
Tails,Starbucks,Midday,Dev,50,Katia
Tails,Tachos,Morning,John,58,Chen
Tails,BurgerKing,Night,John,42,Ayla
Heads,BurgerKing,Midday,Dev,40,Chen
Tails,MacDonalds,Evening,Kalpana,62,Dev
Tails,Tachos,Morning,John,18,Dev
Tails,Starbucks,Evening,John,60,Katia
Heads,BurgerKing,Evening,Katia,42,Chen
Tails,Starbucks,Morning,Kalpana,50,Ayla
Tails,BurgerKing,Evening,Dev,8,Dev
Tails,Panera,Morning,Katia,69,Chen
Tails,Panera,Night,Kalpana,48,Katia
Heads,MacDonalds,Evening,Chen,26,Dev
Tails,MacDonalds,Evening,Kalpana,61,Dev
Tails,Panera,Night,Chen,100,Dev
Heads,BurgerKing,Night,Chen,79,Chen
Heads,Starbucks,Midday,Dev,72,Dev
Tails,Panera,Midday,Chen,100,Chen
Tails,Panera,Evening,Katia,99,Chen
Heads,Panera,Midday,Katia,92,Arpit
Heads,MacDonalds,Morning,Chen,88,Arpit
Heads,Starbucks,Night,Chen,81,Dev
Heads,BurgerKing,Night,Dev,7,Ayla
Heads,BurgerKing,Morning,Dev,1,Arpit
Tails,Starbucks,Night,John,13,Ayla
Tails,Panera,Evening,Katia,10,Katia
Heads,Tachos,Night,John,59,Chen
Heads,Starbucks,Midday,Katia,40,Arpit
Tails,BurgerKing,Midday,Dev,52,Chen
Heads,Starbucks,Evening,John,51,Katia
Tails,MacDonalds,Midday,Chen,3,Dev
Heads,Tachos,Morning,Dev,20,Katia
Tails,Tachos,Evening,Chen,15,Katia
Heads,MacDonalds,Midday,Katia,88,Arpit
Heads,MacDonalds,Midday,Dev,8,Arpit
Heads,Panera,Evening,Katia,26,Katia
Tails,BurgerKing,Evening,John,42,Katia
Tails,MacDonalds,Evening,Katia,56,Chen
Tails,Panera,Midday,Chen,2,Dev
Heads,MacDonalds,Midday,John,82,Chen
Tails,Tachos,Midday,Kalpana,44,Katia
Heads,Panera,Midday,Chen,1,Arpit
Heads,Tachos,Morning,Chen,98,Arpit
Heads,Starbucks,Midday,John,18,Chen
Tails,Starbucks,Evening,Dev,55,Dev
Heads,MacDonalds,Night,Katia,8,Arpit
Tails,Panera,Evening,Kalpana,21,Chen
Tails,Starbucks,Evening,John,29,Dev
Tails,Starbucks,Night,John,30,Chen
Heads,BurgerKing,Night,John,46,Arpit
Tails,Starbucks,Night,Chen,61,Ayla
Tails,Starbucks,Morning,Katia,5,Dev
Tails,MacDonalds,Evening,Dev,28,Arpit
Tails,Panera,Morning,Chen,51,Dev
Heads,Panera,Morning,John,86,Ayla
Heads,BurgerKing,Night,Kalpana,20,Arpit
Heads,Tachos,Night,John,65,Ayla
Tails,MacDonalds,Evening,Kalpana,76,Katia
Heads,BurgerKing,Morning,Chen,97,Katia
Tails,Tachos,Midday,Chen,40,Dev
Heads,Panera,Evening,Katia,2,Arpit
Heads,Panera,Morning,John,65,Chen
Heads,Starbucks,Midday,Chen,67,Ayla
Heads,Tachos,Morning,Katia,26,Dev
Heads,Panera,Night,Katia,6,Arpit
Heads,MacDonalds,Evening,Chen,85,Chen
Tails,Tachos,Morning,Chen,38,Dev
Tails,Panera,Morning,John,47,Dev
Tails,Tachos,Morning,Katia,75,Dev
Tails,Panera,Morning,Katia,71,Katia
Heads,BurgerKing,Morning,John,24,Chen
Tails,Starbucks,Midday,John,13,Arpit
Heads,Starbucks,Evening,Dev,99,Dev
Heads,MacDonalds,Evening,Chen,49,Arpit
Heads,Tachos,Midday,Dev,81,Katia
Tails,MacDonalds,Midday,Dev,73,Arpit
Heads,Starbucks,Evening,Kalpana,80,Ayla
Tails,Tachos,Morning,Dev,2,Chen
Heads,Tachos,Evening,Dev,87,Arpit
Tails,Tachos,Morning,John,71,Katia
Tails,MacDonalds,Night,Katia,40,Katia
Tails,Tachos,Morning,Dev,44,Dev
Tails,Tachos,Midday,John,87,Katia
Tails,MacDonalds,Evening,Kalpana,73,Chen
Heads,BurgerKing,Midday,Chen,89,Katia
Tails,Tachos,Night,Katia,16,Dev
Tails,Panera,Evening,Chen,52,Dev
Heads,BurgerKing,Night,Dev,26,Katia
Tails,Panera,Morning,Katia,11,Chen
Tails,MacDonalds,Morning,Chen,76,Dev
Tails,MacDonalds,Night,Kalpana,34,Arpit
Heads,Tachos,Midday,Kalpana,94,Dev
Heads,BurgerKing,Midday,Dev,46,Chen
Heads,Starbucks,Midday,Dev,36,Arpit
Tails,Tachos,Morning,John,59,Ayla
Heads,MacDonalds,Night,Dev,27,Ayla
Heads,BurgerKing,Midday,John,48,Chen
Heads,Starbucks,Midday,Katia,48,Chen
Heads,Starbucks,Evening,Kalpana,81,Katia
Heads,MacDonalds,Evening,John,9,Ayla
Heads,BurgerKing,Night,Kalpana,62,Dev
Heads,Starbucks,Evening,John,56,Katia
Tails,Tachos,Morning,Dev,8,Arpit
Tails,MacDonalds,Night,John,23,Chen
Heads,Panera,Midday,Dev,15,Dev
Tails,MacDonalds,Midday,Kalpana,61,Katia
Tails,Starbucks,Morning,Kalpana,19,Ayla
Tails,Panera,Evening,Chen,78,Ayla
Heads,BurgerKing,Morning,Dev,55,Katia
Tails,Panera,Evening,Dev,45,Ayla
Heads,MacDonalds,Night,John,42,Dev
Tails,Tachos,Morning,Chen,24,Katia
Tails,Starbucks,Morning,Chen,49,Chen
Tails,Panera,Evening,John,29,Chen
Tails,BurgerKing,Evening,Dev,57,Chen
Tails,BurgerKing,Morning,Kalpana,76,Arpit
Heads,MacDonalds,Morning,Chen,22,Ayla
Heads,Panera,Midday,Chen,71,Arpit
Heads,Starbucks,Evening,Chen,42,Ayla
Heads,Panera,Evening,Dev,83,Ayla
Tails,Starbucks,Midday,Dev,12,Dev
Heads,Starbucks,Midday,John,53,Dev
Tails,BurgerKing,Night,Kalpana,54,Ayla
Tails,Tachos,Midday,Dev,2,Arpit
Tails,MacDonalds,Midday,Kalpana,96,Chen
Tails,Tachos,Midday,John,32,Dev
Tails,Panera,Morning,Dev,67,Chen
Heads,BurgerKing,Midday,John,64,Katia
Tails,BurgerKing,Midday,Kalpana,71,Dev
Heads,MacDonalds,Midday,Dev,96,Ayla
Heads,Tachos,Morning,Chen,81,Dev
Heads,Tachos,Midday,Dev,40,Katia
Heads,BurgerKing,Evening,Kalpana,79,Dev
Tails,BurgerKing,Morning,Kalpana,99,Ayla
Heads,Panera,Night,Chen,28,Arpit
Tails,Panera,Night,Katia,29,Chen
Heads,Starbucks,Midday,Chen,95,Ayla
Heads,Panera,Evening,Dev,33,Chen
Tails,BurgerKing,Morning,Chen,37,Dev
Heads,Tachos,Night,John,91,Dev
Heads,Tachos,Evening,John,70,Ayla
Tails,Starbucks,Evening,John,21,Ayla
Heads,Tachos,Midday,Katia,36,Chen
Heads,Tachos,Morning,Dev,56,Katia
Tails,Tachos,Morning,Dev,12,Arpit
Tails,MacDonalds,Midday,Kalpana,83,Chen
Tails,MacDonalds,Night,Kalpana,44,Katia
Tails,Starbucks,Morning,Chen,81,Arpit
Heads,Starbucks,Night,Chen,94,Ayla
Tails,Tachos,Midday,John,24,Dev
Tails,Panera,Evening,Katia,37,Ayla
Heads,MacDonalds,Morning,Chen,40,Arpit
Heads,Starbucks,Evening,Dev,76,Chen
Heads,MacDonalds,Evening,John,8,Arpit
Tails,Starbucks,Morning,Katia,60,Dev
Tails,Panera,Midday,Katia,13,Dev
Tails,Starbucks,Night,Chen,36,Katia
Tails,Panera,Evening,John,75,Ayla
Heads,BurgerKing,Evening,Dev,75,Katia
Tails,Panera,Night,Kalpana,30,Ayla
Tails,Tachos,Evening,John,86,Ayla
Heads,BurgerKing,Midday,Dev,84,Arpit
Tails,Starbucks,Midday,John,82,Dev
Heads,Panera,Morning,John,1,Chen
Tails,MacDonalds,Evening,Kalpana,82,Ayla
Heads,Starbucks,Evening,John,73,Ayla
Heads,Starbucks,Night,John,95,Chen
Tails,Panera,Midday,John,43,Chen
Heads,Tachos,Midday,Kalpana,66,Katia
Tails,Panera,Evening,Dev,49,Dev
Heads,BurgerKing,Evening,John,84,Chen
Heads,MacDonalds,Evening,John,1,Katia
Tails,Panera,Midday,Dev,69,Dev
Heads,BurgerKing,Morning,John,90,Arpit
Tails,MacDonalds,Evening,Kalpana,48,Chen
Tails,Panera,Midday,John,23,Ayla
Heads,Starbucks,Evening,Dev,58,Chen
Tails,Panera,Morning,Chen,87,Ayla
Heads,Panera,Night,Katia,42,Dev
Tails,MacDonalds,Midday,Katia,56,Ayla
Tails,Starbucks,Night,Dev,81,Arpit
Heads,Panera,Morning,John,9,Katia
Heads,Panera,Night,Katia,6,Arpit
Heads,Starbucks,Night,Chen,26,Dev
Tails,Starbucks,Night,Katia,49,Chen
Heads,BurgerKing,Morning,Katia,46,Dev
Heads,Starbucks,Midday,Chen,84,Arpit
Tails,MacDonalds,Night,Katia,21,Ayla
Tails,Tachos,Night,Chen,83,Katia
Heads,Panera,Evening,Dev,20,Arpit
Heads,Panera,Evening,Katia,19,Katia
Heads,Tachos,Night,Chen,61,Katia
Tails,Panera,Evening,Dev,9,Katia
Tails,Starbucks,Evening,Katia,5,Katia
Tails,Starbucks,Midday,Kalpana,52,Dev
Tails,MacDonalds,Evening,Katia,69,Dev
Heads,MacDonalds,Evening,Katia,38,Katia
Heads,BurgerKing,Midday,Katia,0,Katia
Heads,Starbucks,Midday,Chen,71,Arpit
Heads,Starbucks,Midday,Katia,96,Arpit
Heads,BurgerKing,Morning,Kalpana,17,Ayla
Tails,MacDonalds,Morning,Chen,70,Dev
Tails,Tachos,Night,John,99,Chen
Heads,Panera,Night,Katia,13,Ayla
Heads,Panera,Night,Chen,85,Dev
Heads,BurgerKing,Evening,Chen,29,Ayla
Heads,Tachos,Night,John,27,Katia
Tails,Panera,Night,John,45,Ayla
Heads,Panera,Night,Kalpana,76,Arpit
Heads,Panera,Morning,Dev,11,Ayla
Tails,Panera,Evening,Katia,62,Ayla
Heads,Starbucks,Midday,Dev,33,Dev
Heads,Starbucks,Night,Dev,32,Arpit
Tails,Panera,Evening,Katia,55,Dev
Tails,Panera,Morning,Chen,58,Ayla
Tails,BurgerKing,Night,Kalpana,48,Dev
Heads,MacDonalds,Midday,Dev,16,Chen
Tails,BurgerKing,Evening,Chen,38,Ayla
Tails,Tachos,Midday,John,27,Arpit
Tails,Tachos,Morning,Kalpana,27,Arpit
Heads,Tachos,Night,Dev,27,Arpit
Tails,Panera,Evening,Kalpana,20,Chen
Heads,Tachos,Morning,Chen,89,Katia
Heads,BurgerKing,Midday,Chen,14,Chen
Heads,BurgerKing,Night,Katia,14,Katia
Heads,MacDonalds,Morning,John,92,Dev
Tails,MacDonalds,Night,Dev,70,Ayla
Heads,Panera,Evening,John,82,Katia
Heads,BurgerKing,Midday,Dev,98,Dev
Heads,MacDonalds,Morning,John,68,Katia
Heads,Panera,Morning,Katia,23,Dev
Heads,Tachos,Evening,Katia,94,Dev
Tails,BurgerKing,Morning,Kalpana,77,Chen
Heads,MacDonalds,Night,Katia,18,Chen
Heads,BurgerKing,Evening,Dev,64,Ayla
Tails,Starbucks,Morning,Kalpana,58,Katia
Tails,Tachos,Morning,Katia,37,Dev
Tails,Tachos,Midday,Kalpana,95,Arpit
Heads,Starbucks,Evening,Dev,56,Arpit
Heads,Panera,Night,John,11,Dev
Heads,MacDonalds,Night,Dev,17,Dev
Tails,Panera,Midday,Chen,23,Chen
Heads,Starbucks,Midday,Chen,84,Chen
Heads,Panera,Midday,Chen,56,Chen
Heads,BurgerKing,Night,Chen,20,Katia
Tails,MacDonalds,Midday,Chen,49,Arpit
Heads,BurgerKing,Morning,Dev,7,Chen
Tails,BurgerKing,Night,Katia,73,Katia
Tails,Tachos,Night,Kalpana,41,Chen
Tails,MacDonalds,Morning,Kalpana,30,Ayla
Tails,BurgerKing,Midday,Kalpana,13,Ayla
Heads,Tachos,Night,Chen,82,Arpit
Heads,Starbucks,Morning,Katia,100,Dev
Tails,Tachos,Night,Chen,52,Katia
Tails,MacDonalds,Night,Katia,57,Chen
Heads,BurgerKing,Evening,Chen,12,Arpit
Tails,BurgerKing,Evening,Katia,93,Dev
Heads,BurgerKing,Evening,Katia,58,Ayla
Heads,BurgerKing,Midday,John,31,Dev
Heads,MacDonalds,Midday,Chen,59,Arpit
Heads,Panera,Morning,John,80,Chen
Heads,BurgerKing,Night,Chen,93,Chen
Tails,BurgerKing,Night,Kalpana,26,Chen
Heads,Panera,Evening,Katia,22,Dev
Tails,BurgerKing,Evening,Dev,27,Ayla
Heads,Tachos,Night,Dev,79,Ayla
Tails,Tachos,Morning,Kalpana,10,Arpit
Tails,Starbucks,Evening,Kalpana,43,Ayla
Heads,BurgerKing,Morning,Chen,95,Katia
Tails,Tachos,Night,John,54,Katia
Heads,BurgerKing,Morning,John,48,Dev
Heads,Tachos,Midday,John,91,Ayla
Tails,Starbucks,Night,Dev,5,Katia
Tails,MacDonalds,Morning,Kalpana,21,Ayla
Tails,Panera,Midday,Kalpana,66,Katia
Heads,MacDonalds,Evening,Chen,31,Chen
Heads,Starbucks,Night,Kalpana,85,Arpit
Tails,Tachos,Midday,Dev,48,Katia
Tails,Panera,Evening,Katia,29,Arpit
Heads,Panera,Night,John,23,Dev
Tails,Starbucks,Evening,Chen,50,Dev
Heads,Starbucks,Evening,Kalpana,80,Chen
Tails,Panera,Evening,Chen,53,Katia
Tails,Starbucks,Morning,Kalpana,55,Chen
Heads,MacDonalds,Evening,Dev,90,Dev
Tails,Panera,Night,Kalpana,58,Arpit
Heads,BurgerKing,Morning,John,20,Chen
Tails,Panera,Night,Dev,61,Dev
Heads,Starbucks,Morning,Kalpana,25,Chen
Heads,Starbucks,Night,Dev,67,Dev
Tails,Tachos,Night,Kalpana,45,Chen
Heads,Tachos,Midday,Chen,24,Katia
Heads,Tachos,Morning,Katia,82,Ayla
Tails,Tachos,Evening,Katia,20,Chen
Heads,Starbucks,Night,Kalpana,64,Dev
Heads,Starbucks,Midday,Chen,60,Ayla
Tails,Panera,Morning,Kalpana,20,Dev
Tails,Panera,Morning,Kalpana,9,Arpit
Tails,MacDonalds,Night,John,19,Katia
Tails,Panera,Evening,Dev,97,Ayla
Heads,BurgerKing,Evening,Katia,24,Arpit
Heads,BurgerKing,Midday,Katia,24,Ayla
Tails,Tachos,Night,Dev,26,Katia
Heads,MacDonalds,Night,Katia,64,Dev
Tails,MacDonalds,Morning,Katia,62,Katia
Heads,Panera,Midday,Dev,30,Dev
Heads,Panera,Night,Katia,33,Dev
Tails,Starbucks,Morning,John,2,Katia
Heads,MacDonalds,Night,Dev,82,Chen
Tails,Panera,Morning,Chen,56,Ayla
Tails,Panera,Midday,Katia,43,Chen
Tails,Tachos,Midday,John,58,Dev
Heads,Starbucks,Morning,Dev,57,Arpit
Tails,BurgerKing,Morning,John,18,Dev
Heads,Starbucks,Evening,Katia,72,Chen
Heads,Panera,Morning,Chen,14,Ayla
Heads,Tachos,Evening,Dev,85,Arpit
Tails,Tachos,Evening,Katia,34,Katia
Tails,Tachos,Midday,Dev,36,Chen
Heads,MacDonalds,Night,Chen,47,Chen
Tails,Starbucks,Night,Kalpana,35,Arpit
Tails,Tachos,Evening,Kalpana,41,Chen
Heads,Starbucks,Midday,Katia,0,Dev
Tails,MacDonalds,Evening,Katia,52,Katia
Heads,Panera,Evening,Dev,88,Dev
Tails,BurgerKing,Evening,Dev,7,Dev
Heads,Starbucks,Night,Dev,66,Ayla
Tails,MacDonalds,Midday,Kalpana,8,Arpit
Tails,Tachos,Evening,Chen,39,Chen
Tails,MacDonalds,Evening,Chen,54,Dev
Tails,Starbucks,Morning,Kalpana,51,Katia
Tails,MacDonalds,Midday,John,63,Katia
Heads,Panera,Midday,Chen,50,Chen
Heads,MacDonalds,Midday,Dev,22,Arpit
Heads,BurgerKing,Evening,Chen,75,Arpit
Heads,Starbucks,Midday,Katia,47,Arpit
Heads,MacDonalds,Morning,Chen,99,Chen
Heads,BurgerKing,Night,John,34,Arpit
Tails,Starbucks,Evening,Katia,18,Katia
Tails,Starbucks,Midday,Katia,100,Ayla
Heads,Starbucks,Evening,Chen,78,Chen
Tails,Starbucks,Midday,Katia,68,Katia
Tails,MacDonalds,Midday,Kalpana,21,Dev
Heads,Panera,Evening,Chen,84,Arpit
Heads,Starbucks,Night,John,85,Dev
Heads,Tachos,Evening,Katia,69,Dev
Tails,MacDonalds,Midday,John,78,Dev
Tails,Starbucks,Evening,Dev,16,Katia
Tails,Tachos,Night,Chen,54,Katia
Tails,BurgerKing,Night,Katia,49,Chen
Tails,Tachos,Evening,Katia,55,Dev
Heads,BurgerKing,Evening,Katia,9,Katia
Heads,MacDonalds,Evening,John,61,Arpit
Tails,Panera,Evening,Dev,79,Ayla
Tails,Tachos,Evening,Katia,52,Dev
Heads,Tachos,Evening,Dev,86,Dev
Heads,Panera,Night,Kalpana,76,Ayla
Tails,Tachos,Evening,John,50,Ayla
Tails,Tachos,Night,Katia,43,Arpit
Tails,Panera,Evening,Katia,42,Katia
Heads,BurgerKing,Night,Katia,77,Dev
Tails,Panera,Midday,Dev,17,Dev
Heads,Tachos,Evening,John,42,Dev
Tails,Panera,Night,John,72,Chen
Tails,Tachos,Evening,Kalpana,29,Katia
Tails,MacDonalds,Evening,John,93,Ayla
Heads,Starbucks,Midday,John,78,Katia
Tails,MacDonalds,Morning,Katia,56,Dev
Heads,Tachos,Midday,John,35,Katia
Tails,Starbucks,Evening,Chen,21,Ayla
Heads,BurgerKing,Morning,Kalpana,50,Chen
Tails,Starbucks,Evening,Katia,41,Arpit
Heads,Starbucks,Evening,Chen,50,Ayla
Heads,Starbucks,Evening,John,9,Dev
Heads,BurgerKing,Midday,Katia,12,Katia
Tails,Panera,Morning,Chen,35,Ayla
Heads,Panera,Morning,Dev,52,Arpit
Heads,Starbucks,Midday,Chen,100,Chen
Heads,MacDonalds,Night,Katia,98,Arpit
Heads,MacDonalds,Morning,John,97,Arpit
Heads,Starbucks,Night,John,8,Chen
Heads,Panera,Morning,Chen,99,Katia
Heads,Panera,Midday,Kalpana,0,Ayla
Tails,Tachos,Night,Chen,24,Chen
Heads,Panera,Midday,Katia,1,Arpit
Heads,Tachos,Evening,Katia,56,Arpit
Heads,BurgerKing,Morning,Chen,12,Arpit
Heads,MacDonalds,Evening,Katia,23,Dev
Tails,BurgerKing,Morning,John,46,Katia
Tails,Tachos,Midday,Kalpana,5,Arpit
Heads,Panera,Night,John,32,Dev
Tails,MacDonalds,Morning,Kalpana,79,Ayla
Heads,Starbucks,Morning,Katia,12,Dev
Tails,BurgerKing,Midday,Katia,85,Dev
Heads,Starbucks,Midday,Dev,84,Dev
Heads,Panera,Midday,Dev,2,Chen
Tails,Panera,Midday,Kalpana,49,Katia
Tails,Tachos,Midday,John,97,Dev
Heads,Starbucks,Morning,John,10,Arpit
Heads,MacDonalds,Night,Chen,32,Arpit
Heads,Panera,Night,Kalpana,3,Chen
Heads,BurgerKing,Midday,Katia,16,Dev
Heads,MacDonalds,Morning,Dev,48,Chen
Tails,BurgerKing,Midday,Chen,10,Dev
Tails,Tachos,Evening,Kalpana,98,Chen
Heads,Panera,Evening,John,80,Arpit
Tails,Tachos,Night,John,26,Ayla
Heads,Tachos,Evening,Dev,20,Arpit
Heads,MacDonalds,Night,Katia,86,Arpit
Heads,Tachos,Midday,Chen,91,Arpit
Heads,Panera,Night,Dev,77,Chen
Tails,Panera,Morning,Chen,58,Chen
Tails,Starbucks,Midday,Dev,87,Arpit
Heads,Panera,Midday,Chen,30,Arpit
Tails,BurgerKing,Evening,Kalpana,40,Ayla
Tails,Panera,Night,Katia,41,Ayla
Tails,Panera,Midday,Chen,14,Chen
Tails,BurgerKing,Morning,Kalpana,69,Dev
Tails,Tachos,Evening,Chen,92,Katia
Tails,Panera,Evening,Katia,46,Dev
Tails,Starbucks,Midday,Dev,32,Katia
Heads,Starbucks,Night,Katia,94,Katia
Heads,BurgerKing,Night,Katia,59,Katia
Heads,Starbucks,Evening,Katia,97,Arpit
Tails,MacDonalds,Night,John,28,Chen
Tails,BurgerKing,Night,Chen,22,Katia
Tails,BurgerKing,Morning,Kalpana,86,Katia
Tails,Panera,Morning,Kalpana,10,Arpit
Heads,Tachos,Night,Dev,11,Dev
Tails,Tachos,Morning,Katia,6,Ayla
Heads,Tachos,Morning,Chen,55,Dev
Heads,MacDonalds,Morning,Chen,48,Dev
Heads,Panera,Evening,John,80,Katia
Tails,Tachos,Morning,John,76,Ayla
Tails,MacDonalds,Evening,Dev,63,Ayla
Heads,BurgerKing,Midday,John,41,Arpit
Heads,MacDonalds,Midday,Dev,24,Chen
Tails,Panera,Midday,Katia,54,Dev
Heads,MacDonalds,Evening,Kalpana,2,Chen
Tails,Tachos,Morning,Chen,56,Arpit
Heads,Starbucks,Midday,Dev,64,Ayla
Tails,Tachos,Evening,Dev,98,Ayla
Heads,Starbucks,Midday,Katia,7,Arpit
Heads,BurgerKing,Midday,John,56,Ayla
Heads,BurgerKing,Midday,John,71,Chen
Tails,MacDonalds,Night,Dev,17,Chen
Tails,MacDonalds,Evening,Katia,94,Ayla
Heads,Panera,Morning,Katia,87,Chen
Heads,Panera,Evening,Chen,27,Ayla
Tails,MacDonalds,Evening,Kalpana,58,Chen
Heads,Starbucks,Evening,Kalpana,69,Dev
Heads,Starbucks,Evening,Dev,57,Arpit
Tails,Tachos,Morning,Chen,100,Ayla
Heads,MacDonalds,Evening,John,11,Arpit
Tails,BurgerKing,Night,Chen,65,Ayla
